"county","race","cand","mean","sd","ci_95_lower","ci_95_upper"
"Autauga County","vap_white","pre_16_rep_tru",0.961487638147315,0.0128940396390733,0.933277956911955,0.982245173765855
"Autauga County","vap_white","pre_16_dem_cli",0.0385123618526847,0.0128940396390733,0.0177548262341448,0.0667220430880448
"Autauga County","vap_black","pre_16_rep_tru",0.0680113337579327,0.0332607707661019,0.0189261880181203,0.146229487867634
"Autauga County","vap_black","pre_16_dem_cli",0.931988666242067,0.0332607707661019,0.853770512132366,0.98107381198188
"Autauga County","vap_hisp","pre_16_rep_tru",0.409019714540807,0.161610611943071,0.128427726178654,0.737628457148589
"Autauga County","vap_hisp","pre_16_dem_cli",0.590980285459192,0.161610611943071,0.262371542851411,0.871572273821346
"Autauga County","vap_asian","pre_16_rep_tru",0.558938038071055,0.181374430285368,0.181292817265265,0.870287758912865
"Autauga County","vap_asian","pre_16_dem_cli",0.441061961928945,0.181374430285368,0.129712241087135,0.818707182734735
"Autauga County","vap_aian","pre_16_rep_tru",0.479267396313585,0.17427838939365,0.134538737990354,0.817672335716632
"Autauga County","vap_aian","pre_16_dem_cli",0.520732603686415,0.17427838939365,0.182327664283368,0.865461262009646
"Autauga County","vap_oth_b","pre_16_rep_tru",0.37301982554049,0.149367155566582,0.114497354964445,0.688844458304915
"Autauga County","vap_oth_b","pre_16_dem_cli",0.62698017445951,0.149367155566582,0.311155541695085,0.885502645035555
"Autauga County","vap_white","uss_16_rep_she",0.939836405341061,0.0182405891756814,0.896182647818197,0.968276603321184
"Autauga County","vap_white","uss_16_dem_cru",0.0601635946589388,0.0182405891756814,0.0317233966788165,0.103817352181803
"Autauga County","vap_black","uss_16_rep_she",0.0859925900225954,0.047612712857227,0.0223887942381602,0.211400109226826
"Autauga County","vap_black","uss_16_dem_cru",0.914007409977405,0.047612712857227,0.788599890773174,0.97761120576184
"Autauga County","vap_hisp","uss_16_rep_she",0.434166694626973,0.161532235311033,0.1622609365543,0.764641848227379
"Autauga County","vap_hisp","uss_16_dem_cru",0.565833305373027,0.161532235311033,0.235358151772621,0.8377390634457
"Autauga County","vap_asian","uss_16_rep_she",0.521934232899409,0.183506087977035,0.164557208105339,0.85182453867476
"Autauga County","vap_asian","uss_16_dem_cru",0.478065767100591,0.183506087977035,0.14817546132524,0.83544279189466
"Autauga County","vap_aian","uss_16_rep_she",0.47897241254521,0.17566065041069,0.145202379262946,0.80798168722434
