county,GEOID,vap_white.pre_24_dem_har,vap_white.pre_24_rep_tru,vap_black.pre_24_dem_har,vap_black.pre_24_rep_tru,vap_hisp.pre_24_dem_har,vap_hisp.pre_24_rep_tru,vap_asian.pre_24_dem_har,vap_asian.pre_24_rep_tru,vap_aian.pre_24_dem_har,vap_aian.pre_24_rep_tru,vap_oth_b.pre_24_dem_har,vap_oth_b.pre_24_rep_tru
001,10001040100,0.26999228577947304,0.7300077142205269,0.8669529461115719,0.13304705388842805,0.757853996541139,0.24214600345886095,0.6026026743527269,0.39739732564727315,0.511334337437219,0.488665662562781,0.6190567094909193,0.3809432905090807
001,10001040201,0.4048425223734953,0.5951574776265047,0.8975204750217066,0.10247952497829341,0.7476512932271911,0.25234870677280885,0.6047696774269566,0.3952303225730433,0.5180174067566218,0.4819825932433782,0.629266425525351,0.37073357447464905
001,10001040203,0.35008367519561157,0.6499163248043884,0.8920486559648296,0.1079513440351704,0.7363879991290564,0.26361200087094344,0.6081294403138607,0.3918705596861393,0.5195054751329488,0.4804945248670512,0.6232132902809713,0.37678670971902867
001,10001040204,0.39277577588219625,0.6072242241178037,0.9116793672397737,0.08832063276022632,0.736021591472823,0.26397840852717697,0.6099069666479953,0.39009303335200474,0.5136109962393779,0.48638900376062216,0.6255743728037446,0.37442562719625533
001,10001040205,0.47782109962162944,0.5221789003783706,0.9186501088811772,0.08134989111882283,0.764893911152814,0.23510608884718595,0.6166193296383259,0.3833806703616739,0.5105714600175644,0.4894285399824356,0.633875214226327,0.3661247857736728
001,10001040206,0.4610544052281745,0.5389455947718258,0.9342239989404761,0.0657760010595238,0.7555566132212956,0.24444338677870436,0.6088806191253172,0.3911193808746828,0.5175454987223167,0.4824545012776833,0.6369394103279434,0.36306058967205657
001,10001040501,0.41138202159536336,0.5886179784046367,0.9270892090800759,0.07291079091992408,0.7585355192622931,0.24146448073770688,0.6147312357527293,0.38526876424727075,0.5145441716719958,0.4854558283280041,0.6269277194567182,0.3730722805432818
001,10001040502,0.33731218855581163,0.6626878114441883,0.8827040471084333,0.11729595289156665,0.7347355767796437,0.26526442322035626,0.6102986025679505,0.38970139743204946,0.5137220163064554,0.4862779836935446,0.615259667889787,0.3847403321102129
001,10001040700,0.49299523421748725,0.5070047657825127,0.9260043823894122,0.07399561761058783,0.7643202809401475,0.23567971905985258,0.6248443022198664,0.3751556977801335,0.5180496839137746,0.4819503160862256,0.6458219018210306,0.3541780981789694
001,10001040900,0.5636766077851046,0.43632339221489536,0.9222054552373466,0.07779454476265336,0.7608558136173561,0.23914418638264384,0.6232665228514706,0.3767334771485294,0.517280970221658,0.482719029778342,0.6510730952493174,0.34892690475068255
001,10001041000,0.44340751374757836,0.5565924862524216,0.938529359568199,0.06147064043180093,0.7851255219488662,0.21487447805113377,0.6166933325154366,0.3833066674845635,0.5173694723338218,0.482630527666178,0.6395037543183871,0.3604962456816128
001,10001041101,0.47057167519955045,0.5294283248004495,0.8875640511893063,0.11243594881069374,0.7982136720533507,0.20178632794664927,0.6108887704460239,0.3891112295539759,0.520829145915772,0.479170854084228,0.6408969295636587,0.3591030704363413
001,10001041200,0.2833331417709871,0.7166668582290129,0.8797773935200579,0.12022260647994211,0.727961053040486,0.2720389469595141,0.5907895836030728,0.40921041639692723,0.5119525976341024,0.4880474023658976,0.6094874737918845,0.39051252620811555
001,10001041300,0.4195521447596594,0.5804478552403406,0.917061172434975,0.082938827565025,0.7529484479821714,0.2470515520178286,0.608868460183624,0.39113153981637605,0.5175088768938932,0.4824911231061068,0.6328550514496353,0.36714494855036467
001,10001041400,0.4164889770827602,0.5835110229172398,0.9491642010888691,0.050835798911130894,0.7737961044065175,0.2262038955934825,0.6230255598279998,0.3769744401720002,0.512947645442379,0.4870523545576209,0.6479812461337672,0.3520187538662328
001,10001041500,0.4406125314254853,0.5593874685745147,0.9321894994952022,0.06781050050479774,0.7594028384506688,0.2405971615493312,0.610575014026625,0.389424985973375,0.5145104619080925,0.4854895380919076,0.6333804002838117,0.3666195997161883
001,10001041600,0.4003872563105129,0.599612743689487,0.8795741991046329,0.12042580089536711,0.7437680255054594,0.2562319744945406,0.610085659693172,0.38991434030682787,0.5141748995998601,0.48582510040013993,0.6195284760779077,0.3804715239220923
001,10001041701,0.39051870714065073,0.609481292859349,0.8934799512177666,0.10652004878223341,0.748160045707321,0.251839954292679,0.6050407379312602,0.3949592620687398,0.5187883722940475,0.48121162770595255,0.6353903698437486,0.36460963015625136
001,10001041702,0.37075662543580895,0.6292433745641911,0.8879921345106109,0.11200786548938912,0.740620666337654,0.259379333662346,0.6063535433477166,0.3936464566522834,0.5209106226368255,0.4790893773631745,0.6157409245757485,0.38425907542425153
001,10001041802,0.3421681093477476,0.6578318906522524,0.8918482955338765,0.10815170446612359,0.7434556718750281,0.2565443281249717,0.5983051533458432,0.4016948466541568,0.5182530299308152,0.48174697006918477,0.618167791348963,0.381832208651037
001,10001041803,0.405778566439642,0.594221433560358,0.9018588291941361,0.09814117080586393,0.7548250654664982,0.24517493453350184,0.6087253930633495,0.39127460693665056,0.5203750100533044,0.47962498994669556,0.6392551973155511,0.3607448026844487
001,10001041804,0.3511142283987244,0.6488857716012756,0.8905404672022581,0.10945953279774194,0.73812980805373,0.26187019194627,0.6040458004346323,0.3959541995653677,0.5203551105940295,0.4796448894059705,0.6245144029569,0.37548559704310003
001,10001041900,0.1656957721409531,0.8343042278590469,0.8649999437700445,0.1350000562299555,0.7252657903202772,0.2747342096797228,0.6043097401841717,0.39569025981582834,0.5134668753306245,0.4865331246693755,0.599232553754906,0.40076744624509403
001,10001042000,0.19303642781613312,0.8069635721838668,0.8704348629885281,0.12956513701147188,0.7345625956130114,0.2654374043869886,0.5983577163101894,0.4016422836898106,0.5133515336881828,0.4866484663118173,0.6020935899955167,0.39790641000448335
001,10001042100,0.25531554755450464,0.7446844524454954,0.8753613416950418,0.12463865830495821,0.741231650498521,0.258768349501479,0.6021952399910835,0.39780476000891657,0.516098587542158,0.483901412457842,0.6122183133054785,0.38778168669452145
001,10001042203,0.38484676765219533,0.6151532323478045,0.877508444510535,0.12249155548946494,0.7392552806391754,0.2607447193608245,0.6014452748366146,0.3985547251633854,0.5128259141356691,0.4871740858643308,0.6188164394419593,0.3811835605580407
001,10001042204,0.3599078511750629,0.640092148824937,0.8828046332429531,0.11719536675704692,0.7408996507605073,0.25910034923949266,0.6060457282111423,0.39395427178885767,0.5165834765032153,0.48341652349678466,0.6172799316690938,0.3827200683309062
001,10001042205,0.26749461618491355,0.7325053838150865,0.8737539631627432,0.12624603683725677,0.7287050425356769,0.27129495746432314,0.5936214723854816,0.40637852761451837,0.5168911532514101,0.4831088467485899,0.6128852358245498,0.38711476417545015
001,10001042206,0.3162906615833215,0.6837093384166786,0.8726164855984112,0.12738351440158877,0.739592848756558,0.26040715124344205,0.5957392965384731,0.4042607034615269,0.5137964788755248,0.4862035211244752,0.6131248591957634,0.3868751408042365
001,10001042207,0.3321246199595115,0.6678753800404885,0.8790119076658037,0.12098809233419631,0.743768546175516,0.25623145382448403,0.6065066502093326,0.3934933497906674,0.5125022227565389,0.4874977772434611,0.6147316688289488,0.3852683311710512
001,10001042208,0.2871273952731541,0.7128726047268459,0.8691581076377612,0.1308418923622387,0.7386271966470739,0.2613728033529261,0.6019533853987737,0.3980466146012262,0.5156490484574681,0.48435095154253194,0.617753596742874,0.38224640325712606
001,10001042500,0.2595238004394754,0.7404761995605246,0.8413689940747581,0.1586310059252419,0.7124220131530341,0.28757798684696595,0.5975229586321885,0.4024770413678115,0.510686206990318,0.4893137930096818,0.6023529892400933,0.3976470107599067
001,10001042801,0.15501967837307395,0.844980321626926,0.8603654042504693,0.13963459574953047,0.7253050410114708,0.27469495898852925,0.5993370079870279,0.40066299201297206,0.5107993462487924,0.4892006537512075,0.589751501114257,0.410248498885743
