county,race,cand,mean,sd,ci_95_lower,ci_95_upper
001,vap_white,pre_24_dem_har,0.5772403494822638,0.011476255723047528,0.5541716484926067,0.5987952944922453
001,vap_white,pre_24_rep_tru,0.42275965051773623,0.01147625572304753,0.40120470550775467,0.44582835150739314
001,vap_black,pre_24_dem_har,0.9096487415116398,0.03125860372628175,0.8249091209266463,0.9527348763678705
001,vap_black,pre_24_rep_tru,0.09035125848836018,0.03125860372628175,0.047265123632129334,0.17509087907335363
001,vap_hisp,pre_24_dem_har,0.6711778889170558,0.036386206388606825,0.6121846793013745,0.7668387398441373
001,vap_hisp,pre_24_rep_tru,0.3288221110829442,0.036386206388606825,0.23316126015586264,0.38781532069862545
001,vap_asian,pre_24_dem_har,0.6334774629468979,0.13844617963605485,0.33193759718283716,0.8779388098042169
001,vap_asian,pre_24_rep_tru,0.36652253705310206,0.13844617963605485,0.12206119019578296,0.6680624028171628
001,vap_aian,pre_24_dem_har,0.4985194606812215,0.15476173930135861,0.1994933217190881,0.7723837463137152
001,vap_aian,pre_24_rep_tru,0.5014805393187786,0.15476173930135861,0.22761625368628488,0.8005066782809119
001,vap_oth_b,pre_24_dem_har,0.2875301767538564,0.11349616165353787,0.11993360238855089,0.5358939820365757
001,vap_oth_b,pre_24_rep_tru,0.7124698232461435,0.11349616165353787,0.4641060179634241,0.880066397611449
003,vap_white,pre_24_dem_har,0.516121609694233,0.00825774762185975,0.5006211124489874,0.5336186776139377
003,vap_white,pre_24_rep_tru,0.48387839030576696,0.00825774762185975,0.4663813223860623,0.49937888755101245
003,vap_black,pre_24_dem_har,0.9490770596709104,0.012815773359253463,0.9190186845934449,0.9688705337750082
003,vap_black,pre_24_rep_tru,0.05092294032908949,0.012815773359253463,0.03112946622499175,0.080981315406555
003,vap_hisp,pre_24_dem_har,0.738679155856986,0.022014277716176357,0.6988517771706004,0.7834629204955
003,vap_hisp,pre_24_rep_tru,0.26132084414301404,0.022014277716176357,0.21653707950449996,0.3011482228293995
003,vap_asian,pre_24_dem_har,0.8194709734973996,0.06376715193653994,0.6805324736926102,0.9202966311258934
003,vap_asian,pre_24_rep_tru,0.1805290265026004,0.06376715193653994,0.07970336887410662,0.3194675263073898
003,vap_aian,pre_24_dem_har,0.4812330414146011,0.15298351122928938,0.22936073376511396,0.8057581833257974
003,vap_aian,pre_24_rep_tru,0.5187669585853989,0.15298351122928938,0.1942418166742026,0.7706392662348861
003,vap_oth_b,pre_24_dem_har,0.7022710769281147,0.12826150290495875,0.3900199010194937,0.8929164395192195
003,vap_oth_b,pre_24_rep_tru,0.2977289230718853,0.12826150290495875,0.10708356048078049,0.6099800989805063
005,vap_white,pre_24_dem_har,0.47244214880071156,0.01230730792142277,0.44950796017282235,0.49623544185005497
005,vap_white,pre_24_rep_tru,0.5275578511992884,0.01230730792142277,0.5037645581499451,0.5504920398271778
005,vap_black,pre_24_dem_har,0.523348145436416,0.17448212961408313,0.20524053144543764,0.843983939843745
005,vap_black,pre_24_rep_tru,0.4766518545635839,0.17448212961408313,0.15601606015625483,0.794759468554562
005,vap_hisp,pre_24_dem_har,0.451746531806644,0.13618303452165867,0.18046541651632678,0.7107027410246354
005,vap_hisp,pre_24_rep_tru,0.548253468193356,0.1361830345216587,0.2892972589753645,0.8195345834836731
005,vap_asian,pre_24_dem_har,0.5077411544423758,0.17004739991319465,0.18579636854518625,0.8299272300606585
005,vap_asian,pre_24_rep_tru,0.4922588455576243,0.17004739991319465,0.1700727699393416,0.8142036314548137
