county,race,cand,mean,sd,ci_95_lower,ci_95_upper
001,vap_white,pre_24_dem_har,0.6403882361323877,0.01038833536553717,0.6204182846396493,0.6607323086166913
001,vap_white,pre_24_rep_tru,0.3596117638676123,0.01038833536553717,0.3392676913833088,0.37958171536035057
001,vap_black,pre_24_dem_har,0.4773067651300752,0.18365836239095018,0.13738250343299918,0.8335406934110072
001,vap_black,pre_24_rep_tru,0.5226932348699248,0.18365836239095018,0.16645930658899274,0.8626174965670008
001,vap_hisp,pre_24_dem_har,0.5095723108578031,0.17035072286689715,0.1827402456754463,0.8283505141790735
001,vap_hisp,pre_24_rep_tru,0.490427689142197,0.17035072286689715,0.17164948582092654,0.8172597543245538
001,vap_asian,pre_24_dem_har,0.5208846447236494,0.18149666705196088,0.17138260956329796,0.8453376933227216
001,vap_asian,pre_24_rep_tru,0.4791153552763507,0.18149666705196088,0.15466230667727848,0.8286173904367022
001,vap_aian,pre_24_dem_har,0.5165045904449005,0.19789662648600448,0.13934550278286836,0.8960949799773232
001,vap_aian,pre_24_rep_tru,0.4834954095550995,0.19789662648600448,0.10390502002267657,0.8606544972171315
001,vap_oth_b,pre_24_dem_har,0.48578075078663174,0.16762590787677983,0.17471537227670103,0.8050055385764974
001,vap_oth_b,pre_24_rep_tru,0.5142192492133684,0.16762590787677983,0.19499446142350263,0.825284627723299
003,vap_white,pre_24_dem_har,0.49863065177791693,0.012123238643845761,0.477312424310931,0.523191189246077
003,vap_white,pre_24_rep_tru,0.501369348222083,0.012123238643845761,0.4768088107539229,0.5226875756890689
003,vap_black,pre_24_dem_har,0.5264059651999192,0.15794581163520738,0.21117714376602667,0.784801065679471
003,vap_black,pre_24_rep_tru,0.4735940348000808,0.15794581163520738,0.21519893432052878,0.7888228562339731
003,vap_hisp,pre_24_dem_har,0.5464906282935781,0.1720882373270329,0.21349483268630795,0.8790290752653711
003,vap_hisp,pre_24_rep_tru,0.45350937170642186,0.1720882373270329,0.12097092473462878,0.786505167313692
