county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.sos_16_rep_esp,vap_white.sos_16_dem_oli,vap_black.sos_16_rep_esp,vap_black.sos_16_dem_oli,vap_hisp.sos_16_rep_esp,vap_hisp.sos_16_dem_oli,vap_oth.sos_16_rep_esp,vap_oth.sos_16_dem_oli,vap_white.uss_18_dem_hei,vap_white.uss_18_rep_ric,vap_black.uss_18_dem_hei,vap_black.uss_18_rep_ric,vap_hisp.uss_18_dem_hei,vap_hisp.uss_18_rep_ric,vap_oth.uss_18_dem_hei,vap_oth.uss_18_rep_ric,vap_white.gov_18_dem_luj,vap_white.gov_18_rep_pea,vap_black.gov_18_dem_luj,vap_black.gov_18_rep_pea,vap_hisp.gov_18_dem_luj,vap_hisp.gov_18_rep_pea,vap_oth.gov_18_dem_luj,vap_oth.gov_18_rep_pea,vap_white.atg_18_dem_bal,vap_white.atg_18_rep_hen,vap_black.atg_18_dem_bal,vap_black.atg_18_rep_hen,vap_hisp.atg_18_dem_bal,vap_hisp.atg_18_rep_hen,vap_oth.atg_18_dem_bal,vap_oth.atg_18_rep_hen,vap_white.sos_18_dem_tou,vap_white.sos_18_rep_cla,vap_black.sos_18_dem_tou,vap_black.sos_18_rep_cla,vap_hisp.sos_18_dem_tou,vap_hisp.sos_18_rep_cla,vap_oth.sos_18_dem_tou,vap_oth.sos_18_rep_cla,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_white.uss_20_dem_luj,vap_white.uss_20_rep_ron,vap_black.uss_20_dem_luj,vap_black.uss_20_rep_ron,vap_hisp.uss_20_dem_luj,vap_hisp.uss_20_rep_ron,vap_oth.uss_20_dem_luj,vap_oth.uss_20_rep_ron
Bernalillo County,35001000001,0.7768899477232958,0.22311005227670422,0.2551638559280642,0.7448361440719359,0.2886557429398761,0.7113442570601239,0.1642186103247861,0.8357813896752139,0.658274084854312,0.34172591514568795,0.2920896662453127,0.7079103337546873,0.29670293794236685,0.7032970620576332,0.21067136097375172,0.7893286390262483,0.35849457295052467,0.6415054270494753,0.8042479036898964,0.1957520963101036,0.7881640277612257,0.21183597223877426,0.8470718024625106,0.15292819753748943,0.26751955460995047,0.7324804453900495,0.7901631637041033,0.20983683629589664,0.7294356816290115,0.2705643183709885,0.8554776794829215,0.14452232051707847,0.42615045475402097,0.5738495452459791,0.7464876145862241,0.25351238541377585,0.7936686904079187,0.20633130959208135,0.8172846518310115,0.1827153481689885,0.32246171102767734,0.6775382889723227,0.7847948846988765,0.2152051153011235,0.7637058477457057,0.2362941522542943,0.8413549458112723,0.1586450541887277,0.36280324385783363,0.6371967561421663,0.7919193011621909,0.20808069883780914,0.6551865773645889,0.34481342263541115,0.8582072002050859,0.14179279979491408,0.2457539877437344,0.7542460122562656,0.8125324542917637,0.18746754570823634,0.6440963317413895,0.3559036682586105,0.8275252151577169,0.17247478484228307
Bernalillo County,35001000002,0.7242931673917407,0.2757068326082594,0.24584641456147452,0.7541535854385255,0.25056226307671053,0.7494377369232895,0.15280683740561904,0.8471931625943809,0.6437986852200489,0.35620131477995115,0.2838992931549256,0.7161007068450743,0.2703556870786836,0.7296443129213164,0.1986696956322782,0.8013303043677218,0.3698951458260005,0.6301048541739995,0.8105775438177762,0.18942245618222378,0.8058077262190899,0.19419227378091009,0.857203652632219,0.14279634736778105,0.30479673586676637,0.6952032641332336,0.7933562110450455,0.20664378895495447,0.7509588412906958,0.24904115870930418,0.8619216242640186,0.1380783757359814,0.45275555858559174,0.5472444414144083,0.7603960388758799,0.23960396112412014,0.8148312994836762,0.18516870051632386,0.8274556235987992,0.1725443764012008,0.3431481791662076,0.6568518208337925,0.7980793103273665,0.2019206896726335,0.7925882756672448,0.20741172433275523,0.8528280315111806,0.14717196848881944,0.41476483713617623,0.5852351628638237,0.802933472100926,0.19706652789907395,0.6968389909690099,0.3031610090309901,0.8680030992391674,0.13199690076083256,0.32522348463356027,0.6747765153664398,0.8264153400923938,0.17358465990760624,0.6888060078406922,0.31119399215930776,0.8405291399503542,0.15947086004964578
Bernalillo County,35001000003,0.7789201653867242,0.22107983461327585,0.2489934682347747,0.7510065317652252,0.2652209091658179,0.734779090834182,0.164928613370757,0.835071386629243,0.6738454621833608,0.3261545378166392,0.2870084661689855,0.7129915338310145,0.2771763077651983,0.7228236922348017,0.22311882187701368,0.7768811781229863,0.43857360084830516,0.5614263991516948,0.8052714313389696,0.19472856866103036,0.8128688904392314,0.18713110956076862,0.8556442561624865,0.1443557438375135,0.3300440114925397,0.6699559885074603,0.7964382692546995,0.20356173074530054,0.7543559751473284,0.2456440248526715,0.8573674937847936,0.14263250621520643,0.4806097214056125,0.5193902785943876,0.7660222955332725,0.23397770446672744,0.8136224512207108,0.18637754877928928,0.8120054280348558,0.1879945719651442,0.36284862468106227,0.6371513753189377,0.7879327992370396,0.2120672007629604,0.7901582791941528,0.20984172080584723,0.8467637023707127,0.1532362976292873,0.2931428576462212,0.7068571423537787,0.7877325018277617,0.21226749817223836,0.6644320571400144,0.33556794285998554,0.8310923500522212,0.1689076499477789,0.1985711990207737,0.8014288009792263,0.8181971267825576,0.1818028732174424,0.6427541588702229,0.35724584112977714,0.794354603702907,0.205645396297093
Bernalillo County,35001000004,0.49092515907799034,0.5090748409220096,0.2359704715498959,0.7640295284501041,0.24052521777320895,0.7594747822267911,0.14677632463544726,0.8532236753645528,0.45431104957061885,0.5456889504293811,0.28221369164259064,0.7177863083574094,0.25446638228111795,0.745533617718882,0.18824004618973822,0.8117599538102618,0.6229908277971865,0.37700917220281344,0.8227096226695431,0.1772903773304569,0.8266148805732505,0.17338511942674956,0.866494339548028,0.133505660451972,0.48686131376927444,0.5131386862307256,0.800168051768975,0.19983194823102496,0.7667427390965583,0.23325726090344168,0.8722565891162116,0.1277434108837884,0.6169041534860612,0.38309584651393885,0.7636083872668576,0.2363916127331424,0.8299709065586823,0.1700290934413177,0.839658636975156,0.16034136302484403,0.5762314373865246,0.42376856261347534,0.7966063478233082,0.20339365217669184,0.8104915836900574,0.1895084163099427,0.8678051052794628,0.13219489472053722,0.5889539888624605,0.4110460111375394,0.801011124690443,0.19898887530955706,0.7119963607998947,0.28800363920010535,0.8733622324030906,0.1266377675969093,0.506128175291799,0.49387182470820107,0.8241023836133535,0.17589761638664644,0.6969556179894948,0.3030443820105052,0.8417648941062988,0.15823510589370118
Bernalillo County,35001000005,0.5206944877297601,0.4793055122702396,0.2416562137996374,0.7583437862003626,0.23440422056988558,0.7655957794301145,0.14281329054327987,0.8571867094567202,0.43587999560356205,0.564120004396438,0.2816057501167526,0.7183942498832474,0.2472348426087276,0.7527651573912724,0.18227984989573429,0.8177201501042657,0.6379456125932418,0.362054387406758,0.8158824085008215,0.1841175914991785,0.8311986053175711,0.16880139468242888,0.866076858446633,0.13392314155336707,0.5234518045301775,0.4765481954698223,0.7985412841376636,0.20145871586233643,0.7762015212142499,0.22379847878575013,0.8696298775362217,0.13037012246377833,0.6353675017634062,0.36463249823659377,0.7701242728367776,0.22987572716322233,0.8359856572086398,0.16401434279136018,0.8396274570140101,0.1603725429859899,0.6058992050016315,0.3941007949983685,0.8010000692298817,0.1989999307701184,0.8174427623235667,0.18255723767643328,0.866113449685931,0.13388655031406907,0.6200953649227796,0.3799046350772204,0.7972736926887741,0.20272630731122585,0.7181557828074824,0.28184421719251757,0.8662171615435659,0.13378283845643407,0.5302817533901664,0.4697182466098334,0.8243505603884068,0.1756494396115932,0.7096512993070041,0.2903487006929959,0.8459863181079579,0.1540136818920421
Bernalillo County,35001000006,0.6911726265155731,0.3088273734844269,0.24269615154996368,0.7573038484500363,0.25499402287632045,0.7450059771236796,0.15423126703635687,0.8457687329636431,0.5917105443446592,0.4082894556553408,0.28605638874029055,0.7139436112597094,0.2785661921548063,0.7214338078451936,0.1966911167297638,0.8033088832702362,0.4662241939082604,0.5337758060917396,0.8168619943469219,0.1831380056530781,0.8113477632396967,0.18865223676030332,0.8683448234424527,0.1316551765575473,0.316668322483785,0.683331677516215,0.7931614146503188,0.20683858534968125,0.7433895979156264,0.25661040208437363,0.8580027847605167,0.14199721523948325,0.5250807338022849,0.4749192661977151,0.764851597029397,0.23514840297060302,0.8195898079592933,0.18041019204070677,0.8370274409788867,0.16297255902111327,0.3972673897248596,0.6027326102751405,0.7959435615500148,0.2040564384499852,0.7884264803284952,0.21157351967150484,0.8606104421904478,0.13938955780955217,0.5235072908609335,0.47649270913906655,0.8089822174634499,0.19101778253655008,0.7230248752990307,0.27697512470096924,0.874031384103749,0.12596861589625102,0.4241688667661686,0.5758311332338314,0.827619328345084,0.17238067165491594,0.6994981920462092,0.30050180795379083,0.8510475574624361,0.1489524425375639
Bernalillo County,35001000007,0.6895846569577366,0.31041534304226337,0.2435837019161289,0.7564162980838711,0.2554145218886179,0.7445854781113821,0.15569946046395325,0.8443005395360468,0.544662828361429,0.45533717163857107,0.27976571065074846,0.7202342893492516,0.2601045434222719,0.739895456577728,0.19079847250025145,0.8092015274997485,0.4893554974266174,0.5106445025733826,0.8155846467309622,0.18441535326903785,0.8160880127381047,0.18391198726189525,0.8638253606667331,0.1361746393332669,0.39367385752296896,0.606326142477031,0.8089169663884074,0.19108303361159262,0.7528564705898699,0.24714352941013007,0.8619782224828719,0.13802177751712805,0.5499645873767308,0.4500354126232692,0.7642864569361291,0.23571354306387093,0.82890622670401,0.17109377329599,0.8353477168829516,0.16465228311704835,0.4387008914360054,0.5612991085639946,0.7973892981599733,0.20261070184002666,0.7954711591732017,0.2045288408267983,0.8594940008590103,0.14050599914098974,0.5503859917463441,0.449614008253656,0.8017666955543333,0.19823330444566667,0.7270826586854273,0.2729173413145726,0.8758927036840093,0.12410729631599067,0.47859641555135907,0.5214035844486409,0.8341036908977897,0.16589630910221037,0.7147147744089748,0.28528522559102526,0.8490126045794423,0.15098739542055775
Bernalillo County,35001000008,0.5797043805364474,0.42029561946355265,0.24848699198731003,0.7515130080126897,0.23925864255472587,0.7607413574452742,0.14324303819767295,0.8567569618023271,0.45734568667199904,0.542654313328001,0.2768813411981801,0.7231186588018199,0.24132380301146533,0.7586761969885346,0.18385792590240577,0.8161420740975942,0.577114755714367,0.422885244285633,0.8186652809986424,0.18133471900135736,0.8275124593322075,0.17248754066779245,0.8643306300121099,0.1356693699878901,0.4715255667472399,0.5284744332527601,0.8034099520495942,0.19659004795040574,0.7713959038242317,0.22860409617576824,0.8718910039845071,0.12810899601549283,0.6573841928407816,0.3426158071592183,0.7686203269344428,0.23137967306555693,0.8408172112410373,0.15918278875896272,0.8425744634056587,0.15742553659434114,0.5467697255937274,0.4532302744062726,0.7982280618192427,0.2017719381807571,0.8165208236433542,0.1834791763566458,0.859518320024317,0.14048167997568292,0.45351017840993496,0.546489821590065,0.804668324650735,0.1953316753492648,0.6959624215221649,0.3040375784778351,0.86132975216603,0.13867024783396992,0.40155770787415834,0.5984422921258417,0.8266464782701543,0.17335352172984578,0.6943281313448599,0.30567186865514007,0.8451875051567719,0.15481249484322784
Bernalillo County,35001000009,0.726845617950238,0.2731543820497621,0.24453742879474027,0.7554625712052597,0.33369904671021516,0.6663009532897849,0.16403404018106887,0.8359659598189312,0.6056677723976127,0.39433222760238756,0.2811471207672468,0.7188528792327532,0.3189403382810742,0.6810596617189258,0.20314063845386932,0.7968593615461307,0.3935194330393846,0.6064805669606157,0.8111733631843584,0.18882663681564155,0.7438265197047587,0.25617348029524134,0.8490298649414282,0.1509701350585718,0.30703806628725255,0.6929619337127476,0.8001759110096527,0.19982408899034734,0.6912692403647784,0.3087307596352215,0.8528027574883197,0.14719724251168032,0.4695778101639886,0.5304221898360116,0.760768073546788,0.23923192645321198,0.7773838996370213,0.2226161003629788,0.8249163998745546,0.1750836001254455,0.3807637573714719,0.6192362426285283,0.8016608858137118,0.19833911418628825,0.752688024466213,0.24731197553378703,0.8520176050138784,0.14798239498612162,0.4026217611156252,0.597378238884375,0.8013589150591376,0.19864108494086236,0.6345595696580949,0.3654404303419051,0.8557559488373703,0.1442440511626297,0.30198724048385955,0.6980127595161407,0.8342027659305391,0.1657972340694609,0.6034960250261513,0.39650397497384876,0.8285686411395642,0.17143135886043578
Bernalillo County,35001000010,0.7221006514405932,0.2778993485594068,0.23852394178413144,0.7614760582158685,0.2558984495842166,0.7441015504157834,0.14758492654786776,0.8524150734521323,0.5999609971250957,0.40003900287490435,0.2852392082286468,0.7147607917713532,0.26868297173506844,0.7313170282649315,0.20526582621535186,0.7947341737846482,0.4370172093661585,0.5629827906338415,0.8120391964620066,0.18796080353799338,0.8144253101641774,0.18557468983582262,0.8649235000383386,0.13507649996166143,0.32263896038580836,0.6773610396141916,0.7969179939595024,0.20308200604049764,0.7474002236064508,0.2525997763935492,0.8564031513185755,0.14359684868142453,0.5330363444233199,0.46696365557668007,0.7635601192955667,0.23643988070443334,0.8223999873618052,0.17760001263819483,0.831109444324547,0.16889055567545294,0.44219326035287615,0.5578067396471239,0.7937220696856861,0.20627793031431382,0.801200594238338,0.198799405761662,0.8637774501588681,0.1362225498411319,0.4075501380497687,0.5924498619502313,0.8022066240945723,0.19779337590542767,0.6954349714816813,0.3045650285183187,0.8578590533572815,0.1421409466427185,0.306431290708143,0.693568709291857,0.8329856846357694,0.16701431536423064,0.6760154866888242,0.3239845133111758,0.8295243690813391,0.17047563091866094
Bernalillo County,35001000011,0.35837049296278606,0.6416295070372139,0.2375480433767325,0.7624519566232675,0.2244259248649963,0.7755740751350036,0.14197399862526783,0.8580260013747322,0.31158393126967987,0.6884160687303201,0.2718508388039606,0.7281491611960395,0.2291235507395754,0.7708764492604245,0.1816016621625449,0.8183983378374551,0.7505686849303376,0.2494313150696624,0.8091961466125088,0.1908038533874912,0.8496140748645566,0.1503859251354433,0.8739923439488038,0.12600765605119624,0.6550994906270099,0.3449005093729901,0.8032744844052793,0.1967255155947207,0.7874093768066834,0.21259062319331654,0.878154764474814,0.121845235525186,0.7536089232932089,0.24639107670679108,0.7721816084915171,0.22781839150848288,0.8528498398315327,0.14715016016846724,0.8501365244707082,0.14986347552929175,0.6799133768062453,0.32008662319375475,0.8025463681210996,0.19745363187890044,0.8229607889854934,0.17703921101450662,0.8657745879359225,0.13422541206407743,0.7040082566979962,0.29599174330200384,0.8082634733956049,0.19173652660439508,0.7386757006246618,0.2613242993753382,0.8762395001791551,0.12376049982084494,0.6593280406871853,0.34067195931281474,0.8296958490582991,0.17030415094170093,0.7247148467454176,0.2752851532545823,0.8513383348548197,0.14866166514518028
Bernalillo County,35001000012,0.44723988557388616,0.5527601144261138,0.24111414378323714,0.7588858562167629,0.22297989607150623,0.7770201039284937,0.14210042960318023,0.8578995703968197,0.36100699844349177,0.6389930015565083,0.2716041335232301,0.7283958664767699,0.22633816480293012,0.7736618351970699,0.17589934615105138,0.8241006538489486,0.685194600993644,0.3148053990063559,0.816774078161932,0.18322592183806802,0.8437199073775804,0.1562800926224196,0.8747229687591483,0.12527703124085168,0.5756552518422369,0.42434474815776313,0.7987431558305688,0.20125684416943126,0.790138717357278,0.20986128264272197,0.878777306837326,0.12122269316267394,0.6774718708294029,0.32252812917059714,0.7649388991689556,0.23506110083104437,0.8497764461263627,0.15022355387363726,0.8509174471265701,0.14908255287342984,0.6240965188644837,0.37590348113551625,0.7976648521441033,0.20233514785589662,0.8244458024932361,0.1755541975067639,0.8741868021972266,0.12581319780277345,0.6224338896166083,0.37756611038339166,0.8024480300988406,0.19755196990115942,0.7324366106491894,0.26756338935081053,0.871670325793946,0.128329674206054,0.5485258352088092,0.4514741647911909,0.8322740046943147,0.1677259953056853,0.7162775116448031,0.28372248835519687,0.8445701758125931,0.15542982418740695
Bernalillo County,35001000013,0.3961634607440167,0.6038365392559832,0.24330848869372165,0.7566915113062783,0.23119591213083573,0.7688040878691642,0.1382931799677493,0.8617068200322506,0.4167510355048298,0.5832489644951703,0.27448079573606526,0.7255192042639348,0.24673892873419,0.75326107126581,0.18485080287699038,0.8151491971230096,0.6728055102159887,0.3271944897840113,0.813777412466049,0.18622258753395082,0.8352569770678284,0.16474302293217163,0.8690225418076234,0.1309774581923766,0.6171428038661269,0.38285719613387315,0.8041240871186668,0.19587591288133324,0.7778904355929384,0.22210956440706164,0.8750091033629516,0.12499089663704849,0.66418587111171,0.33581412888829,0.7709576143968039,0.22904238560319617,0.8409331227417297,0.15906687725827026,0.8512064556356994,0.14879354436430053,0.646591234179451,0.3534087658205491,0.7983878055321865,0.20161219446781356,0.8178537439496454,0.18214625605035464,0.8736265039009767,0.12637349609902324,0.6209056139214703,0.37909438607852974,0.7980793255116134,0.20192067448838663,0.7219052004909706,0.2780947995090294,0.8686337347116364,0.13136626528836357,0.5473572897354793,0.45264271026452074,0.8245288370052907,0.17547116299470936,0.7075398179489703,0.29246018205102975,0.8517236911606378,0.14827630883936216
Bernalillo County,35001000014,0.6319911715403231,0.36800882845967686,0.24733014675156229,0.7526698532484377,0.2434376057265298,0.7565623942734704,0.14389590796998444,0.8561040920300156,0.5525509820488709,0.4474490179511291,0.28350901298592357,0.7164909870140764,0.25845782487784436,0.7415421751221558,0.19130857355965553,0.8086914264403445,0.5480647974393142,0.45193520256068576,0.81598206006878915,0.18401793993121085,0.8349538119056698,0.16504618809433041,0.8718823285465842,0.12811767145341577,0.4496625448935625,0.5503374551064375,0.7993894801415855,0.20061051985841447,0.778138265328234,0.22186173467176615,0.8720666752697631,0.12793332473023686,0.6069060452503505,0.3930939547496494,0.7617729831108544,0.2382270168891456,0.8464963211696618,0.1535036788303384,0.8451502015230206,0.1548497984769794,0.4936995991212675,0.5063004008787325,0.7962832624692184,0.20371673753078154,0.809664529682555,0.19033547031744524,0.8637351538593606,0.13626484614063936,0.5351490408855472,0.4648509591144529,0.8027370446751412,0.1972629553248588,0.7242472117643747,0.27575278823562555,0.8644344160275004,0.13556558397249968,0.45788785351203554,0.5421121464879645,0.83428409595091,0.16571590404909,0.7198915443168024,0.2801084556831978,0.848749271598577,0.15125072840142292
Bernalillo County,35001000015,0.6653712123278771,0.3346287876721229,0.24379615388722162,0.7562038461127784,0.24953651792693132,0.7504634820730687,0.14472899332741562,0.8552710066725844,0.5251352189195977,0.47486478108040225,0.27733350582377153,0.7226664941762284,0.25764768962578743,0.7423523103742126,0.18858217527479576,0.8114178247252042,0.4271417243012705,0.5728582756987295,0.8121274013800687,0.18787259861993139,0.8110365335384111,0.18896346646158893,0.8621539033700902,0.13784609662990982,0.3371044198455309,0.6628955801544691,0.7957549548013979,0.20424504519860212,0.7538255483916037,0.24617445160839632,0.8661284834093368,0.1338715165906632,0.527790243470448,0.472209756529552,0.7675827717764208,0.23241722822357924,0.8197411236813039,0.18025887631869608,0.8394213160759991,0.16057868392400085,0.4155032627144529,0.5844967372855471,0.7976297120560748,0.20237028794392514,0.7929689313558405,0.2070310686441596,0.8570778604930798,0.1429221395069202,0.4251934135718423,0.5748065864281577,0.7967285252450006,0.20327147475499946,0.6808935150467426,0.31910648495325744,0.8580819837284042,0.1419180162715958,0.3516872828786302,0.6483127171213697,0.8308302165327236,0.1691697834672764,0.68187137596259,0.31812862403741005,0.8405174307112478,0.15948256928875212
