county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_white.uss_16_dem_duc,vap_white.uss_16_rep_kir,vap_black.uss_16_dem_duc,vap_black.uss_16_rep_kir,vap_hisp.uss_16_dem_duc,vap_hisp.uss_16_rep_kir,vap_oth.uss_16_dem_duc,vap_oth.uss_16_rep_kir,vap_white.gov_18_dem_pri,vap_white.gov_18_rep_rau,vap_black.gov_18_dem_pri,vap_black.gov_18_rep_rau,vap_hisp.gov_18_dem_pri,vap_hisp.gov_18_rep_rau,vap_oth.gov_18_dem_pri,vap_oth.gov_18_rep_rau,vap_white.atg_18_dem_rao,vap_white.atg_18_rep_har,vap_black.atg_18_dem_rao,vap_black.atg_18_rep_har,vap_hisp.atg_18_dem_rao,vap_hisp.atg_18_rep_har,vap_oth.atg_18_dem_rao,vap_oth.atg_18_rep_har,vap_white.sos_18_dem_whi,vap_white.sos_18_rep_hel,vap_black.sos_18_dem_whi,vap_black.sos_18_rep_hel,vap_hisp.sos_18_dem_whi,vap_hisp.sos_18_rep_hel,vap_oth.sos_18_dem_whi,vap_oth.sos_18_rep_hel,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_white.uss_20_dem_dur,vap_white.uss_20_rep_cur,vap_black.uss_20_dem_dur,vap_black.uss_20_rep_cur,vap_hisp.uss_20_dem_dur,vap_hisp.uss_20_rep_cur,vap_oth.uss_20_dem_dur,vap_oth.uss_20_rep_cur
Adams County,17001001001,0.14532739989992283,0.8546726001000772,0.7643785229965776,0.23562147700342237,0.5709755491858379,0.4290244508141621,0.6413007750271319,0.35869922497286805,0.3884579426981967,0.6115420573018032,0.7474212324808273,0.25257876751917274,0.5073514426457343,0.49264855735426566,0.6050281084093877,0.3949718915906123,0.235645379344818,0.764354620655182,0.7640697750734537,0.23593022492654625,0.5625056018446101,0.43749439815538993,0.6286444048452452,0.37135559515475486,0.14100822511643496,0.858991774883565,0.7740501289014564,0.2259498710985436,0.558369135942343,0.44163086405765695,0.6860554050773527,0.31394459492264726,0.4224346032826628,0.5775653967173372,0.7399778655277035,0.2600221344722965,0.5342158543066393,0.4657841456933607,0.6035017510074964,0.3964982489925037,0.16213855725182255,0.8378614427481774,0.7780628773667324,0.2219371226332676,0.5198301002071624,0.4801698997928376,0.667261936449306,0.332738063550694,0.18408953213994136,0.8159104678600586,0.775717955996411,0.22428204400358895,0.5651555926054384,0.4348444073945616,0.6713482527625374,0.3286517472374626
Adams County,17001002001,0.14975231623680718,0.8502476837631928,0.7657835421546566,0.23421645784534345,0.5791613698147824,0.4208386301852175,0.6453776004460495,0.3546223995539505,0.3179245430254697,0.6820754569745303,0.7431490219124416,0.25685097808755836,0.5084002259626201,0.4915997740373798,0.600191207091689,0.39980879290831095,0.16730433593944263,0.8326956640605574,0.7845589907151862,0.21544100928481377,0.5638663226848065,0.4361336773151935,0.6160931508574424,0.3839068491425575,0.11877723457475504,0.8812227654252449,0.7811048217140714,0.2188951782859287,0.5496994337242946,0.45030056627570536,0.6904029480016974,0.3095970519983025,0.413952491873601,0.5860475081263989,0.7393907412861828,0.2606092587138172,0.5286396464360238,0.4713603535639762,0.59445426295233,0.4055457370476701,0.13243326214311069,0.8675667378568893,0.7719761451467091,0.22802385485329096,0.517786477032744,0.48221352296725595,0.6583924499599841,0.34160755004001586,0.14486688252706004,0.85513311747294,0.7833427820289672,0.21665721797103277,0.5664301740615816,0.4335698259384184,0.6676566153981577,0.33234338460184226
Adams County,17001003001,0.15244262469831923,0.8475573753016807,0.7713699734230169,0.2286300265769831,0.573367237215123,0.426632762784877,0.6498082472774042,0.35019175272259584,0.2976148568587075,0.7023851431412925,0.7414501409004002,0.2585498590995999,0.5051552855636517,0.4948447144363482,0.600025451612134,0.39997454838786595,0.15578033079940207,0.844219669200598,0.7658558300178199,0.2341441699821801,0.5578482668600584,0.4421517331399416,0.6260590700883473,0.3739409299116528,0.11130509232121416,0.8886949076787859,0.7747356017598847,0.22526439824011535,0.5524546022945068,0.4475453977054931,0.6838368476139746,0.3161631523860254,0.34878984100885013,0.6512101589911499,0.7371483216856624,0.2628516783143377,0.5243178577029913,0.4756821422970086,0.5953778427224515,0.4046221572775485,0.12495061329723142,0.8750493867027686,0.772977587686134,0.227022412313866,0.5168509534883334,0.4831490465116666,0.6619014071283574,0.33809859287164257,0.13918699610030574,0.8608130038996943,0.778086067508796,0.22191393249120395,0.5646712251289362,0.43532877487106375,0.6680852582744203,0.33191474172557967
Adams County,17001003002,0.0914301718464856,0.9085698281535144,0.7723024095793575,0.22769759042064247,0.5691047843868973,0.4308952156131028,0.6347363655006667,0.3652636344993333,0.27535115051210646,0.7246488494878935,0.7436444000420876,0.25635559995791235,0.5007627993417039,0.4992372006582962,0.6062929988309795,0.3937070011690204,0.12448081806872512,0.8755191819312749,0.7694324052002491,0.23056759479975092,0.557802108436468,0.4421978915635319,0.6167506427051069,0.38324935729489307,0.08228292699590609,0.917717073004094,0.7685984382478016,0.2314015617521984,0.546750767423693,0.45324923257630695,0.6824797188934812,0.3175202811065187,0.3240776188056033,0.6759223811943967,0.7430801473997969,0.2569198526002031,0.52505043172108945,0.4749495682789106,0.5871422929631765,0.41285770703682345,0.08802096501479752,0.9119790349852024,0.7783533127363627,0.2216466872636373,0.5224724208509373,0.47752757914906274,0.6520735811182232,0.3479264188817768,0.1046601922885521,0.8953398077114479,0.7855566046974657,0.2144433953025343,0.5607357986090518,0.43926420139094824,0.6538202377540905,0.34617976224590946
Adams County,17001004001,0.12192385841013426,0.8780761415898656,0.7594659064448263,0.24053409355517377,0.572692607787801,0.427307392212199,0.6422190299407105,0.3577809700592895,0.24584394735358975,0.7541560526464101,0.7453489576012972,0.25465104239870284,0.5042862893057714,0.4957137106942287,0.6046494554361279,0.3953505445638721,0.12775923269065417,0.8722407673093456,0.7779215511475379,0.22207844885246208,0.5564180916408834,0.4435819083591166,0.621680659994041,0.378319340005959,0.12066287308833336,0.8793371269116664,0.7731862972936071,0.2268137027063929,0.5520660423654052,0.4479339576345947,0.6896254955558077,0.3103745044441923,0.3502269019308834,0.6497730980691165,0.744460012041233,0.255539987958767,0.5237569614517079,0.476243038548292,0.5949964562642521,0.40500354373574793,0.12919296845529052,0.8708070315447093,0.7736394974184437,0.22636050258155632,0.5124533198887516,0.4875466801112483,0.6690383983089269,0.3309616016910732,0.16526420154222102,0.8347357984577788,0.7858608082569813,0.21413919174301865,0.5621113547189003,0.4378886452810997,0.6678847326029178,0.3321152673970822
Adams County,17001005001,0.15577834486464648,0.8442216551353535,0.7610096800880557,0.23899031991194428,0.5752393482272281,0.4247606517727719,0.6446611303019799,0.35533886969802014,0.3472383840998628,0.6527616159001371,0.7423108749296734,0.2576891250703266,0.5066122380417654,0.4933877619582347,0.6103169640067678,0.3896830359932322,0.15115970845471513,0.8488402915452848,0.7706842180894848,0.22931578191051516,0.5598595676513012,0.4401404323486988,0.6251429995058789,0.37485700049412113,0.1262200882669164,0.8737799117330836,0.772583118729251,0.22741688127074905,0.5523340919673728,0.4476659080326271,0.6858336423278181,0.314166357672182,0.3797972397730092,0.6202027602269908,0.7464314250439845,0.2535685749560155,0.5264866327174246,0.47351336728257537,0.5944137567793248,0.4055862432206752,0.13926038629814672,0.8607396137018533,0.7687241214461039,0.23127587855389609,0.521762357355715,0.478237642644285,0.6614743225232796,0.33852567747672035,0.14925326532334215,0.8507467346766578,0.7759631599373294,0.22403684006267055,0.5622489583878296,0.4377510416121704,0.6603714264976634,0.3396285735023365
Adams County,17001006001,0.16302136324430538,0.8369786367556946,0.7705488656216141,0.2294511343783859,0.5767895939193137,0.42321040608068633,0.6463125277658847,0.3536874722341154,0.37889550928734345,0.6211044907126565,0.742283970544608,0.2577160294553919,0.5037005322577357,0.4962994677422643,0.6064707244482475,0.3935292755517526,0.1879336840432186,0.8120663159567815,0.7700278237286435,0.22997217627135644,0.5601165346259759,0.43988346537402406,0.6271924717255477,0.3728075282744523,0.17654735923822748,0.8234526407617725,0.77264325316541,0.22735674683458995,0.5532909934727562,0.44670900652724377,0.6904514900264384,0.3095485099735617,0.4711211456536655,0.5288788543463345,0.7432759681382055,0.25672403186179454,0.5277137837669046,0.4722862162330954,0.5981017172636016,0.4018982827363983,0.1677375213192064,0.8322624786807936,0.7744294139422201,0.2255705860577799,0.519159224156425,0.48084077584357504,0.6619388221745088,0.3380611778254912,0.18373636302488705,0.816263636975113,0.780731054090312,0.21926894590968807,0.5593036357271848,0.4406963642728153,0.6679942623530071,0.3320057376469929
Adams County,17001007001,0.10934762663952809,0.8906523733604719,0.7658500965362401,0.2341499034637597,0.563513471325718,0.4364865286742819,0.647524776559007,0.352475223440993,0.30269064118472333,0.6973093588152767,0.7413968922306291,0.25860310776937095,0.504873291960761,0.495126708039239,0.606055851193161,0.393944148806839,0.12178489325645234,0.8782151067435476,0.7698062759868866,0.23019372401311344,0.5611523604457536,0.4388476395542464,0.6239463643933038,0.37605363560669625,0.08644410897657717,0.9135558910234228,0.7726915810692155,0.2273084189307845,0.543009388624711,0.45699061137528896,0.6808881300009777,0.31911186999902236,0.3445024434280694,0.6554975565719307,0.7481348513994721,0.2518651486005279,0.520707319129806,0.4792926808701941,0.5914636174303218,0.4085363825696782,0.11113538902396455,0.8888646109760354,0.7769529625634238,0.22304703743657617,0.5129243682150617,0.48707563178493835,0.6687688232609776,0.33123117673902236,0.11977856871253403,0.880221431287466,0.7750338334463438,0.22496616655365617,0.5654742042808377,0.4345257957191623,0.6626418369781392,0.3373581630218608
Adams County,17001007002,0.17269932344957745,0.8273006765504228,0.7671716307250558,0.2328283692749442,0.5775216869682358,0.42247831303176425,0.6476309593709458,0.35236904062905416,0.3912933325359353,0.6087066674640649,0.7369885500874915,0.26301144991250847,0.5113911799611078,0.4886088200388921,0.6143587865054876,0.3856412134945123,0.20853148924926124,0.791468510750739,0.7767789730579694,0.22322102694203064,0.5618207557827684,0.4381792442172317,0.6341426071087718,0.36585739289122815,0.18855125734603767,0.8114487426539625,0.7712592037043551,0.22874079629564492,0.5523028813393228,0.4476971186606772,0.6944610441368884,0.3055389558631117,0.41995613737562126,0.580043862624379,0.7500517055015475,0.2499482944984525,0.5256987127275881,0.4743012872724119,0.5917928083414847,0.4082071916585153,0.1380332263260184,0.8619667736739818,0.7784074688661321,0.22159253113386784,0.5229513563385735,0.4770486436614266,0.6592574857830441,0.34074251421695595,0.1798861119004498,0.8201138880995504,0.7788471834204671,0.22115281657953287,0.5616843001408508,0.43831569985914914,0.6710100609674948,0.3289899390325052
Adams County,17001008001,0.14691466715237178,0.8530853328476282,0.7593316337242391,0.24066836627576096,0.5700787259852508,0.4299212740147492,0.6454607744306227,0.35453922556937734,0.3399834932197304,0.6600165067802696,0.7444468802535313,0.25555311974646866,0.507250666629209,0.49274933337079097,0.6154223907249858,0.38457760927501417,0.13720057927151022,0.8627994207284898,0.7643821497307625,0.23561785026923748,0.5633814974748097,0.43661850252519024,0.6155447627743234,0.3844552372256767,0.11999547395900843,0.8800045260409916,0.7737456003327043,0.22625439966729569,0.5496786393535502,0.4503213606464498,0.6907394064349723,0.3092605935650276,0.37184163525245384,0.6281583647475462,0.7408451262738329,0.2591548737261671,0.5230696938040779,0.4769303061959221,0.5935386387174366,0.4064613612825633,0.13144524190531454,0.8685547580946854,0.7680775312297594,0.23192246877024056,0.5126748769192695,0.48732512308073056,0.6583410834293973,0.3416589165706027,0.1682213058996792,0.8317786941003208,0.789702250251548,0.21029774974845197,0.5633480113814667,0.4366519886185333,0.6654552453505208,0.3345447546494792
Adams County,17001009001,0.13267156860705,0.86732843139295,0.7686140903674942,0.23138590963250583,0.5739451282148074,0.42605487178519263,0.6397719580457437,0.3602280419542563,0.3081632067654877,0.6918367932345123,0.7462088803742819,0.25379111962571804,0.5048833296127433,0.49511667038725665,0.5898317674330973,0.4101682325669028,0.17543737042837107,0.824562629571629,0.7738115813423883,0.22618841865761177,0.5570868003290287,0.44291319967097126,0.6221054737017383,0.3778945262982617,0.1265373093953087,0.8734626906046913,0.7756918868855582,0.2243081131144418,0.551169391323975,0.448830608676025,0.6832249175066902,0.31677508249330977,0.3737131466132714,0.6262868533867286,0.7452149829877178,0.2547850170122822,0.5265951770421702,0.4734048229578299,0.5840750067225815,0.4159249932774185,0.13066903681852465,0.8693309631814754,0.7690186686757255,0.23098133132427445,0.5221985358191932,0.4778014641808068,0.6576853443763495,0.3423146556236505,0.15036584821394963,0.8496341517860504,0.7869686909767433,0.21303130902325673,0.5681900749761832,0.4318099250238168,0.6576755845243905,0.3423244154756095
