county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.uss_16_rep_blu,vap_white.uss_16_dem_kan,vap_black.uss_16_rep_blu,vap_black.uss_16_dem_kan,vap_hisp.uss_16_rep_blu,vap_hisp.uss_16_dem_kan,vap_oth.uss_16_rep_blu,vap_oth.uss_16_dem_kan,vap_white.gov_16_rep_gre,vap_white.gov_16_dem_kos,vap_black.gov_16_rep_gre,vap_black.gov_16_dem_kos,vap_hisp.gov_16_rep_gre,vap_hisp.gov_16_dem_kos,vap_oth.gov_16_rep_gre,vap_oth.gov_16_dem_kos,vap_white.atg_16_rep_haw,vap_white.atg_16_dem_hen,vap_black.atg_16_rep_haw,vap_black.atg_16_dem_hen,vap_hisp.atg_16_rep_haw,vap_hisp.atg_16_dem_hen,vap_oth.atg_16_rep_haw,vap_oth.atg_16_dem_hen,vap_white.sos_16_rep_ash,vap_white.sos_16_dem_smi,vap_black.sos_16_rep_ash,vap_black.sos_16_dem_smi,vap_hisp.sos_16_rep_ash,vap_hisp.sos_16_dem_smi,vap_oth.sos_16_rep_ash,vap_oth.sos_16_dem_smi,vap_white.uss_18_rep_haw,vap_white.uss_18_dem_mcc,vap_black.uss_18_rep_haw,vap_black.uss_18_dem_mcc,vap_hisp.uss_18_rep_haw,vap_hisp.uss_18_dem_mcc,vap_oth.uss_18_rep_haw,vap_oth.uss_18_dem_mcc,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_white.gov_20_rep_par,vap_white.gov_20_dem_gal,vap_black.gov_20_rep_par,vap_black.gov_20_dem_gal,vap_hisp.gov_20_rep_par,vap_hisp.gov_20_dem_gal,vap_oth.gov_20_rep_par,vap_oth.gov_20_dem_gal,vap_white.atg_20_rep_sch,vap_white.atg_20_dem_fin,vap_black.atg_20_rep_sch,vap_black.atg_20_dem_fin,vap_hisp.atg_20_rep_sch,vap_hisp.atg_20_dem_fin,vap_oth.atg_20_rep_sch,vap_oth.atg_20_dem_fin,vap_white.sos_20_rep_ash,vap_white.sos_20_dem_fal,vap_black.sos_20_rep_ash,vap_black.sos_20_dem_fal,vap_hisp.sos_20_rep_ash,vap_hisp.sos_20_dem_fal,vap_oth.sos_20_rep_ash,vap_oth.sos_20_dem_fal
Adair County,29001000002,0.8275319090927651,0.17246809090723486,0.47042370884980567,0.5295762911501943,0.4880630422444633,0.5119369577555367,0.491827642232498,0.508172357767502,0.7080105905986832,0.2919894094013168,0.4807217373740567,0.5192782626259432,0.5014608743511129,0.49853912564888714,0.49511068768443656,0.5048893123155634,0.6991336927331969,0.3008663072668031,0.47502438772393807,0.5249756122760619,0.49580020616919745,0.5041997938308025,0.470241428501788,0.529758571498212,0.7937668711444167,0.2062331288555833,0.4833080145341618,0.5166919854658382,0.4968361076550068,0.5031638923449931,0.48047567145160663,0.5195243285483934,0.7999366300152367,0.20006336998476323,0.47904452597938824,0.5209554740206117,0.4893956225783522,0.5106043774216478,0.4613042853482794,0.5386957146517206,0.7579659287237465,0.2420340712762535,0.4764979128321896,0.5235020871678104,0.5045155164629073,0.4954844835370927,0.47418983225682726,0.5258101677431728,0.8531120222500698,0.14688797774993023,0.44105203188998254,0.5589479681100175,0.4742400572438035,0.5257599427561965,0.4426261531438566,0.5573738468561433,0.8732308497123898,0.1267691502876101,0.4624409111952252,0.5375590888047748,0.47721532584798393,0.522784674152016,0.44275309635223825,0.5572469036477617,0.8760152413467038,0.12398475865329613,0.4641345438415605,0.5358654561584395,0.4863373406419677,0.5136626593580323,0.450968267725564,0.549031732274436,0.9268566531603244,0.0731433468396757,0.4635838563482261,0.5364161436517739,0.48012394000957503,0.519876059990425,0.4528074053474341,0.547192594652566
Adair County,29001000003,0.5167114311674005,0.4832885688325995,0.4621821516305723,0.5378178483694276,0.4848342780316622,0.5151657219683379,0.47092444440014297,0.529075555599857,0.45547968371100334,0.5445203162889967,0.4762248624855336,0.5237751375144664,0.5002712243101726,0.49972877568982743,0.4839654329566112,0.5160345670433888,0.4825302059294886,0.5174697940705114,0.47648525706137373,0.5235147429386262,0.4997501735517641,0.5002498264482359,0.45997707755929235,0.5400229224407077,0.5097712984482029,0.49022870155179704,0.4732252436132036,0.5267747563867964,0.49187372896730114,0.5081262710326988,0.4709808482424356,0.5290191517575644,0.5400874172934278,0.4599125827065722,0.46174957704575137,0.5382504229542486,0.4851442332695344,0.5148557667304656,0.45494175322956526,0.5450582467704347,0.43555793690255434,0.5644420630974457,0.47112259136090023,0.5288774086390997,0.4979563960163096,0.5020436039836904,0.4580825050763747,0.5419174949236253,0.5187915424631826,0.4812084575368174,0.43757678045033627,0.5624232195496638,0.4680563107860266,0.5319436892139734,0.41823830473329743,0.5817616952667025,0.5156897463085888,0.4843102536914113,0.4459360370779002,0.5540639629220998,0.4751089697048796,0.5248910302951204,0.4271981821987126,0.5728018178012875,0.5582108978253817,0.4417891021746183,0.44602499356906655,0.5539750064309334,0.48541088304472824,0.5145891169552718,0.43809842570465896,0.561901574295341,0.6219900553714013,0.3780099446285988,0.45331183625765864,0.5466881637423413,0.4826049600294808,0.5173950399705192,0.44138194538919245,0.5586180546108075
Adair County,29001000004,0.6558772781134923,0.34412272188650767,0.47769023383279874,0.5223097661672013,0.4899110122116684,0.5100889877883316,0.4811135733165351,0.518886426683465,0.5886138636164208,0.4113861363835792,0.47963675337038175,0.5203632466296182,0.5028322583578734,0.4971677416421266,0.4836122169238083,0.5163877830761917,0.6022077841229915,0.3977922158770086,0.4836072576062572,0.5163927423937428,0.4991770204106107,0.5008229795893893,0.4738309749316827,0.5261690250683173,0.6663871936104808,0.3336128063895192,0.4867000880247052,0.5132999119752948,0.49894392220133393,0.5010560777986661,0.4754944798570438,0.5245055201429563,0.6677884219186737,0.33221157808132623,0.4712142222233766,0.5287857777766234,0.49331744588809895,0.5066825541119011,0.46174427250110073,0.5382557274988993,0.5916741742122759,0.40832582578772414,0.4880780069591472,0.5119219930408528,0.5089758447307209,0.4910241552692791,0.46974413597314607,0.530255864026854,0.6475732463294693,0.35242675367053067,0.4481768566888465,0.5518231433111536,0.4658065505726092,0.5341934494273909,0.4263955415784216,0.5736044584215785,0.683924109029557,0.3160758909704429,0.4540787783787133,0.5459212216212868,0.4836205185770104,0.5163794814229896,0.4369107608015795,0.5630892391984206,0.6927741135190268,0.3072258864809731,0.4613128880823409,0.5386871119176591,0.4904097060320926,0.5095902939679073,0.4469695790992581,0.553030420900742,0.7468849121461666,0.25311508785383335,0.4600644965724732,0.5399355034275268,0.48921574023067455,0.5107842597693254,0.4469213867616161,0.5530786132383839
Adair County,29001000005,0.6629011993987601,0.33709880060123987,0.470621244620577,0.529378755379423,0.4869591694398824,0.5130408305601176,0.47642232834889986,0.5235776716511001,0.6010314248269057,0.39896857517309425,0.4935056404999861,0.5064943595000139,0.503094463569907,0.496905536430093,0.4890434725823984,0.5109565274176016,0.6211804494887755,0.3788195505112245,0.4832886437328359,0.516711356267164,0.4969751947234118,0.5030248052765883,0.47050970122312,0.52949029877688,0.702349295795593,0.297650704204407,0.4896562470057815,0.5103437529942185,0.5018306896004753,0.4981693103995248,0.4799096951252126,0.5200903048747875,0.6940177029955319,0.30598229700446816,0.48507951505302593,0.5149204849469741,0.4938015468075788,0.5061984531924212,0.45977338150162494,0.540226618498375,0.6047348865890665,0.3952651134109336,0.4842877469074718,0.5157122530925282,0.5095136783491018,0.49048632165089817,0.4640386301381913,0.5359613698618086,0.6228798458854256,0.3771201541145745,0.45004169442906056,0.5499583055709394,0.47048383103034225,0.5295161689696578,0.4398606211038869,0.5601393788961131,0.659192866959436,0.340807133040564,0.45629535825656736,0.5437046417434327,0.475340173248067,0.524659826751933,0.42993623025333033,0.5700637697466697,0.6758063690507349,0.3241936309492651,0.459540849010177,0.540459150989823,0.48249409380414177,0.5175059061958582,0.4468547964454143,0.5531452035545856,0.7280248463274672,0.2719751536725328,0.45827509583795256,0.5417249041620474,0.48584773885954513,0.5141522611404549,0.4435035331194878,0.5564964668805121
Adair County,29001000006,0.8108606539943839,0.1891393460056159,0.47688579364754297,0.523114206352457,0.489805914963013,0.5101940850369869,0.47817377832331986,0.5218262216766801,0.7160246430124646,0.2839753569875351,0.4838825292231801,0.5161174707768199,0.5064767047205674,0.4935232952794326,0.4895247157331261,0.5104752842668738,0.712321164152724,0.2876788358472761,0.486894448487342,0.513105551512658,0.501323622098139,0.4986763779018611,0.4818490161095795,0.5181509838904205,0.7797742910936363,0.22022570890636375,0.4801934520480777,0.5198065479519223,0.5064691306289896,0.4935308693710105,0.48318592142141686,0.5168140785785831,0.7752699139025573,0.22473008609744272,0.4849643760439665,0.5150356239560334,0.49841809683641,0.5015819031635901,0.4687190849276429,0.5312809150723571,0.7655902073399458,0.23440979266005424,0.4715952260639064,0.5284047739360936,0.503506504078877,0.49649349592112296,0.4723563200168784,0.5276436799831216,0.8588320326911065,0.1411679673088933,0.4494372594201595,0.5505627405798404,0.4778140407421588,0.5221859592578412,0.4375112773266968,0.5624887226733032,0.8781083316111151,0.12189166838888468,0.45546797075883183,0.5445320292411682,0.4820584835351263,0.5179415164648736,0.43782323864984585,0.5621767613501542,0.8903031158652147,0.10969688413478527,0.4532197050783859,0.5467802949216141,0.4835334643244153,0.5164665356755846,0.45514944408887426,0.5448505559111257,0.922832468707933,0.07716753129206678,0.4577103935090464,0.5422896064909536,0.48868301853415314,0.5113169814658469,0.4483409716887461,0.5516590283112539
Adair County,29001000007,0.7701787841500236,0.2298212158499764,0.4720775552857655,0.5279224447142346,0.4900939373343276,0.5099060626656724,0.4802660764805913,0.5197339235194087,0.6828103474334908,0.3171896525665092,0.4811802839623301,0.51881971603767,0.503443096241559,0.496556903758441,0.49866166023884656,0.5013383397611534,0.6975761215871819,0.30242387841281815,0.4777859659050957,0.5222140340949043,0.5056757800079182,0.49432421999208176,0.4779255912630869,0.522074408736913,0.7645881493265397,0.23541185067346032,0.4841355226662336,0.5158644773337664,0.4999292876133516,0.5000707123866484,0.4864049435714009,0.5135950564285992,0.7602468740235162,0.23975312597648377,0.4828213717921142,0.5171786282078858,0.4941512498793682,0.5058487501206318,0.4702067475031837,0.5297932524968164,0.7033093910875368,0.2966906089124633,0.4679878809944976,0.5320121190055024,0.5083033740666625,0.49169662593333763,0.4728089568886515,0.5271910431113485,0.7741875036020954,0.2258124963979046,0.4474680325080756,0.5525319674919243,0.47645536223490226,0.5235446377650977,0.42791009989653417,0.5720899001034658,0.7871675339408774,0.21283246605912265,0.4554475751450637,0.5445524248549363,0.4776893403214399,0.52231065967856,0.4394007814175855,0.5605992185824145,0.8084111424720682,0.1915888575279318,0.4592087491990004,0.5407912508009995,0.4801015029471346,0.5198984970528654,0.4530932741284231,0.546906725871577,0.838624923669394,0.16137507633060597,0.4623134916287462,0.5376865083712539,0.49616238638442994,0.5038376136155701,0.4474871733873279,0.5525128266126721
Adair County,29001000008,0.6072396894804415,0.3927603105195585,0.47121327478371183,0.5287867252162882,0.48764420374263506,0.5123557962573649,0.481259706762676,0.518740293237324,0.5779219697647971,0.4220780302352029,0.4835164678206563,0.5164835321793437,0.5076604674510977,0.4923395325489023,0.4920053936253684,0.5079946063746317,0.5955697835393606,0.4044302164606393,0.4708691104163161,0.5291308895836839,0.5010730431629405,0.49892695683705945,0.47163743530260266,0.5283625646973974,0.6331659463808363,0.36683405361916366,0.4790279961982003,0.5209720038017996,0.5020067796798839,0.49799322032011606,0.4773574659233215,0.5226425340766785,0.6752799292445296,0.3247200707554703,0.4811390102537881,0.518860989746212,0.4919887964964866,0.5080112035035135,0.45634504286320066,0.5436549571367993,0.5820735398739167,0.4179264601260832,0.4744442519250971,0.5255557480749028,0.5067564670854295,0.4932435329145704,0.46761585942120615,0.5323841405787938,0.6077176739006146,0.3922823260993854,0.4434644340506316,0.5565355659493684,0.4718511719654869,0.528148828034513,0.4250356215486822,0.5749643784513178,0.6299819690222036,0.37001803097779645,0.45692406117293066,0.5430759388270693,0.47850156516385495,0.5214984348361451,0.43362623448677745,0.5663737655132225,0.6702177869946869,0.32978221300531313,0.4584654597455149,0.5415345402544852,0.48543657994087297,0.514563420059127,0.4447820373017579,0.5552179626982421,0.7096745612011016,0.29032543879889844,0.45556698103132104,0.544433018968679,0.4892109523015999,0.5107890476984002,0.44425955156768576,0.5557404484323143
Adair County,29001000009,0.34883984768593185,0.6511601523140681,0.46207799279145206,0.5379220072085477,0.4804035496283745,0.5195964503716255,0.45822048301176765,0.5417795169882323,0.3188338471131076,0.6811661528868924,0.46658672790448485,0.5334132720955149,0.4944922090890752,0.5055077909109248,0.4647614465888627,0.5352385534111371,0.33840482357271445,0.6615951764272856,0.4620457528168834,0.5379542471831164,0.49300956016729014,0.5069904398327099,0.4441888252668973,0.5558111747331026,0.3909993966722826,0.6090006033277173,0.46634643955897154,0.5336535604410282,0.5009197121998854,0.4990802878001146,0.47030614751098027,0.5296938524890198,0.4460704729547803,0.5539295270452197,0.46581459752632787,0.534185402473672,0.4902924071449377,0.5097075928550623,0.44495470970826856,0.5550452902917312,0.30389283368561926,0.6961071663143807,0.46391022193044695,0.536089778069553,0.4997216999025435,0.5002783000974564,0.4438246958919045,0.5561753041080956,0.3011689332374377,0.6988310667625623,0.4402611924510041,0.5597388075489957,0.4706751606028291,0.5293248393971708,0.41124712394363105,0.588752876056369,0.31832166440128035,0.6816783355987197,0.45336648296390625,0.5466335170360935,0.4736733711292908,0.5263266288707092,0.4103825051686005,0.5896174948313996,0.35691191734810546,0.6430880826518945,0.4465648248049983,0.5534351751950016,0.4838953520626362,0.5161046479373638,0.42456559843167097,0.5754344015683288,0.3767694404728689,0.6232305595271311,0.45520676341258065,0.5447932365874191,0.4813839180145267,0.5186160819854734,0.4331824233547523,0.5668175766452475
Adair County,29001000010,0.6368291792447663,0.3631708207552338,0.4775166625765151,0.5224833374234849,0.4812938312198958,0.5187061687801042,0.4809425463220104,0.5190574536779895,0.544897214115395,0.4551027858846051,0.4810254887553146,0.5189745112446854,0.4989046845902103,0.5010953154097897,0.4956224589015379,0.5043775410984621,0.5673557441396819,0.4326442558603183,0.4714514066274902,0.5285485933725098,0.4959762885625953,0.5040237114374047,0.4648949615906365,0.5351050384093635,0.6211091548145994,0.3788908451854008,0.4772218356236158,0.5227781643763841,0.5014974225196054,0.4985025774803946,0.4737739061534878,0.5262260938465122,0.6408705268443338,0.3591294731556664,0.4787044070289734,0.5212955929710267,0.4908850092100806,0.5091149907899194,0.45656008852238567,0.5434399114776144,0.5382654594669163,0.46173454053308394,0.4760627133915482,0.5239372866084517,0.4994457013056945,0.5005542986943055,0.4706057388058897,0.5293942611941104,0.6156755333937636,0.38432446660623665,0.4424090142759533,0.5575909857240466,0.47412663355164153,0.5258733664483585,0.43474663601699526,0.5652533639830047,0.6150384537565927,0.3849615462434075,0.45030531205849333,0.5496946879415067,0.4756644049610627,0.5243355950389373,0.4412807556268904,0.5587192443731096,0.6244785246183909,0.37552147538160935,0.45033223180170145,0.5496677681982985,0.48633679034410776,0.5136632096558922,0.450494975654586,0.5495050243454139,0.6842471719749408,0.3157528280250594,0.4553205669463235,0.5446794330536765,0.47960434014501785,0.5203956598549822,0.4389377584911669,0.5610622415088331
Adair County,29001000011,0.21352922646056952,0.7864707735394304,0.4544883276953013,0.5455116723046988,0.472734504621334,0.527265495378666,0.442402929926709,0.557597070073291,0.2454391943134237,0.7545608056865762,0.4551886105233461,0.5448113894766539,0.4922435436956435,0.5077564563043565,0.4646754742547021,0.5353245257452979,0.2548400854321004,0.7451599145678995,0.4575967930308533,0.5424032069691467,0.48819081457810537,0.5118091854218947,0.4405243274230252,0.5594756725769747,0.2878315531606343,0.7121684468393658,0.4650417577587921,0.5349582422412079,0.49028927467767264,0.5097107253223273,0.4440309715455458,0.5559690284544542,0.3103512124828491,0.689648787517151,0.4659330159627925,0.5340669840372074,0.48030258882740984,0.5196974111725902,0.4412453589464162,0.5587546410535837,0.1677336139559242,0.8322663860440758,0.4493132390201708,0.5506867609798292,0.48929076875100547,0.5107092312489946,0.4209084790609514,0.5790915209390486,0.07685963012415116,0.9231403698758488,0.38991669442944166,0.6100833055705583,0.43924612913822875,0.5607538708617713,0.3421215200155301,0.6578784799844699,0.0865097796175953,0.9134902203824048,0.4045200567854153,0.5954799432145848,0.4482863500935277,0.5517136499064723,0.3653618418573708,0.6346381581426291,0.1279635032834076,0.8720364967165924,0.419435512362135,0.580564487637865,0.4694448358960287,0.5305551641039713,0.3994738998664199,0.6005261001335801,0.10619897848121394,0.893801021518786,0.42189591859623227,0.5781040814037677,0.463130755359111,0.5368692446408889,0.3905126014540043,0.6094873985459957
