county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_oth.pre_20_dem_bid
Acadia Parish,220010001-1,0.9810581708269458,0.01894182917305417,0.110768466384057,0.889231533615943,0.3193452413190322,0.6806547586809678,0.2494336584666097,0.7505663415333903,0.992692885428806,0.00730711457119392,0.1863504077928628,0.8136495922071372,0.4714613170388107,0.5285386829611892,0.3686722792595686,0.6313277207404314
Acadia Parish,220010001-2,0.9732173233923966,0.0267826766076034,0.05753973684665273,0.9424602631533472,0.3781979240336355,0.6218020759663645,0.2692026358384442,0.7307973641615557,0.9648872902053732,0.03511270979462663,0.07931978884722488,0.9206802111527752,0.4556880433902061,0.5443119566097939,0.3430729947654562,0.6569270052345437
Acadia Parish,220010001-3,0.9873817378395364,0.01261826216046355,0.2878527860358818,0.7121472139641182,0.4124100504160998,0.5875899495839002,0.3296521767686464,0.6703478232313536,0.9849006880482386,0.01509931195176141,0.1815545654593604,0.8184454345406396,0.4805244716843262,0.5194755283156738,0.4056850299646621,0.594314970035338
Acadia Parish,220010001-4,0.9857944134124452,0.0142055865875549,0.09470095459961728,0.9052990454003828,0.3903357881596025,0.6096642118403975,0.2867952240223897,0.7132047759776103,0.9848668206274594,0.0151331793725405,0.08621634810363021,0.9137836518963698,0.4587078137152734,0.5412921862847265,0.3645992625443667,0.6354007374556333
Acadia Parish,220010001-5,0.8705315223408611,0.12946847765913888,0.0907035533883899,0.90929644661161,0.3820768622943685,0.6179231377056316,0.2752808335581174,0.7247191664418826,0.8193091896762182,0.18069081032378173,0.11016393872576775,0.8898360612742322,0.4601248556507639,0.5398751443492361,0.3554319639220579,0.6445680360779421
Acadia Parish,220010001-6,0.4674319815331251,0.532568018466875,0.01947189089655031,0.9805281091034496,0.3600221991867522,0.6399778008132478,0.25296033985359984,0.7470396601464001,0.5266945357429657,0.47330546425703435,0.0210472917395717,0.9789527082604284,0.4407792046579667,0.5592207953420333,0.32223207738529436,0.6777679226147056
Acadia Parish,220010001-8,0.9818881051824644,0.0181118948175355,0.11521882812746292,0.8847811718725371,0.41215184493673224,0.5878481550632678,0.3090578368769273,0.6909421631230728,0.9781156993014812,0.02188430069851882,0.17425136744348887,0.8257486325565111,0.4906537192147954,0.5093462807852046,0.3935478725238374,0.6064521274761626
Acadia Parish,220010001-9,0.9927522148959128,0.00724778510408704,0.14729725229358703,0.8527027477064127,0.3989119950956756,0.6010880049043245,0.3098287814015785,0.6901712185984216,0.9898721954619852,0.01012780453801476,0.12884116077463875,0.871158839225361,0.46475328495228746,0.5352467150477125,0.3686334013254883,0.6313665986745115
Acadia Parish,220010002-1,0.9763502606177816,0.02364973938221856,0.10618685323234564,0.8938131467676543,0.3415104944178393,0.6584895055821607,0.26037455022554334,0.7396254497744567,0.995305121378709,0.00469487862129125,0.31385293216454585,0.6861470678354541,0.5378310644727254,0.4621689355272745,0.4375841926016974,0.5624158073983025
Acadia Parish,220010002-2,0.9881319084272558,0.01186809157274418,0.13544759385696675,0.8645524061430332,0.3488106642211387,0.6511893357788613,0.24998903333471503,0.750010966665285,0.9954450316307428,0.00455496836925704,0.17257072832741277,0.8274292716725872,0.4628655179845412,0.5371344820154589,0.36277114471432287,0.6372288552856771
Acadia Parish,220010002-3,0.9929436949012864,0.00705630509871349,0.2302933494976857,0.7697066505023143,0.4716432721416773,0.5283567278583228,0.3453573683034575,0.6546426316965425,0.9922667577929682,0.00773324220703174,0.23365302611193944,0.7663469738880606,0.5344423822939083,0.4655576177060918,0.4183021540375729,0.581697845962427
Acadia Parish,220010002-5,0.9864375558728238,0.0135624441271762,0.14126011411383094,0.8587398858861691,0.34516973420728764,0.6548302657927123,0.26175510164481197,0.738244898355188,0.9663338841868422,0.03366611581315785,0.1590960212690648,0.8409039787309351,0.42130284132095647,0.5786971586790436,0.33064617340583946,0.6693538265941605
