state,county,race,cand,mean,sd,ci_95_lower,ci_95_upper
AK,Aleutians East Borough,vap_oth,uss_20_rep_sul,0.7301076257059322,0.08833495516559572,0.5470087099615366,0.8850143736374005
AK,Aleutians East Borough,vap_oth,uss_20_dem_gro,0.26989237429406787,0.08833495516559572,0.11498562636259946,0.4529912900384634
AK,Aleutians West Census Area,vap_white,pre_16_rep_tru,0.4528405439579772,0.1620828403209566,0.12953242660369252,0.7553797804004441
AK,Aleutians West Census Area,vap_white,pre_16_dem_cli,0.547159456042023,0.1620828403209566,0.24462021959955568,0.8704675733963074
AK,Aleutians West Census Area,vap_black,pre_16_rep_tru,0.4902208670996128,0.2206315532997557,0.08200231206919481,0.9053002720178348
AK,Aleutians West Census Area,vap_black,pre_16_dem_cli,0.5097791329003875,0.2206315532997557,0.09469972798216508,0.9179976879308054
AK,Aleutians West Census Area,vap_hisp,pre_16_rep_tru,0.502340791392211,0.2077662920785097,0.11282486829542077,0.8872381392392025
AK,Aleutians West Census Area,vap_hisp,pre_16_dem_cli,0.4976592086077889,0.2077662920785097,0.11276186076079736,0.8871751317045788
AK,Aleutians West Census Area,vap_oth,pre_16_rep_tru,0.23689690895765775,0.06381089345552837,0.12417547337003364,0.369493903322388
AK,Aleutians West Census Area,vap_oth,pre_16_dem_cli,0.7631030910423421,0.06381089345552837,0.6305060966776118,0.8758245266299663
AK,Aleutians West Census Area,vap_white,uss_16_rep_mur,0.7144023963822433,0.14357940645194,0.42946017602478465,0.9756756993312902
AK,Aleutians West Census Area,vap_white,uss_16_dem_met,0.2855976036177566,0.14357940645194,0.02432430066870984,0.5705398239752155
AK,Aleutians West Census Area,vap_black,uss_16_rep_mur,0.5167790964953667,0.222227038799184,0.09722316581386324,0.9221616165728622
AK,Aleutians West Census Area,vap_black,uss_16_dem_met,0.4832209035046335,0.222227038799184,0.07783838342713763,0.9027768341861366
AK,Aleutians West Census Area,vap_hisp,uss_16_rep_mur,0.5112506028754731,0.2096705599428192,0.11895594156118702,0.8981853724866153
AK,Aleutians West Census Area,vap_hisp,uss_16_dem_met,0.48874939712452714,0.2096705599428192,0.10181462751338456,0.881044058438813
AK,Aleutians West Census Area,vap_oth,uss_16_rep_mur,0.8695399117889342,0.05820045300160898,0.7436529352730407,0.9691003458924264
AK,Aleutians West Census Area,vap_oth,uss_16_dem_met,0.1304600882110658,0.05820045300160898,0.03089965410757334,0.2563470647269594
AK,Aleutians West Census Area,vap_white,gov_18_rep_dun,0.544970753769863,0.17443820707845056,0.20176337084662424,0.8710181372815794
AK,Aleutians West Census Area,vap_white,gov_18_dem_beg,0.4550292462301369,0.17443820707845056,0.12898186271842085,0.7982366291533756
AK,Aleutians West Census Area,vap_black,gov_18_rep_dun,0.5163481069978484,0.23061615342039088,0.08281222777732651,0.941270478294676
AK,Aleutians West Census Area,vap_black,gov_18_dem_beg,0.4836518930021517,0.23061615342039088,0.05872952170532415,0.9171877722226734
AK,Aleutians West Census Area,vap_hisp,gov_18_rep_dun,0.5135900967782208,0.21032061573741673,0.1075737590384626,0.89704862084519
AK,Aleutians West Census Area,vap_hisp,gov_18_dem_beg,0.48640990322177935,0.21032061573741676,0.10295137915480998,0.8924262409615373
AK,Aleutians West Census Area,vap_oth,gov_18_rep_dun,0.24392697266425925,0.06603252466231328,0.12312855086747776,0.3761090447478666
AK,Aleutians West Census Area,vap_oth,gov_18_dem_beg,0.7560730273357407,0.06603252466231328,0.6238909552521333,0.8768714491325222
AK,Aleutians West Census Area,vap_white,pre_20_rep_tru,0.5309590116458285,0.17277895098418006,0.17870178666622968,0.8502776951368886
AK,Aleutians West Census Area,vap_white,pre_20_dem_bid,0.46904098835417185,0.17277895098418006,0.1497223048631114,0.8212982133337706
AK,Aleutians West Census Area,vap_black,pre_20_rep_tru,0.5079606796205764,0.2251750945992994,0.0872041759389979,0.92908226629365
AK,Aleutians West Census Area,vap_black,pre_20_dem_bid,0.49203932037942366,0.2251750945992994,0.07091773370635017,0.912795824061002
AK,Aleutians West Census Area,vap_hisp,pre_20_rep_tru,0.5292099803557976,0.20835752209178793,0.1248182206650838,0.9088688398635056
AK,Aleutians West Census Area,vap_hisp,pre_20_dem_bid,0.47079001964420264,0.20835752209178793,0.09113116013649455,0.8751817793349165
AK,Aleutians West Census Area,vap_oth,pre_20_rep_tru,0.2775084666604886,0.07190199662780986,0.14572012989931726,0.42207317823203816
AK,Aleutians West Census Area,vap_oth,pre_20_dem_bid,0.7224915333395115,0.07190199662780986,0.5779268217679615,0.8542798701006827
AK,Aleutians West Census Area,vap_white,uss_20_rep_sul,0.5754072188113817,0.17234372866978137,0.2310817605230389,0.8951278897514475
AK,Aleutians West Census Area,vap_white,uss_20_dem_gro,0.4245927811886184,0.17234372866978137,0.10487211024855234,0.7689182394769609
AK,Aleutians West Census Area,vap_black,uss_20_rep_sul,0.5063600943898939,0.22382776896982393,0.0904462485395374,0.9269793846950052
AK,Aleutians West Census Area,vap_black,uss_20_dem_gro,0.4936399056101062,0.22382776896982393,0.07302061530499496,0.9095537514604624
AK,Aleutians West Census Area,vap_hisp,uss_20_rep_sul,0.5091662297304563,0.207612411512166,0.11511177808605792,0.8937261097610314
AK,Aleutians West Census Area,vap_hisp,uss_20_dem_gro,0.4908337702695435,0.207612411512166,0.10627389023896831,0.884888221913942
AK,Aleutians West Census Area,vap_oth,uss_20_rep_sul,0.5044296564246419,0.07300038267659911,0.36374195527902525,0.6449763857273307
AK,Aleutians West Census Area,vap_oth,uss_20_dem_gro,0.49557034357535823,0.07300038267659911,0.355023614272669,0.6362580447209745
AK,Anchorage Municipality,vap_white,pre_16_rep_tru,0.6313369316435585,0.02222696908666168,0.5836865266901766,0.6711327805794676
AK,Anchorage Municipality,vap_white,pre_16_dem_cli,0.36866306835644136,0.02222696908666169,0.3288672194205322,0.4163134733098237
AK,Anchorage Municipality,vap_black,pre_16_rep_tru,0.5042085965193935,0.13958209881262387,0.23430942525350337,0.7727220456117391
AK,Anchorage Municipality,vap_black,pre_16_dem_cli,0.49579140348060646,0.13958209881262387,0.2272779543882607,0.7656905747464966
AK,Anchorage Municipality,vap_hisp,pre_16_rep_tru,0.6962594665852113,0.11689809976797422,0.4593255471115905,0.8861060222056655
AK,Anchorage Municipality,vap_hisp,pre_16_dem_cli,0.30374053341478857,0.11689809976797422,0.11389397779433436,0.5406744528884097
AK,Anchorage Municipality,vap_oth,pre_16_rep_tru,0.22009852357673385,0.05644980995682554,0.1209067474376014,0.33001035787528676
AK,Anchorage Municipality,vap_oth,pre_16_dem_cli,0.7799014764232663,0.05644980995682554,0.6699896421247133,0.8790932525623989
AK,Anchorage Municipality,vap_white,uss_16_rep_mur,0.9210099302464444,0.01383849658941547,0.8929610545627533,0.9466226169371608
AK,Anchorage Municipality,vap_white,uss_16_dem_met,0.07899006975355578,0.01383849658941547,0.05337738306283925,0.10703894543724672
AK,Anchorage Municipality,vap_black,uss_16_rep_mur,0.34535125163074504,0.12982822797996563,0.13114252811316562,0.6076649121048858
AK,Anchorage Municipality,vap_black,uss_16_dem_met,0.6546487483692549,0.12982822797996563,0.3923350878951141,0.8688574718868343
AK,Anchorage Municipality,vap_hisp,uss_16_rep_mur,0.4565158601485177,0.13893823599385002,0.21313008917530787,0.7400791087656198
