county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_white.gov_16_dem_car,vap_white.gov_16_rep_bon,vap_black.gov_16_dem_car,vap_black.gov_16_rep_bon,vap_hisp.gov_16_dem_car,vap_hisp.gov_16_rep_bon,vap_asian.gov_16_dem_car,vap_asian.gov_16_rep_bon,vap_aian.gov_16_dem_car,vap_aian.gov_16_rep_bon,vap_oth_b.gov_16_dem_car,vap_oth_b.gov_16_rep_bon,vap_white.uss_18_dem_car,vap_white.uss_18_rep_arl,vap_black.uss_18_dem_car,vap_black.uss_18_rep_arl,vap_hisp.uss_18_dem_car,vap_hisp.uss_18_rep_arl,vap_asian.uss_18_dem_car,vap_asian.uss_18_rep_arl,vap_aian.uss_18_dem_car,vap_aian.uss_18_rep_arl,vap_oth_b.uss_18_dem_car,vap_oth_b.uss_18_rep_arl,vap_white.atg_18_dem_jen,vap_white.atg_18_rep_pep,vap_black.atg_18_dem_jen,vap_black.atg_18_rep_pep,vap_hisp.atg_18_dem_jen,vap_hisp.atg_18_rep_pep,vap_asian.atg_18_dem_jen,vap_asian.atg_18_rep_pep,vap_aian.atg_18_dem_jen,vap_aian.atg_18_rep_pep,vap_oth_b.atg_18_dem_jen,vap_oth_b.atg_18_rep_pep,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_white.uss_20_dem_coo,vap_white.uss_20_rep_wit,vap_black.uss_20_dem_coo,vap_black.uss_20_rep_wit,vap_hisp.uss_20_dem_coo,vap_hisp.uss_20_rep_wit,vap_asian.uss_20_dem_coo,vap_asian.uss_20_rep_wit,vap_aian.uss_20_dem_coo,vap_aian.uss_20_rep_wit,vap_oth_b.uss_20_dem_coo,vap_oth_b.uss_20_rep_wit,vap_white.gov_20_dem_car,vap_white.gov_20_rep_mur,vap_black.gov_20_dem_car,vap_black.gov_20_rep_mur,vap_hisp.gov_20_dem_car,vap_hisp.gov_20_rep_mur,vap_asian.gov_20_dem_car,vap_asian.gov_20_rep_mur,vap_aian.gov_20_dem_car,vap_aian.gov_20_rep_mur,vap_oth_b.gov_20_dem_car,vap_oth_b.gov_20_rep_mur
New Castle County,10003003-16,0.47293771343522595,0.527062286564774,0.9938037288259918,0.006196271174008277,0.9454059443698437,0.05459405563015625,0.7140521840846907,0.28594781591530927,0.6467687689385053,0.3532312310614947,0.8583119980869811,0.14168800191301886,0.5281157860620896,0.4718842139379104,0.9907138518937082,0.009286148106291792,0.9432362679650499,0.05676373203495007,0.6511628302330282,0.34883716976697177,0.5413922177574658,0.4586077822425341,0.8409690400288607,0.1590309599711392,0.5693312104703144,0.43066878952968557,0.9922678811303058,0.007732118869694165,0.9518320774194466,0.048167922580553336,0.7719713249502917,0.22802867504970828,0.5750949569604108,0.42490504303958915,0.8395147786712007,0.1604852213287993,0.5944501410062462,0.4055498589937539,0.8683005800974891,0.13169941990251083,0.8085772817795118,0.1914227182204882,0.7319573875682116,0.26804261243178834,0.45059666704368634,0.5494033329563136,0.2979245384648032,0.7020754615351967,0.5434759763250384,0.4565240236749616,0.9928661670914223,0.007133832908577708,0.929149382258381,0.0708506177416191,0.7562954979801754,0.24370450201982463,0.49494262019114266,0.5050573798088573,0.8120416153596457,0.18795838464035428,0.5686419845975977,0.43135801540240226,0.9929319054393818,0.0070680945606181305,0.9444580999874299,0.055541900012570034,0.7764880113778803,0.22351198862211977,0.506978204831571,0.49302179516842903,0.7613934614424673,0.23860653855753272,0.5524614195488946,0.4475385804511054,0.9901954417156527,0.009804558284347353,0.92206070812979,0.07793929187020997,0.7746846785529037,0.22531532144709626,0.6055143213524395,0.39448567864756046,0.7691734088067784,0.23082659119322158
New Castle County,10003003-17,0.44966350333878613,0.5503364966612139,0.9639010784779785,0.036098921522021495,0.9146650544504717,0.08533494554952825,0.7140451354490613,0.2859548645509387,0.656176094546609,0.3438239054533911,0.8528952978903775,0.14710470210962243,0.5315257627509131,0.46847423724908693,0.9703885044502122,0.029611495549787866,0.9233109557179838,0.0766890442820162,0.6521507620382405,0.34784923796175954,0.5460198504060675,0.45398014959393246,0.8483429423609665,0.15165705763903348,0.5870191625548278,0.4129808374451722,0.9715077501924433,0.02849224980755666,0.9370202372636681,0.0629797627363319,0.7739232663730167,0.22607673362698327,0.5768304472312443,0.4231695527687557,0.8573820161551241,0.1426179838448759,0.6328060264016386,0.36719397359836137,0.9638462905842264,0.03615370941577354,0.8648763842915597,0.1351236157084404,0.7471838565438439,0.2528161434561559,0.4513789951340913,0.5486210048659087,0.3164702709790867,0.6835297290209134,0.532573130562057,0.4674268694379429,0.9758323097105842,0.024167690289415827,0.8914986784772346,0.1085013215227654,0.7661929850833156,0.2338070149166844,0.5008819329380759,0.49911806706192385,0.8125265240800227,0.1874734759199773,0.5640805174336344,0.43591948256636565,0.9703231575744421,0.02967684242555793,0.9159370254589191,0.08406297454108094,0.7801146315862341,0.21988536841376588,0.5012179422450748,0.49878205775492496,0.7685302183537059,0.231469781646294,0.5512817352868616,0.4487182647131384,0.9676016395754528,0.032398360424547204,0.9044876346021579,0.0955123653978421,0.7720014988533704,0.22799850114662934,0.6038913121031535,0.39610868789684645,0.783213149169868,0.216786850830132
New Castle County,10003003-18,0.48404909385018224,0.5159509061498175,0.961640896233483,0.038359103766516994,0.92218029010323,0.07781970989676998,0.7204899230484434,0.2795100769515566,0.6528277858725992,0.3471722141274006,0.8673929445754379,0.13260705542456208,0.5341619505670788,0.46583804943292095,0.9638319030483662,0.03616809695163382,0.9344380741534043,0.06556192584659568,0.6565419814528635,0.3434580185471365,0.5432062041090241,0.4567937958909757,0.8478105191573967,0.15218948084260328,0.637313694487317,0.362686305512683,0.9727199552628278,0.027280044737172177,0.9517211932720939,0.048278806727906035,0.7764247530750752,0.22357524692492475,0.5793665099425588,0.420633490057441,0.8483818549624426,0.15161814503755747,0.6530842307540359,0.34691576924596396,0.9493227852983245,0.05067721470167553,0.88537331407934,0.11462668592066001,0.7457301291705315,0.2542698708294685,0.45308366701630515,0.5469163329836949,0.325514641464315,0.674485358535685,0.5478497614589681,0.4521502385410317,0.9560341346966793,0.04396586530332068,0.8989963281277678,0.10100367187223226,0.7684439644795801,0.2315560355204199,0.4905802193763244,0.5094197806236755,0.8194598374409591,0.18054016255904087,0.5577497289428041,0.44225027105719567,0.9580458467573894,0.041954153242610606,0.9136244376308464,0.08637556236915354,0.7812075250124485,0.2187924749875515,0.5082570579344378,0.4917429420655623,0.7664266834048681,0.23357331659513192,0.577050145811646,0.4229498541883538,0.9511547892782146,0.048845210721785354,0.9076215123549974,0.09237848764500252,0.7712018161051911,0.22879818389480885,0.6050321624825081,0.3949678375174918,0.7887243682147691,0.21127563178523093
New Castle County,10003003-19,0.4757885882059373,0.5242114117940627,0.953767308319101,0.04623269168089911,0.9133106292006357,0.08668937079936434,0.7193914214883926,0.28060857851160736,0.6565668563717701,0.34343314362822985,0.8743203231465421,0.1256796768534579,0.5816560344282784,0.41834396557172165,0.9486005053558647,0.051399494644135055,0.9286261956432894,0.07137380435671055,0.6632440628643014,0.3367559371356986,0.5450796270146927,0.4549203729853073,0.8499284121780023,0.15007158782199773,0.5739440555209323,0.4260559444790677,0.9617996318410372,0.03820036815896251,0.9320231700329968,0.06797682996700319,0.7694315325243366,0.23056846747566342,0.5758784356245453,0.4241215643754547,0.8448215327601772,0.15517846723982281,0.6199125888022355,0.38008741119776446,0.926335684688358,0.0736643153116417,0.851909760072588,0.14809023992741194,0.7388992998212969,0.2611007001787031,0.450109869674557,0.549890130325443,0.3045824676491906,0.6954175323508094,0.5336016041471332,0.4663983958528668,0.9385941089662015,0.06140589103379842,0.8950764940654722,0.1049235059345278,0.7630576347942744,0.23694236520572567,0.49191490609370847,0.5080850939062915,0.8116451788649631,0.18835482113503688,0.5862241398527983,0.4137758601472017,0.949517667078312,0.050482332921688,0.9172049873196259,0.08279501268037417,0.7833127579920411,0.21668724200795889,0.5030597021441527,0.49694029785584726,0.7728647856300572,0.2271352143699428,0.5760917270538762,0.4239082729461238,0.9489938941081401,0.051006105891859985,0.9014592255783119,0.09854077442168807,0.7741514249048503,0.22584857509514963,0.6007891435102658,0.3992108564897342,0.7854796152882817,0.21452038471171833
New Castle County,10003003-21,0.4240216674197992,0.5759783325802006,0.9467988720569529,0.05320112794304706,0.9202151944227984,0.07978480557720155,0.7192396564467013,0.28076034355329865,0.6496494607192208,0.35035053928077897,0.8662250822069842,0.13377491779301576,0.4832571034499183,0.5167428965500814,0.9456796019785143,0.054320398021485715,0.9250348153301272,0.07496518466987284,0.6437409817154007,0.3562590182845993,0.5486870795138746,0.4513129204861254,0.8399813529327135,0.16001864706728655,0.49110056694866483,0.5088994330513351,0.9629583412394471,0.03704165876055289,0.923515065330395,0.07648493466960507,0.7663721350027675,0.23362786499723256,0.5761438749635744,0.4238561250364253,0.8425046045525109,0.15749539544748917,0.551550893459261,0.44844910654073905,0.9177494382616816,0.08225056173831838,0.8409563145967824,0.1590436854032176,0.7268276673685181,0.2731723326314819,0.445938337196784,0.554061662803216,0.3041536186872977,0.6958463813127023,0.49743184462017603,0.502568155379824,0.9446525057233528,0.05534749427664717,0.8937732057286882,0.10622679427131176,0.7588424653020237,0.2411575346979763,0.49786597721199277,0.5021340227880072,0.8132930678968932,0.18670693210310682,0.5310497047032869,0.46895029529671284,0.9465060968287942,0.053493903171205844,0.9126712696389855,0.08732873036101456,0.780227733946266,0.21977226605373407,0.5005145754623007,0.4994854245376993,0.7660276125812469,0.23397238741875315,0.5161924107157193,0.48380758928428075,0.9571564996554477,0.042843500344552365,0.8980608145527856,0.1019391854472144,0.7701204722529306,0.2298795277470694,0.6082441245462225,0.3917558754537776,0.7816773847673972,0.21832261523260277
New Castle County,10003003-22,0.44802178327952563,0.5519782167204742,0.9494433237261766,0.05055667627382342,0.9179200246467363,0.08207997535326368,0.7113679877108268,0.28863201228917323,0.6541368289618434,0.3458631710381565,0.8694933656280412,0.13050663437195878,0.491433426057488,0.5085665739425119,0.9475222985185817,0.052477701481418275,0.9243455096937826,0.07565449030621738,0.6225573185303104,0.3774426814696897,0.540034875224496,0.4599651247755038,0.8517588822609871,0.14824111773901272,0.5072344775899785,0.4927655224100215,0.9526184691404271,0.04738153085957283,0.9251151216457588,0.07488487835424115,0.7448145373097619,0.2551854626902382,0.579943277095632,0.4200567229043678,0.8481152205635568,0.15188477943644296,0.5510938941089899,0.44890610589101004,0.9246092866658163,0.07539071333418369,0.845594588275927,0.15440541172407302,0.70247112766994535,0.2975288723300547,0.4491697809148581,0.5508302190851418,0.30852539588003175,0.691474604119968,0.5469427266418434,0.45305727335815643,0.9477682727906944,0.0522317272093056,0.8888126608382335,0.11118733916176649,0.7711698110263728,0.22883018897362722,0.49776419447311016,0.5022358055268898,0.8136638015078181,0.18633619849218164,0.5937939825173403,0.40620601748265944,0.9508132987953252,0.04918670120467481,0.9224856523900775,0.07751434760992247,0.7916654658842427,0.20833453411575725,0.5110720928457246,0.4889279071542754,0.7710975128161294,0.22890248718387038,0.5640327856451073,0.4359672143548925,0.9416780498856383,0.058321950114361705,0.9051888759442213,0.09481112405577874,0.7804439847732431,0.21955601522675694,0.6052899824807265,0.39471001751927354,0.7830632253953776,0.2169367746046224
New Castle County,10003003-23,0.5619891738089889,0.43801082619101106,0.9403466537108941,0.05965334628910594,0.9223119053123594,0.07768809468764057,0.72780506577788,0.27219493422212004,0.6587064019328797,0.34129359806712034,0.8733454715534079,0.12665452844659203,0.5884141653965171,0.41158583460348286,0.9515244483935195,0.04847555160648057,0.9231533330069052,0.07684666699309478,0.6667703436104664,0.33322965638953356,0.5477649852747878,0.4522350147252122,0.8551885194636051,0.14481148053639495,0.6542227590069946,0.34577724099300544,0.957529613294719,0.04247038670528097,0.9329057193255677,0.06709428067443235,0.7833022041676926,0.2166977958323074,0.5818085552040558,0.41819144479594417,0.8511386953744063,0.1488613046255936,0.6755294332573194,0.32447056674268054,0.9299155961783341,0.07008440382166593,0.8513867889689064,0.14861321103109362,0.752699451768909,0.24730054823109107,0.44472208740115093,0.5552779125988491,0.3193874950310711,0.6806125049689289,0.6473816464594788,0.3526183535405212,0.951188922401963,0.048811077598036996,0.8919777756220186,0.10802222437798141,0.7743181941645237,0.22568180583547623,0.49653206256438426,0.5034679374356158,0.8228450354043716,0.17715496459562843,0.65472296580246,0.34527703419754,0.9585264044576518,0.04147359554234816,0.9191598162266501,0.0808401837733499,0.7937622705261896,0.20623772947381033,0.5075484878287261,0.4924515121712739,0.7862400836291132,0.2137599163708867,0.652549501037973,0.34745049896202695,0.9467733148063637,0.05322668519363631,0.8996507851212086,0.10034921487879148,0.7875791028384276,0.21242089716157242,0.605565313129479,0.39443468687052097,0.7933677045264539,0.2066322954735461
New Castle County,10003003-24,0.42981256142815,0.5701874385718501,0.9360404765718385,0.06395952342816143,0.9273003144198558,0.07269968558014422,0.7169901545811515,0.28300984541884855,0.6507900187882968,0.3492099812117032,0.8644951047788664,0.13550489522113357,0.4865173789264583,0.5134826210735417,0.9432736625051781,0.05672633749482194,0.9261136032055447,0.07388639679445531,0.650379441445709,0.3496205585542909,0.5460588154434571,0.4539411845565428,0.8516202483398201,0.14837975166017994,0.5171701694110327,0.48282983058896733,0.9514031365224851,0.048596863477514934,0.9199835010572163,0.08001649894278369,0.766529284774804,0.23347071522519605,0.5724261854309032,0.42757381456909677,0.8396228679650451,0.16037713203495485,0.5878196791812758,0.41218032081872424,0.9233777302850263,0.0766222697149736,0.842651834862104,0.15734816513789593,0.7345898514848495,0.26541014851515055,0.4553851203311098,0.5446148796688902,0.3052076999568085,0.6947923000431915,0.4843214922338816,0.5156785077661183,0.9419478267497329,0.05805217325026714,0.8831920277748563,0.11680797222514373,0.7599926702140897,0.24000732978591038,0.4948867311462045,0.5051132688537955,0.8106531004763644,0.1893468995236356,0.5102662229372324,0.48973377706276755,0.9433635743904711,0.056636425609528876,0.9111438343470434,0.08885616565295656,0.7714825621491829,0.2285174378508171,0.5008413771427813,0.4991586228572187,0.7617745813456877,0.2382254186543123,0.5178204797684549,0.4821795202315451,0.9379907654088656,0.06200923459113435,0.8975725663355838,0.1024274336644162,0.7674202614315319,0.23257973856846811,0.610264125680082,0.38973587431991796,0.7752129637650339,0.22478703623496613
New Castle County,10003003-25,0.591291746528697,0.408708253471303,0.9527920307586081,0.04720796924139198,0.9293340729114192,0.07066592708858074,0.8046014367589593,0.19539856324104066,0.6576384933166112,0.34236150668338883,0.871911854071161,0.12808814592883896,0.5932611142856298,0.40673888571437017,0.959932220673083,0.04006777932691701,0.9324492288783601,0.06755077112163983,0.745631646218211,0.254368353781789,0.5524782166711533,0.44752178332884673,0.8571486874952734,0.14285131250472655,0.6521221275588674,0.34787787244113255,0.9625678300267895,0.037432169973210555,0.9299278565563959,0.07007214344360412,0.8523390399565308,0.14766096004346915,0.5870451340101,0.4129548659899,0.853620017005675,0.14637998299432492,0.6788176357527206,0.3211823642472795,0.9366389299189044,0.06336107008109558,0.8601540356034343,0.13984596439656566,0.8260794376163617,0.17392056238363826,0.45723925074616484,0.5427607492538352,0.32111829414910054,0.6788817058508995,0.6656228174197713,0.3343771825802288,0.9658567113950906,0.03414328860490941,0.90097400103899,0.09902599896101001,0.8559676026909773,0.14403239730902276,0.49839035684460964,0.5016096431553904,0.8240618901133149,0.17593810988668512,0.668015118240402,0.3319848817595979,0.9526018581887903,0.04739814181120978,0.923141610540867,0.07685838945913305,0.867317212980108,0.132682787019892,0.5038640592311934,0.49613594076880657,0.7863357348683991,0.21366426513160086,0.6712017274896421,0.32879827251035787,0.9577222289552707,0.04227777104472931,0.9145318792297127,0.08546812077028726,0.8653950951989904,0.1346049048010096,0.6114044472609221,0.3885955527390779,0.7994738342137926,0.2005261657862074
New Castle County,10003003-26,0.4759817613054628,0.5240182386945372,0.9540291994502719,0.04597080054972812,0.9208362212737703,0.07916377872622976,0.7206079523490274,0.27939204765097264,0.6523946952234292,0.3476053047765708,0.8572590313149583,0.14274096868504174,0.5371616516712838,0.4628383483287161,0.9569715867641808,0.04302841323581896,0.9270796809709428,0.07292031902905721,0.6652321610510545,0.33476783894894546,0.5476263499017492,0.4523736500982508,0.8502246426382689,0.1497753573617311,0.5616804972968836,0.43831950270311637,0.9588440051711694,0.04115599482883032,0.9201454794769304,0.07985452052306964,0.7787581058140126,0.22124189418598736,0.5797133335603831,0.4202866664396169,0.8480410989426492,0.15195890105735077,0.5949712105582221,0.4050287894417779,0.9339336642775565,0.06606633572244341,0.84979279388303,0.15020720611696997,0.7429342788504906,0.25706572114950943,0.4520493590275044,0.5479506409724956,0.30208751503950426,0.6979124849604957,0.5074124962726649,0.49258750372733506,0.9445345056153525,0.055465494384647276,0.8870180582471898,0.11298194175281014,0.7397925235991785,0.2602074764008215,0.49579438408974263,0.5042056159102574,0.8095300742321955,0.19046992576780455,0.5259977871484067,0.4740022128515933,0.9483431318276904,0.05165686817230959,0.9124794263935081,0.08752057360649189,0.7652658663658715,0.23473413363412854,0.497213308102577,0.502786691897423,0.7712039921006542,0.22879600789934584,0.522330263056616,0.47766973694338394,0.9542866316403961,0.045713368359603906,0.8935230646329203,0.10647693536707967,0.7615422171410441,0.23845778285895589,0.6082207586593483,0.3917792413406517,0.7734852100429292,0.22651478995707078
New Castle County,10003003-27,0.46553572839944374,0.5344642716005562,0.9524300104650383,0.047569989534961686,0.9111938452683652,0.08880615473163472,0.7065661136030755,0.29343388639692447,0.6520929132343068,0.34790708676569315,0.8651673283037036,0.13483267169629642,0.5146484251063824,0.48535157489361763,0.9601225162366802,0.039877483763319836,0.9173746906460357,0.08262530935396425,0.6508621886020599,0.3491378113979401,0.5457331499313501,0.45426685006864986,0.8395375951734548,0.1604624048265451,0.6050413909965484,0.39495860900345164,0.9686944697799649,0.03130553022003506,0.9289313463270399,0.07106865367296014,0.7784202942309673,0.2215797057690328,0.5793304571793872,0.4206695428206128,0.8535612746793443,0.1464387253206557,0.6275864002314059,0.3724135997685941,0.9407925964780196,0.059207403521980256,0.8546247537134122,0.14537524628658782,0.744044415004989,0.25595558499501103,0.4528520881599696,0.5471479118400304,0.31367479744482385,0.6863252025551762,0.57048063466556,0.42951936533444,0.9724392741812703,0.027560725818729478,0.8958289784115278,0.1041710215884722,0.7717675134835615,0.2282324865164385,0.49357563835144114,0.5064243616485589,0.8136283378553468,0.1863716621446532,0.5958226207356664,0.40417737926433367,0.9653393060524249,0.03466069394757502,0.9103969326116123,0.08960306738838773,0.7819367506737895,0.21806324932621046,0.5037683896651146,0.49623161033488533,0.772186090277304,0.22781390972269597,0.584437600721786,0.415562399278214,0.9679133272595667,0.032086672740433246,0.9014524274574967,0.0985475725425033,0.7809818091387546,0.21901819086124538,0.6043133571922688,0.39568664280773125,0.7903559520899488,0.20964404791005117
New Castle County,10003004-01,0.6950925976451655,0.3049074023548345,0.9969760970676778,0.003023902932322202,0.9611955684250639,0.038804431574936106,0.7383419470995369,0.26165805290046307,0.6651850976207496,0.3348149023792504,0.9342409133328542,0.06575908666714585,0.6852880406002361,0.31471195939976393,0.9970433174060414,0.002956682593958613,0.9601752527210278,0.039824747278972276,0.6813633490129242,0.31863665098707583,0.5509404224749115,0.4490595775250885,0.92127806183838,0.07872193816161999,0.7244621248951071,0.2755378751048929,0.9967631273056737,0.003236872694326308,0.9622021056758208,0.037797894324179286,0.787576707156008,0.21242329284399195,0.5980772518683348,0.4019227481316652,0.9170142386046918,0.08298576139530828,0.5790344687496349,0.420965531250365,0.9631085083223282,0.03689149167767184,0.8332722186722078,0.16672778132779223,0.7373087482285442,0.26269125177145586,0.4507670968243664,0.5492329031756337,0.27669027060573775,0.7233097293942622,0.6521309224918347,0.3478690775081653,0.9954445282622915,0.004555471737708541,0.929708929820793,0.07029107017920697,0.7774090768085542,0.22259092319144574,0.5071593057066418,0.4928406942933582,0.8733222464268663,0.12667775357313374,0.67908376631353,0.32091623368647,0.9959005817830602,0.004099418216939842,0.9484904378222706,0.05150956217772945,0.7917411435418436,0.20825885645815642,0.5157284395815893,0.4842715604184107,0.8523041082664599,0.14769589173354009,0.6750208593561708,0.32497914064382916,0.9957444475766682,0.004255552423331716,0.9380013064863761,0.061998693513623825,0.7841094378582336,0.2158905621417664,0.6091022965922808,0.3908977034077193,0.8598608932168454,0.1401391067831546
New Castle County,10003004-02,0.6435645258549135,0.35643547414508653,0.9542782395294909,0.04572176047050914,0.9272369603680132,0.07276303963198687,0.7314811214841168,0.2685188785158832,0.6533762961108515,0.34662370388914854,0.8657612115534133,0.13423878844658663,0.6340168453234319,0.3659831546765681,0.9525669303241538,0.047433069675846186,0.9302855980336652,0.0697144019663348,0.6764665339044644,0.32353346609553557,0.5465760108993689,0.4534239891006311,0.8513086800815033,0.14869131991849677,0.7050508818932444,0.29494911810675567,0.9576840245390726,0.04231597546092738,0.9310509839955377,0.0689490160044623,0.7881049928218796,0.21189500717812035,0.5803145125454455,0.41968548745455453,0.8471725169353564,0.15282748306464358,0.6912101099969018,0.3087898900030982,0.93290124379649,0.06709875620350998,0.8615423234810915,0.13845767651890845,0.7527997049636337,0.24720029503636634,0.45422973298091224,0.5457702670190878,0.3115974859593224,0.6884025140406775,0.7120193953134984,0.2879806046865016,0.9536677027122105,0.04633229728778955,0.906988589416555,0.09301141058344498,0.7906542491480592,0.2093457508519409,0.4944993823039151,0.5055006176960849,0.8150551698131135,0.1849448301868864,0.7112318111448692,0.28876818885513084,0.9539595045225107,0.04604049547748938,0.9341956140195742,0.06580438598042587,0.7946884088845175,0.20531159111548253,0.5045550872488788,0.4954449127511213,0.773922563126063,0.22607743687393697,0.7002015589928345,0.2997984410071655,0.9497112845971762,0.050288715402823765,0.9155299985021543,0.08447000149784564,0.7907519113664851,0.2092480886335149,0.6039610533031649,0.3960389466968351,0.788866722449302,0.21113327755069797
New Castle County,10003004-03,0.6480224922451074,0.3519775077548926,0.9970586244880422,0.002941375511957885,0.9765705514864002,0.02342944851359986,0.7682256830381763,0.23177431696182374,0.6553927127584667,0.3446072872415334,0.9343129207028988,0.06568707929710119,0.6402773602830759,0.35972263971692414,0.9963618474307119,0.0036381525692881483,0.9757241556363205,0.024275844363679487,0.7058609355097306,0.29413906449026933,0.5495168451112946,0.45048315488870544,0.9297534419698594,0.07024655803014053,0.6068516523773804,0.39314834762261963,0.9930201757174313,0.006979824282568699,0.9611695144078579,0.038830485592142125,0.7756669921391247,0.22433300786087534,0.5817498178527619,0.4182501821472381,0.8800448027782338,0.11995519722176617,0.592607314481336,0.40739268551866403,0.9658501965046686,0.03414980349533141,0.8485477159201362,0.1514522840798638,0.7375204605186096,0.2624795394813903,0.4516629771637159,0.5483370228362842,0.2870537772371488,0.7129462227628512,0.5819983922629562,0.41800160773704376,0.99267214512315,0.0073278548768499485,0.9407801838471951,0.059219816152804874,0.7751651015366491,0.22483489846335095,0.49572518940304744,0.5042748105969526,0.8536881667350216,0.14631183326497837,0.6139511745686345,0.3860488254313655,0.9957816720154938,0.004218327984506243,0.9627734046149897,0.037226595385010275,0.793525331635266,0.20647466836473402,0.5056131980644865,0.49438680193551354,0.8251985981842991,0.1748014018157009,0.6195257892045242,0.3804742107954758,0.9952216958090714,0.004778304190928654,0.9510920465297946,0.048907953470205365,0.7900013064550419,0.20999869354495818,0.6003396527847213,0.39966034721527866,0.8487337891852491,0.15126621081475086
New Castle County,10003004-04,0.6931471782184752,0.3068528217815249,0.9786802861221688,0.021319713877831156,0.9331889724827276,0.06681102751727237,0.7342643434627163,0.26573565653728365,0.6534389924042283,0.34656100759577163,0.8833294408691766,0.1166705591308234,0.6869590006207891,0.3130409993792109,0.9803493570026476,0.01965064299735248,0.9321790658730161,0.06782093412698388,0.6793634844598179,0.32063651554018213,0.5474376091079823,0.45256239089201766,0.8769554038576894,0.12304459614231054,0.7658546673287023,0.23414533267129767,0.9810568349657477,0.01894316503425224,0.9410175444838825,0.0589824555161175,0.7907380960177534,0.20926190398224667,0.5797650177513517,0.42023498224864836,0.8716474079511225,0.12835259204887747,0.7976069268948074,0.20239307310519258,0.9721701687314027,0.027829831268597234,0.8795062948615636,0.12049370513843644,0.7714977945837136,0.22850220541628638,0.4549452173682596,0.5450547826317403,0.3765320514206518,0.6234679485793482,0.7674333751545805,0.23256662484541948,0.9835840667303465,0.016415933269653512,0.9123469658685825,0.08765303413141748,0.7895265742413154,0.21047342575868455,0.4977676409699193,0.5022323590300807,0.8486117890521455,0.15138821094785448,0.782222132340289,0.21777786765971097,0.9858197437306699,0.014180256269330057,0.9374604110903857,0.06253958890961434,0.8072654694114207,0.19273453058857926,0.5015728845146161,0.49842711548538393,0.8135968583878166,0.18640314161218335,0.7567163265876375,0.24328367341236246,0.9790492411440374,0.020950758855962693,0.9197694046174206,0.08023059538257943,0.8003564952617694,0.19964350473823056,0.6146354456989119,0.38536455430108807,0.8248788097046308,0.17512119029536924
New Castle County,10003004-05,0.6014662698168172,0.3985337301831828,0.9855348438941199,0.014465156105880112,0.9446687242150384,0.05533127578496154,0.7406515732613956,0.25934842673860437,0.6544722689108848,0.34552773108911516,0.8851069130846745,0.11489308691532552,0.6176132324660742,0.38238676753392575,0.9885296317324116,0.01147036826758844,0.9449605613696773,0.05503943863032269,0.6793748581867891,0.3206251418132109,0.5479407763775098,0.4520592236224902,0.8768792844360135,0.1231207155639865,0.7073972926109364,0.2926027073890636,0.9918838405482728,0.00811615945172714,0.9536931678321982,0.04630683216780185,0.8003917906708118,0.19960820932918827,0.5827427073053519,0.4172572926946481,0.8703929633110887,0.12960703668891133,0.6579892858867373,0.3420107141132627,0.971884077328041,0.028115922671958903,0.8796659205694437,0.12033407943055634,0.7467396656585368,0.2532603343414632,0.4566812964454481,0.5433187035545519,0.32582431611319085,0.6741756838868092,0.6576740042454919,0.342325995754508,0.9880022029026914,0.011997797097308627,0.9245329142299578,0.0754670857700422,0.7913974380615864,0.20860256193841367,0.49710842819096723,0.5028915718090328,0.8416068774838176,0.15839312251618237,0.6631399118917328,0.3368600881082672,0.9869885688752246,0.013011431124775456,0.9462030991360167,0.05379690086398325,0.8038623806722361,0.1961376193277638,0.5081283574091118,0.4918716425908883,0.7916919367032595,0.20830806329674045,0.6537764393390781,0.34622356066092186,0.9878284251355763,0.012171574864423624,0.93338840322016,0.06661159677983994,0.7945528111361607,0.2054471888638393,0.6050513836828507,0.39494861631714934,0.8062451511046906,0.19375484889530942
