county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid
Tangipahoa Parish,2210500072A,0.9720195756994437,0.02798042430055623,0.047535147328931576,0.9524648526710684,0.43266597955962727,0.5673340204403725,0.4785350288253482,0.5214649711746517,0.45984446800763945,0.5401555319923605,0.2314280575621104,0.7685719424378894,0.9588644165426542,0.04113558345734581,0.04301426832714897,0.9569857316728511,0.41868312837277333,0.5813168716272267,0.3637196907625866,0.6362803092374134,0.46185706924767483,0.5381429307523251,0.32726115847560433,0.6727388415243957
Tangipahoa Parish,2210500104A,0.9201889313573479,0.07981106864265208,0.056605691889763214,0.9433943081102368,0.4711764100657825,0.5288235899342175,0.49331754975996683,0.5066824502400331,0.45976045238708196,0.540239547612918,0.2563368225001688,0.7436631774998312,0.8142149292878552,0.18578507071214473,0.06046877007418305,0.939531229925817,0.47693071550725114,0.5230692844927488,0.38729824324944234,0.6127017567505577,0.4667866755676355,0.5332133244323646,0.36428376981201577,0.6357162301879843
Tangipahoa Parish,2210500106A,0.8479789885702267,0.15202101142977328,0.09015074021653492,0.9098492597834651,0.48325324278736514,0.5167467572126349,0.49252204336374394,0.5074779566362561,0.45364730465744074,0.5463526953425593,0.2518892199971331,0.7481107800028669,0.872368632670485,0.12763136732951494,0.07260236232527739,0.9273976376747226,0.4790333308738309,0.5209666691261691,0.38619484293763445,0.6138051570623656,0.46644939695819065,0.5335506030418091,0.37356472263255,0.62643527736745
Tangipahoa Parish,2210500111A,0.871420265887351,0.128579734112649,0.03758844889047907,0.9624115511095209,0.36998297058572144,0.6300170294142785,0.48558497800583333,0.5144150219941667,0.45542564730478863,0.5445743526952114,0.2333667830694278,0.7666332169305722,0.9727029494628506,0.027297050537149137,0.032981993388520134,0.9670180066114799,0.5608439525991487,0.4391560474008514,0.38566432158637043,0.6143356784136296,0.4686745161730125,0.5313254838269875,0.3893009740700836,0.6106990259299164
Tangipahoa Parish,2210500115B,0.627679469537209,0.37232053046279096,0.010791147306801236,0.9892088526931988,0.22541124921292355,0.7745887507870765,0.49412646277540345,0.5058735372245965,0.455263043594966,0.5447369564050341,0.2235923515392801,0.7764076484607199,0.9125153997949513,0.0874846002050486,0.024882634693594797,0.975117365306405,0.480749740179566,0.519250259820434,0.3807301871391997,0.6192698128608003,0.462278392389022,0.537721607610978,0.37776242321632153,0.6222375767836785
Tangipahoa Parish,2210500120A,0.9908866494900547,0.00911335050994526,0.09442330588689343,0.9055766941131066,0.4608214080338739,0.539178591966126,0.48594184176278715,0.5140581582372128,0.4600364634269564,0.5399635365730436,0.24559216808873954,0.7544078319112605,0.9950278526912488,0.004972147308751101,0.10985588573970624,0.8901441142602937,0.6078326900625659,0.39216730993743404,0.3950612344930815,0.6049387655069185,0.4705455860391231,0.5294544139608769,0.43622791756396406,0.5637720824360359
Tangipahoa Parish,2210500120B,0.9599742253845815,0.040025774615418265,0.05255979065130935,0.9474402093486907,0.4239275307953882,0.5760724692046119,0.4914010418344696,0.5085989581655305,0.45262684369793327,0.5473731563020665,0.23302954502067694,0.766970454979323,0.9293016426847589,0.0706983573152409,0.06530300808232817,0.9346969919176719,0.4347911230302053,0.5652088769697947,0.38535874627010186,0.6146412537298981,0.4588140168786116,0.5411859831213884,0.33406390740027303,0.6659360925997267
Tangipahoa Parish,2210500121A,0.9880454700071536,0.011954529992846413,0.1262443028755213,0.8737556971244788,0.6491922794710622,0.3508077205289379,0.4992527091963519,0.5007472908036481,0.45768406162469444,0.5423159383753056,0.3678207027422931,0.6321792972577068,0.9871986826596031,0.012801317340396886,0.08826147523757624,0.9117385247624238,0.5953409396405916,0.40465906035940835,0.39241676920185187,0.6075832307981481,0.4652684828302495,0.5347315171697504,0.41951659514652223,0.5804834048534778
Tangipahoa Parish,2210500122A,0.9696484496876847,0.03035155031231532,0.10083085500185165,0.8991691449981484,0.3889197011467803,0.6110802988532197,0.49035637379123226,0.5096436262087677,0.44713188215734273,0.5528681178426573,0.24678717716121706,0.7532128228387829,0.972682451738861,0.027317548261139017,0.07788988638986818,0.9221101136101318,0.3975812561795115,0.6024187438204884,0.373620689167584,0.6263793108324159,0.46073047135161166,0.5392695286483883,0.3448919225273554,0.6551080774726447
Tangipahoa Parish,2210500122B,0.9892642225214597,0.010735777478540227,0.11260065037821004,0.88739934962179,0.5253067694689634,0.4746932305310366,0.4986168723392041,0.501383127660796,0.4584209097227964,0.5415790902772035,0.2706536304050381,0.7293463695949619,0.9870109788934421,0.01298902110655783,0.09773806705245891,0.9022619329475411,0.49892712147931034,0.5010728785206897,0.3838428146092531,0.6161571853907468,0.46856445791746465,0.5314355420825353,0.3724754056472374,0.6275245943527626
