county,race,cand,mean,sd,ci_95_lower,ci_95_upper
Hawaii County,vap_white,pre_16_dem_cli,0.54213372526731185,0.05567698086466043,0.44334845818252405,0.6613306543759807
Hawaii County,vap_white,pre_16_rep_tru,0.4578662747326881,0.05567698086466043,0.3386693456240192,0.5566515418174759
Hawaii County,vap_black,pre_16_dem_cli,0.5162524519618844,0.16674913875812197,0.18214264641724323,0.8061540981846613
Hawaii County,vap_black,pre_16_rep_tru,0.48374754803811565,0.16674913875812197,0.19384590181533862,0.8178573535827569
Hawaii County,vap_hisp,pre_16_dem_cli,0.4303470023285606,0.16673491786718456,0.1334943168274148,0.7446696526087884
Hawaii County,vap_hisp,pre_16_rep_tru,0.5696529976714394,0.16673491786718456,0.2553303473912114,0.866505683172585
Hawaii County,vap_oth,pre_16_dem_cli,0.8536363615582104,0.039043212533140796,0.7750168063500272,0.9250907275620802
Hawaii County,vap_oth,pre_16_rep_tru,0.1463636384417896,0.039043212533140796,0.07490927243791982,0.22498319364997268
Honolulu County,vap_white,uss_16_dem_sch,0.655821260290817,0.04432725676323564,0.5668746280733643,0.7430611462078038
Honolulu County,vap_white,uss_16_rep_car,0.34417873970918295,0.04432725676323564,0.25693885379219605,0.4331253719266356
Honolulu County,vap_black,uss_16_dem_sch,0.47218494863936455,0.16802913162247424,0.17133093508224165,0.8026576531763487
Honolulu County,vap_black,uss_16_rep_car,0.5278150513606356,0.16802913162247424,0.19734234682365115,0.8286690649177583
Honolulu County,vap_hisp,uss_16_dem_sch,0.36412196298899613,0.15251093388723677,0.12396547977448276,0.6902188220508699
Honolulu County,vap_hisp,uss_16_rep_car,0.6358780370110038,0.15251093388723677,0.30978117794912996,0.8760345202255171
Honolulu County,vap_oth,uss_16_dem_sch,0.941020633712236,0.02200909005743614,0.883801970273441,0.9732792654541493
Honolulu County,vap_oth,uss_16_rep_car,0.05897936628776398,0.02200909005743614,0.026720734545850635,0.11619802972655888
Kalawao County,vap_white,uss_18_dem_hir,0.6014052115885636,0.04522280716451343,0.5161933525060329,0.6936469695741992
Kalawao County,vap_white,uss_18_rep_cur,0.39859478841143636,0.04522280716451343,0.3063530304258006,0.483806647493967
Kalawao County,vap_black,uss_18_dem_hir,0.45182977839552085,0.187060176313393,0.09022325393249425,0.7871921794637246
Kalawao County,vap_black,uss_18_rep_cur,0.5481702216044793,0.18706017631339303,0.21280782053627545,0.9097767460675058
Kalawao County,vap_hisp,uss_18_dem_hir,0.34807200900820934,0.1592020601682075,0.10147548660452278,0.7262417604312487
Kalawao County,vap_hisp,uss_18_rep_cur,0.6519279909917907,0.1592020601682075,0.2737582395687512,0.8985245133954772
Kalawao County,vap_oth,uss_18_dem_hir,0.9035402781799377,0.034725018555608674,0.8355195241965946,0.9588720976037937
Kalawao County,vap_oth,uss_18_rep_cur,0.09645972182006239,0.034725018555608674,0.041127902396206256,0.1644804758034054
Kauai County,vap_white,gov_18_dem_ige,0.5888999561192948,0.065139482174333,0.47627627367444875,0.7356634027271998
Kauai County,vap_white,gov_18_rep_tup,0.4111000438807051,0.065139482174333,0.2643365972728,0.5237237263255512
Kauai County,vap_black,gov_18_dem_ige,0.4858072702742884,0.17266521350099948,0.1545806980201665,0.8043292892479822
Kauai County,vap_black,gov_18_rep_tup,0.5141927297257117,0.17266521350099948,0.1956707107520178,0.8454193019798336
Kauai County,vap_hisp,gov_18_dem_ige,0.42748400937577186,0.16589026233866558,0.14358229611120107,0.7526141220274427
Kauai County,vap_hisp,gov_18_rep_tup,0.5725159906242281,0.16589026233866558,0.24738587797255723,0.856417703888799
Kauai County,vap_oth,gov_18_dem_ige,0.789519237437501,0.0517665899894898,0.6788171377558491,0.8798895444922511
Kauai County,vap_oth,gov_18_rep_tup,0.21048076256249904,0.0517665899894898,0.12011045550774897,0.32118286224415077
Maui County,vap_white,pre_20_dem_bid,0.5693209340199674,0.06261011701405829,0.46757097522274427,0.7031167049324013
Maui County,vap_white,pre_20_rep_tru,0.4306790659800325,0.06261011701405829,0.29688329506759864,0.5324290247772555
Maui County,vap_black,pre_20_dem_bid,0.497141916969176,0.1764964440666101,0.1691897880662095,0.8171957688155191
Maui County,vap_black,pre_20_rep_tru,0.5028580830308241,0.1764964440666101,0.1828042311844806,0.8308102119337905
Maui County,vap_hisp,pre_20_dem_bid,0.4186859050002777,0.14933850133690688,0.14456744114649198,0.7391464022554047
Maui County,vap_hisp,pre_20_rep_tru,0.5813140949997223,0.14933850133690688,0.2608535977445951,0.855432558853508
Maui County,vap_oth,pre_20_dem_bid,0.812594786601694,0.04563531411421718,0.716386563566654,0.8882462779943119
Maui County,vap_oth,pre_20_rep_tru,0.18740521339830596,0.04563531411421718,0.11175372200568816,0.28361343643334597
