county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.uss_16_rep_por,vap_white.uss_16_dem_str,vap_black.uss_16_rep_por,vap_black.uss_16_dem_str,vap_hisp.uss_16_rep_por,vap_hisp.uss_16_dem_str,vap_oth.uss_16_rep_por,vap_oth.uss_16_dem_str,vap_white.uss_18_rep_ren,vap_white.uss_18_dem_bro,vap_black.uss_18_rep_ren,vap_black.uss_18_dem_bro,vap_hisp.uss_18_rep_ren,vap_hisp.uss_18_dem_bro,vap_oth.uss_18_rep_ren,vap_oth.uss_18_dem_bro,vap_white.gov_18_rep_dew,vap_white.gov_18_dem_cor,vap_black.gov_18_rep_dew,vap_black.gov_18_dem_cor,vap_hisp.gov_18_rep_dew,vap_hisp.gov_18_dem_cor,vap_oth.gov_18_rep_dew,vap_oth.gov_18_dem_cor,vap_white.atg_18_rep_yos,vap_white.atg_18_dem_det,vap_black.atg_18_rep_yos,vap_black.atg_18_dem_det,vap_hisp.atg_18_rep_yos,vap_hisp.atg_18_dem_det,vap_oth.atg_18_rep_yos,vap_oth.atg_18_dem_det,vap_white.sos_18_rep_lar,vap_white.sos_18_dem_cly,vap_black.sos_18_rep_lar,vap_black.sos_18_dem_cly,vap_hisp.sos_18_rep_lar,vap_hisp.sos_18_dem_cly,vap_oth.sos_18_rep_lar,vap_oth.sos_18_dem_cly,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_oth.pre_20_dem_bid
Adams County,39001001AAA,0.8586937664445394,0.1413062335554606,0.47505105241443696,0.5249489475855631,0.4969764463327338,0.5030235536672663,0.4611309539168229,0.5388690460831772,0.8809369088655846,0.11906309113441536,0.47794747746677785,0.5220525225332221,0.49416789675086614,0.5058321032491339,0.4676054036677492,0.5323945963322507,0.7663989627639791,0.23360103723602096,0.4795736926991822,0.5204263073008178,0.5076776932680178,0.4923223067319822,0.4944268636356513,0.5055731363643488,0.7816869006832625,0.21831309931673748,0.5101051125260595,0.4898948874739405,0.49827553524105,0.5017244647589499,0.468141650019918,0.531858349980082,0.7877858207342132,0.2122141792657868,0.4893890586068745,0.5106109413931256,0.506680949655638,0.4933190503443619,0.4951445842693214,0.5048554157306786,0.8098703825177546,0.19012961748224547,0.4898317933968801,0.5101682066031199,0.4980061366105331,0.5019938633894669,0.4905544785020845,0.5094455214979156,0.8486053215960065,0.1513946784039935,0.5014072805619416,0.49859271943805833,0.5121673030064808,0.4878326969935192,0.46114375331004864,0.5388562466899514
Adams County,39001001AAB,0.811695268808748,0.188304731191252,0.479739152141027,0.520260847858973,0.5041724162089443,0.49582758379105574,0.4618240953878497,0.5381759046121503,0.8009943247973531,0.19900567520264695,0.474501808805664,0.525498191194336,0.48919600287167136,0.5108039971283287,0.4633850626260196,0.5366149373739805,0.7078989407367048,0.2921010592632952,0.474345160550645,0.525654839449355,0.5069075360990442,0.49309246390095585,0.4906423136350924,0.5093576863649076,0.7282852863537721,0.27171471364622796,0.5025876250136186,0.49741237498638136,0.5006804722871355,0.4993195277128644,0.4630103720372543,0.5369896279627457,0.7510920458746219,0.2489079541253781,0.49818157553568415,0.5018184244643158,0.512102053775159,0.48789794622484095,0.498809197819256,0.501190802180744,0.7615258489640695,0.23847415103593048,0.4953707326000732,0.5046292673999269,0.503580584211645,0.496419415788355,0.4897211500046803,0.5102788499953197,0.8394314560724506,0.16056854392754932,0.5038239010874346,0.4961760989125655,0.511797692758797,0.48820230724120295,0.46528012136605434,0.5347198786339457
Adams County,39001001AAD,0.8355141033217024,0.16448589667829758,0.477798656138493,0.5222013438615071,0.5019731690236453,0.49802683097635464,0.46726853460174617,0.5327314653982539,0.8450406112620038,0.15495938873799617,0.48663963029139384,0.5133603697086061,0.4866186431803232,0.5133813568196768,0.4759196651280899,0.5240803348719101,0.7693645625272114,0.23063543747278864,0.476462793721825,0.5235372062781751,0.5105694250683027,0.48943057493169734,0.4976450725416235,0.5023549274583765,0.8212758053458581,0.17872419465414197,0.5039536905491621,0.496046309450838,0.5051581656695684,0.4948418343304316,0.46827941934648987,0.5317205806535101,0.8326231096973138,0.16737689030268624,0.5018560003046527,0.4981439996953472,0.5044398324550863,0.49556016754491367,0.5038299733000137,0.4961700266999864,0.8253937444125297,0.17460625558747037,0.4870092496862467,0.5129907503137533,0.4974948910579323,0.5025051089420677,0.49960265766260753,0.5003973423373925,0.8773384008037758,0.1226615991962242,0.4992233754195197,0.5007766245804802,0.5087621718214917,0.49123782817850825,0.46230446474105574,0.5376955352589442
Adams County,39001001AAE,0.709319308708272,0.290680691291728,0.48445079142093256,0.5155492085790674,0.5014362090569883,0.4985637909430118,0.45597883518733534,0.5440211648126646,0.7214656912766348,0.2785343087233652,0.4757316253259472,0.5242683746740527,0.4927507478370363,0.5072492521629637,0.4538447870584058,0.5461552129415942,0.5945296438237961,0.40547035617620386,0.4816886269289883,0.5183113730710117,0.505018553203576,0.494981446796424,0.4960849687575277,0.5039150312424723,0.6531547228818406,0.3468452771181594,0.5040908509866261,0.4959091490133739,0.5023604000533148,0.4976395999466851,0.45761039793966823,0.5423896020603317,0.6739393754081704,0.3260606245918296,0.4959226137606254,0.5040773862393746,0.5075332662385598,0.4924667337614403,0.49688452366153,0.50311547633847,0.6580063364130195,0.34199366358698047,0.4874511689173364,0.5125488310826636,0.5012317181978667,0.4987682818021333,0.4834402945696836,0.5165597054303164,0.8225734248964506,0.17742657510354945,0.5055360034309596,0.49446399656904033,0.516996437533604,0.483003562466396,0.45875478823498594,0.5412452117650141
Adams County,39001001AAG,0.8033138142504943,0.1966861857495055,0.4734157756428541,0.5265842243571459,0.5013769297078725,0.4986230702921275,0.45864855359414214,0.5413514464058579,0.7579295948126912,0.24207040518730857,0.4798600261695478,0.5201399738304522,0.4940552700568777,0.5059447299431223,0.45256512459440384,0.5474348754055961,0.6808456223891299,0.3191543776108698,0.4856527950512308,0.5143472049487692,0.5070231537429507,0.4929768462570493,0.4928448068234405,0.5071551931765595,0.7258452440522161,0.2741547559477839,0.5065839415361163,0.4934160584638837,0.4977851772500093,0.5022148227499906,0.4578882299171078,0.5421117700828921,0.7448300268145808,0.2551699731854192,0.4970846234153555,0.5029153765846445,0.509826073667086,0.4901739263329139,0.4992523413765048,0.5007476586234952,0.7412471918557041,0.2587528081442958,0.4980379033979645,0.5019620966020356,0.5036668107839151,0.496333189216085,0.4887129379748749,0.5112870620251251,0.842096703138528,0.15790329686147184,0.49795254968329705,0.502047450316703,0.508838050135987,0.491161949864013,0.4638453964138342,0.5361546035861658
Adams County,39001001AAI,0.8158627100011328,0.1841372899988672,0.4767773559765421,0.523222644023458,0.4988847853905695,0.5011152146094305,0.4629404417582204,0.5370595582417795,0.8281899384907,0.1718100615093,0.4807419096522156,0.5192580903477845,0.4904737706868174,0.5095262293131826,0.4621338084368096,0.5378661915631905,0.7135950681562995,0.28640493184370047,0.4799528491939423,0.5200471508060577,0.502925645641906,0.49707435435809394,0.4936767372514228,0.5063232627485772,0.776082124321927,0.22391787567807295,0.5025408694262821,0.4974591305737179,0.5021107181224328,0.49788928187756726,0.46070826100035583,0.5392917389996441,0.767666949283337,0.232333050716663,0.49650333752938086,0.5034966624706191,0.5116031231361968,0.4883968768638032,0.5003528715577127,0.4996471284422873,0.765951419925349,0.23404858007465096,0.4879977437193014,0.5120022562806986,0.505649842763824,0.4943501572361761,0.4847133303821269,0.5152866696178731,0.8348829030687573,0.1651170969312426,0.5063937487392431,0.4936062512607569,0.5085929943078501,0.4914070056921499,0.4633621868692739,0.5366378131307261
Adams County,39001001AAK,0.6937247878506992,0.3062752121493008,0.4840467084008698,0.5159532915991302,0.505982494867474,0.4940175051325259,0.4580115383290611,0.5419884616709388,0.7263844679249103,0.2736155320750897,0.4814332532418638,0.5185667467581362,0.4899477395521585,0.5100522604478415,0.46059034799944726,0.5394096520005527,0.5969497567911092,0.4030502432088908,0.4756636626819477,0.5243363373180523,0.5036699826283925,0.4963300173716076,0.4875808451353248,0.5124191548646752,0.6566976736187652,0.3433023263812348,0.5115487207291001,0.48845127927089993,0.49373156990520795,0.506268430094792,0.4591337037802462,0.5408662962197538,0.6553642497734328,0.34463575022656723,0.4956485675163768,0.5043514324836232,0.5025890564812827,0.4974109435187172,0.489896963179335,0.5101030368206649,0.6508121287203579,0.3491878712796421,0.4920931385838966,0.5079068614161034,0.5039353388488341,0.49606466115116593,0.4813259360002267,0.5186740639997732,0.7765136555230328,0.2234863444769672,0.5028913346300776,0.4971086653699224,0.5134169112788727,0.48658308872112727,0.4627018065851096,0.5372981934148904
Adams County,39001001AAN,0.8531242235743083,0.14687577642569177,0.4767448183776539,0.5232551816223459,0.5057796730717438,0.4942203269282563,0.46357833188362624,0.5364216681163736,0.8515080751708817,0.14849192482911835,0.4814765138399589,0.518523486160041,0.49008116196438944,0.5099188380356106,0.4634282061138345,0.5365717938861653,0.7663734015014741,0.2336265984985258,0.4743028518997211,0.5256971481002787,0.5044136338116857,0.49558636618831425,0.5004016823006314,0.4995983176993686,0.8040431269957738,0.19595687300422615,0.502423466562305,0.497576533437695,0.5029958777908653,0.4970041222091347,0.46301597427271385,0.5369840257272862,0.8205356045885936,0.17946439541140635,0.49625364627536567,0.5037463537246343,0.5096626647085138,0.4903373352914861,0.5065070522438252,0.4934929477561747,0.8159997674307008,0.1840002325692992,0.49476112934539435,0.5052388706546054,0.500076426912831,0.4999235730871689,0.5007692733606119,0.4992307266393879,0.8836084606647393,0.11639153933526072,0.5021928181793736,0.4978071818206265,0.5109195086300794,0.4890804913699206,0.460799225098948,0.539200774901052
Adams County,39001001AAP,0.7632517924215629,0.2367482075784373,0.48087890504363145,0.5191210949563685,0.5028682892177201,0.49713171078228,0.4570373259188893,0.5429626740811107,0.7657517112871919,0.23424828871280837,0.48464362999304855,0.5153563700069514,0.4950364006938455,0.5049635993061545,0.45676831626203346,0.5432316837379665,0.646489618193696,0.3535103818063042,0.4769909822566108,0.5230090177433891,0.5016546656764179,0.49834533432358213,0.4910513692640764,0.5089486307359236,0.6778876577732313,0.3221123422267688,0.5031255253392524,0.4968744746607477,0.5014845641954133,0.4985154358045867,0.4528320455173579,0.547167954482642,0.6976304937213003,0.3023695062787,0.49657243934038736,0.5034275606596126,0.5102966787021921,0.489703321297808,0.49286969361501937,0.5071303063849806,0.6897862079629727,0.3102137920370274,0.4913364488393493,0.5086635511606508,0.5014793120617841,0.49852068793821586,0.4892264879336429,0.5107735120663571,0.7989883885694732,0.20101161143052704,0.5086714894469395,0.4913285105530604,0.5091894876122066,0.4908105123877934,0.453417193163495,0.5465828068365051
Adams County,39001001AAR,0.7566138995962417,0.24338610040375833,0.48027730290908544,0.5197226970909146,0.5014334419355123,0.4985665580644877,0.4604231668983571,0.5395768331016428,0.7791077813881173,0.22089221861188263,0.48343333144383144,0.5165666685561685,0.4956094059865963,0.5043905940134037,0.4627403845979331,0.5372596154020669,0.6402832316486871,0.359716768351313,0.474319036611888,0.5256809633881121,0.5053687527504848,0.4946312472495152,0.49036840134295995,0.5096315986570401,0.7406856434067572,0.25931435659324276,0.5080762325379529,0.49192376746204713,0.5003357151055697,0.4996642848944303,0.4576070654806356,0.5423929345193643,0.7043401312537421,0.295659868746258,0.489556260768549,0.5104437392314509,0.5128608278063457,0.4871391721936542,0.5018963936878637,0.4981036063121364,0.6957799705738651,0.3042200294261349,0.4890103904248143,0.5109896095751857,0.5034449995043204,0.4965550004956795,0.4882833153937397,0.5117166846062603,0.808451670594388,0.19154832940561192,0.5051353293922001,0.4948646706078,0.519665334014767,0.480334665985233,0.4653549507698654,0.5346450492301346
