county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.uss_16_rep_lee,vap_white.uss_16_dem_sno,vap_black.uss_16_rep_lee,vap_black.uss_16_dem_sno,vap_hisp.uss_16_rep_lee,vap_hisp.uss_16_dem_sno,vap_asian.uss_16_rep_lee,vap_asian.uss_16_dem_sno,vap_aian.uss_16_rep_lee,vap_aian.uss_16_dem_sno,vap_oth_b.uss_16_rep_lee,vap_oth_b.uss_16_dem_sno,vap_white.gov_16_rep_her,vap_white.gov_16_dem_wei,vap_black.gov_16_rep_her,vap_black.gov_16_dem_wei,vap_hisp.gov_16_rep_her,vap_hisp.gov_16_dem_wei,vap_asian.gov_16_rep_her,vap_asian.gov_16_dem_wei,vap_aian.gov_16_rep_her,vap_aian.gov_16_dem_wei,vap_oth_b.gov_16_rep_her,vap_oth_b.gov_16_dem_wei,vap_white.atg_16_rep_rey,vap_white.atg_16_dem_har,vap_black.atg_16_rep_rey,vap_black.atg_16_dem_har,vap_hisp.atg_16_rep_rey,vap_hisp.atg_16_dem_har,vap_asian.atg_16_rep_rey,vap_asian.atg_16_dem_har,vap_aian.atg_16_rep_rey,vap_aian.atg_16_dem_har,vap_oth_b.atg_16_rep_rey,vap_oth_b.atg_16_dem_har,vap_white.uss_18_rep_rom,vap_white.uss_18_dem_wil,vap_black.uss_18_rep_rom,vap_black.uss_18_dem_wil,vap_hisp.uss_18_rep_rom,vap_hisp.uss_18_dem_wil,vap_asian.uss_18_rep_rom,vap_asian.uss_18_dem_wil,vap_aian.uss_18_rep_rom,vap_aian.uss_18_dem_wil,vap_oth_b.uss_18_rep_rom,vap_oth_b.uss_18_dem_wil,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_white.gov_20_rep_cox,vap_white.gov_20_dem_pet,vap_black.gov_20_rep_cox,vap_black.gov_20_dem_pet,vap_hisp.gov_20_rep_cox,vap_hisp.gov_20_dem_pet,vap_asian.gov_20_rep_cox,vap_asian.gov_20_dem_pet,vap_aian.gov_20_rep_cox,vap_aian.gov_20_dem_pet,vap_oth_b.gov_20_rep_cox,vap_oth_b.gov_20_dem_pet,vap_white.atg_20_rep_rey,vap_white.atg_20_dem_sko,vap_black.atg_20_rep_rey,vap_black.atg_20_dem_sko,vap_hisp.atg_20_rep_rey,vap_hisp.atg_20_dem_sko,vap_asian.atg_20_rep_rey,vap_asian.atg_20_dem_sko,vap_aian.atg_20_rep_rey,vap_aian.atg_20_dem_sko,vap_oth_b.atg_20_rep_rey,vap_oth_b.atg_20_dem_sko,vap_white.pre_24_dem_har,vap_white.pre_24_rep_tru,vap_black.pre_24_dem_har,vap_black.pre_24_rep_tru,vap_hisp.pre_24_dem_har,vap_hisp.pre_24_rep_tru,vap_asian.pre_24_dem_har,vap_asian.pre_24_rep_tru,vap_aian.pre_24_dem_har,vap_aian.pre_24_rep_tru,vap_oth_b.pre_24_dem_har,vap_oth_b.pre_24_rep_tru
Beaver County,49001BEA4UN,0.8805590240987492,0.1194409759012508,0.48439883309620674,0.5156011669037933,0.6197518200020992,0.3802481799979009,0.5109856073965382,0.48901439260346174,0.8499918173492509,0.1500081826507491,0.480977599254651,0.519022400745349,0.8899866776944942,0.11001332230550578,0.4999635549839346,0.5000364450160654,0.6565545917652035,0.3434454082347966,0.5054617159724482,0.49453828402755184,0.8877575723922996,0.11224242760770048,0.5138299394218521,0.48617006057814793,0.858956309148292,0.14104369085170795,0.5090909157201862,0.4909090842798139,0.6323810246125351,0.36761897538746496,0.5191288833991691,0.480871116600831,0.8385145573112667,0.16148544268873333,0.4841414854038356,0.5158585145961644,0.8542855200513534,0.1457144799486466,0.5222931649913791,0.4777068350086209,0.601289850469187,0.39871014953081296,0.5040789451675639,0.4959210548324361,0.808166934343204,0.191833065656796,0.48655042360606343,0.5134495763939365,0.8544386756772155,0.1455613243227845,0.5083112384054871,0.4916887615945129,0.5593953151601111,0.44060468483988896,0.5410115551927193,0.4589884448072808,0.856300363362651,0.14369963663734894,0.462703197663883,0.5372968023361169,0.8785488278204033,0.12145117217959672,0.4877038813861615,0.5122961186138384,0.6474824398254875,0.3525175601745126,0.5146624664215208,0.4853375335784792,0.8511647117198166,0.1488352882801835,0.5073680255179785,0.49263197448202145,0.8813245129168049,0.11867548708319511,0.5129695087000324,0.4870304912999675,0.6520324606396417,0.3479675393603583,0.5082336830785499,0.49176631692145006,0.8468224797228918,0.15317752027710824,0.5131365312206514,0.48686346877934866,0.8673251797228919,0.13267482027710803,0.4961910197267587,0.5038089802732413,0.6124095696861999,0.38759043031380014,0.4966542362312617,0.5033457637687383,0.8390716651866822,0.16092833481331784,0.5133531934109404,0.4866468065890595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV1I-,0.9609407004609584,0.03905929953904167,0.4773243350478927,0.5226756649521073,0.5727703951150553,0.42722960488494466,0.5067571276307633,0.49324287236923664,0.6142086287558434,0.3857913712441566,0.4728390092841287,0.5271609907158713,0.9607827054269256,0.0392172945730745,0.502350003173783,0.497649996826217,0.6285684152172092,0.3714315847827908,0.500411348228783,0.49958865177121703,0.6371576089684864,0.3628423910315136,0.5142902574257817,0.48570974257421834,0.9544141456042,0.04558585439579983,0.5066319998619829,0.4933680001380171,0.6041798380234755,0.3958201619765245,0.5096602770578479,0.49033972294215217,0.6373283813432735,0.36267161865672654,0.47660448603437217,0.5233955139656279,0.9615016287133636,0.03849837128663645,0.5280185925847798,0.4719814074152202,0.5848498885547192,0.41515011144528086,0.510694490953203,0.48930550904679704,0.6063576474783254,0.3936423525216746,0.4852132022008032,0.5147867977991968,0.9482109010206335,0.05178909897936646,0.5049131866398103,0.49508681336018967,0.5351351924271478,0.4648648075728522,0.5395283316122425,0.4604716683877575,0.629946566904304,0.3700534330956961,0.46081813789397663,0.5391818621060234,0.9654772838817556,0.03452271611824437,0.4820472860230162,0.5179527139769838,0.6228852551003958,0.3771147448996041,0.5151762207588303,0.4848237792411697,0.6293104199925513,0.3706895800074486,0.5070594191414292,0.4929405808585709,0.977938080242607,0.02206191975739307,0.5129415562803746,0.4870584437196253,0.7031932931562117,0.29680670684378824,0.5099821043372312,0.4900178956627687,0.6304561947330605,0.36954380526693953,0.5098996471665277,0.49010035283347225,0.9644830849927248,0.03551691500727515,0.5005635305655082,0.4994364694344918,0.6059768070695296,0.3940231929304705,0.4999936025264097,0.5000063974735903,0.6286343850293266,0.37136561497067344,0.5084490908051184,0.4915509091948816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV2I-,0.9642679977460988,0.03573200225390131,0.48371760018238713,0.5162823998176128,0.734953319909263,0.26504668009073673,0.5132731667984217,0.48672683320157833,0.626982435394951,0.3730175646050489,0.4846040718901731,0.5153959281098268,0.9557199177104294,0.04428008228957059,0.5022844848388479,0.4977155151611521,0.7295380529414001,0.27046194705859966,0.5110887831605023,0.4889112168394976,0.6383947227369101,0.36160527726308983,0.5175830246625911,0.4824169753374089,0.9535889912067368,0.0464110087932633,0.5155060664186066,0.48449393358139337,0.7144108728193075,0.2855891271806925,0.5224761955634211,0.477523804436579,0.6465857083624234,0.35341429163757665,0.4809737995873721,0.5190262004126279,0.9534831476480932,0.04651685235190674,0.5294005212239233,0.4705994787760766,0.6966857910832589,0.30331420891674093,0.5147467148432114,0.48525328515678856,0.612736659629161,0.3872633403708389,0.4941046562290662,0.5058953437709338,0.9457516872221456,0.05424831277785433,0.5151116627856067,0.4848883372143933,0.657609838892967,0.3423901611070328,0.5417982518152127,0.4582017481847873,0.6382529914463305,0.3617470085536695,0.46465062819613007,0.53534937180387,0.9566120428610968,0.04338795713890311,0.4872537297035807,0.5127462702964193,0.7308015501681431,0.26919844983185676,0.5068805915116056,0.4931194084883944,0.6405110246822491,0.359488975317751,0.5118387182789309,0.4881612817210691,0.9643766966637844,0.03562330333621571,0.528030257381473,0.471969742618527,0.7596491689479126,0.2403508310520872,0.5103648363796395,0.4896351636203606,0.6350274708835059,0.3649725291164942,0.5093631662711824,0.4906368337288176,0.9461559593986189,0.0538440406013813,0.4996785355669609,0.5003214644330392,0.6731012591992278,0.3268987408007719,0.4935836556900716,0.5064163443099283,0.6328673266134163,0.3671326733865838,0.5140458706640687,0.48595412933593135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV3I-,0.912969768558924,0.08703023144107595,0.477757254963416,0.522242745036584,0.6170395774333266,0.38296042256667345,0.5100214655259152,0.4899785344740849,0.6275989619672762,0.3724010380327239,0.47767529005831666,0.5223247099416833,0.9057262510787408,0.09427374892125932,0.5032366075510781,0.4967633924489218,0.6621213154404997,0.3378786845595003,0.4996680056615227,0.5003319943384773,0.6381735901141402,0.3618264098858598,0.518201511697271,0.481798488302729,0.900971504430253,0.09902849556974704,0.5122499033676797,0.4877500966323202,0.6277680262912713,0.37223197370872874,0.5149385366410515,0.4850614633589485,0.6397377802266673,0.36026221977333267,0.4752929007046424,0.5247070992953575,0.8874159685949576,0.11258403140504236,0.5197016765569954,0.4802983234430046,0.6002945064608382,0.3997054935391618,0.5169860749083052,0.4830139250916949,0.6099384974587482,0.39006150254125177,0.49205550153548794,0.5079444984645121,0.8720076119201576,0.1279923880798424,0.5072920699671765,0.4927079300328236,0.5597736441879761,0.4402263558120238,0.5403490719528993,0.4596509280471008,0.6326623141100005,0.3673376858899995,0.4662706322993211,0.5337293677006789,0.9192915098526756,0.08070849014732437,0.48130953555245265,0.5186904644475474,0.6432193195369463,0.35678068046305367,0.5135195690251007,0.48648043097489935,0.6366439489464669,0.3633560510535331,0.5060753805717064,0.4939246194282936,0.9139049775304504,0.08609502246954948,0.5177528517595966,0.4822471482404034,0.647519212446963,0.35248078755303697,0.506544118555203,0.493455881444797,0.6282648392364605,0.37173516076353946,0.5114525572059774,0.48854744279402257,0.9072298549708944,0.09277014502910576,0.504865264373711,0.4951347356262889,0.6099632949304775,0.3900367050695224,0.49621270308286025,0.5037872969171397,0.622810627095516,0.377189372904484,0.5149611133658424,0.4850388866341576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV3UE,0.9538108018173594,0.04618919818264051,0.4766473884806404,0.5233526115193596,0.8050919181287561,0.1949080818712439,0.5102571341218316,0.4897428658781681,0.6280199636482846,0.37198003635171534,0.4794360511296968,0.520563948870303,0.9441064107060616,0.0558935892939383,0.5038529731872299,0.49614702681277006,0.7961496683225077,0.2038503316774923,0.5017519749080814,0.4982480250919183,0.6402013222118355,0.35979867778816454,0.5184089902780452,0.4815910097219548,0.9536169566680514,0.04638304333194865,0.5070938838433727,0.49290611615662727,0.8273477538218974,0.1726522461781026,0.5127212029525946,0.4872787970474052,0.6343624682503597,0.3656375317496403,0.48177042795087144,0.5182295720491283,0.9410095584127744,0.05899044158722565,0.5181175489738263,0.4818824510261736,0.7692261141152454,0.23077388588475453,0.5101739344308637,0.4898260655691361,0.6116073130913037,0.3883926869086964,0.4894649177393623,0.5105350822606375,0.930182954371716,0.06981704562828409,0.5128386841773862,0.48716131582261374,0.7397035328521142,0.26029646714788585,0.5439353330074529,0.4560646669925471,0.6232263864120311,0.37677361358796896,0.4636455869003618,0.5363544130996383,0.9533077145589238,0.04669228544107616,0.4849324817308066,0.5150675182691934,0.8268769136433671,0.1731230863566329,0.511739447811614,0.48826055218838577,0.6296270909222775,0.3703729090777224,0.5131227856457953,0.4868772143542045,0.9529145243583206,0.04708547564167945,0.5156319322938013,0.4843680677061987,0.8063451869364789,0.19365481306352103,0.5101624939465437,0.4898375060534561,0.627096080421698,0.3729039195783021,0.5152717152524273,0.4847282847475725,0.952194882535116,0.04780511746488417,0.5016736920935803,0.4983263079064198,0.816776665366665,0.18322333463333493,0.5009373967214634,0.4990626032785366,0.6314471534973097,0.3685528465026902,0.5072513953513015,0.4927486046486983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV3UN,0.9482582897597752,0.05174171024022489,0.48718477330854415,0.51281522669145585,0.601607634283861,0.39839236571613895,0.5177079826672573,0.48229201733274274,0.6171555073780591,0.3828444926219408,0.4718244475653522,0.5281755524346478,0.930467771417418,0.06953222858258229,0.502521877828887,0.497478122171113,0.6414160843380284,0.35858391566197156,0.5077057710033598,0.4922942289966402,0.6278985799789627,0.3721014200210373,0.5039249324982104,0.4960750675017896,0.9534902860429452,0.04650971395705498,0.500305013623178,0.499694986376822,0.613390260796238,0.3866097392037619,0.5064931440052381,0.49350685599476185,0.6324641982922659,0.36753580170773414,0.471996698576978,0.528003301423022,0.9251744700125302,0.0748255299874701,0.5189628904913307,0.4810371095086693,0.5899974102785678,0.4100025897214322,0.5123656689979804,0.4876343310020196,0.600056022060252,0.3999439779397479,0.4803457497667291,0.5196542502332708,0.9123048682998172,0.08769513170018291,0.5033764163264276,0.49662358367357234,0.5580778502512663,0.4419221497487336,0.5406659188734504,0.4593340811265496,0.6268881982629683,0.37311180173703173,0.45586249506241266,0.5441375049375874,0.9474648732474096,0.05253512675259078,0.4884884134636095,0.5115115865363905,0.6199013265596623,0.38009867344033765,0.512611507048834,0.487388492951166,0.6159730510481809,0.38402694895181905,0.4994326578062157,0.5005673421937843,0.9424932427749232,0.0575067572250771,0.5182294153505025,0.4817705846494975,0.6234946920316614,0.37650530796833864,0.5077513145482453,0.4922486854517547,0.6201802646283723,0.3798197353716277,0.501614045957081,0.49838595404291897,0.9460294530510542,0.05397054694894603,0.49894327073961053,0.5010567292603895,0.5932383095730522,0.4067616904269478,0.5015592283036112,0.4984407716963888,0.6196812763857686,0.38031872361423136,0.505798950932389,0.494201049067611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV3US,0.9539605041605864,0.04603949583941345,0.48190497613748456,0.5180950238625155,0.7437655877185203,0.25623441228147975,0.5158579319434784,0.4841420680565216,0.6548489124765066,0.3451510875234934,0.4758065099914681,0.5241934900085319,0.946799233394414,0.05320076660558608,0.5049551918373774,0.49504480816262264,0.7490309701395029,0.2509690298604971,0.5049372299480949,0.49506277005190513,0.6591203261140589,0.34087967388594104,0.5154222769009674,0.48457772309903263,0.9508069197144198,0.04919308028558025,0.5107543434620654,0.48924565653793456,0.7695900722309792,0.2304099277690208,0.5170611171949141,0.4829388828050859,0.6845992676258142,0.31540073237418575,0.4832528812225989,0.5167471187774011,0.9433995491699492,0.05660045083005092,0.5187991407838547,0.4812008592161453,0.7053657289051071,0.29463427109489293,0.5084429412176741,0.49155705878232586,0.6409875072533168,0.35901249274668323,0.4919800306845715,0.5080199693154285,0.9300059229656108,0.0699940770343891,0.5017320238922629,0.49826797610773704,0.6675047407793171,0.33249525922068296,0.5406003516610444,0.4593996483389557,0.654657771382118,0.34534222861788194,0.4581449691882586,0.5418550308117414,0.9564104472737474,0.04358955272625266,0.4829407921841322,0.5170592078158678,0.7762357956082238,0.22376420439177624,0.5141095798776358,0.48589042012236416,0.6771310328151381,0.32286896718486185,0.511070735803955,0.48892926419604493,0.956666072108492,0.04333392789150808,0.5161027330907206,0.48389726690927937,0.757009934484761,0.24299006551523905,0.5119055770184456,0.4880944229815543,0.6624582720263008,0.33754172797369925,0.5075988473058066,0.49240115269419343,0.9517031665351212,0.04829683346487887,0.5002312546544514,0.49976874534554855,0.7531666866256607,0.2468333133743393,0.5008831367725166,0.4991168632274834,0.6655421554829084,0.33445784451709154,0.5104651131149718,0.48953488688502816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV3UW,0.9617921275696504,0.03820787243034965,0.47379145827217817,0.5262085417278218,0.6125163104084925,0.38748368959150753,0.5176231550133535,0.4823768449866464,0.6197314770064558,0.38026852299354424,0.47060602869084184,0.529393971309158,0.9474892406111224,0.05251075938887777,0.502089988338293,0.49791001166170706,0.6256469433406756,0.37435305665932433,0.5035856210436296,0.4964143789563704,0.6290474413789272,0.3709525586210729,0.5014208579389771,0.49857914206102266,0.9638345892564284,0.03616541074357149,0.510126705927341,0.489873294072659,0.6344249768897808,0.3655750231102192,0.5129877299561949,0.4870122700438051,0.6357727171371617,0.3642272828628383,0.4782423829452744,0.5217576170547253,0.9422945755312188,0.057705424468781213,0.5231699881455137,0.47683001185448626,0.5874712919120367,0.4125287080879633,0.5099130683120595,0.4900869316879404,0.6034695503803157,0.3965304496196844,0.4816674667389017,0.5183325332610981,0.9295274156979726,0.07047258430202744,0.5095906318779675,0.4904093681220325,0.548640004311182,0.4513599956888179,0.5386989992915703,0.4613010007084297,0.6278729821239203,0.3721270178760797,0.44985652912328056,0.5501434708767192,0.961396366658228,0.038603633341772,0.48623519740301985,0.5137648025969801,0.6263158673235644,0.3736841326764357,0.5069844221331286,0.49301557786687145,0.6231821876664657,0.3768178123335343,0.49684172277343946,0.5031582772265604,0.9585098635729632,0.0414901364270368,0.5127405438641913,0.4872594561358087,0.6305665245652935,0.36943347543470656,0.5011145739978436,0.4988854260021564,0.622396571688823,0.37760342831117705,0.49764291038634906,0.5023570896136507,0.9600007448703576,0.03999925512964226,0.4957754435782074,0.5042245564217925,0.6113256128318305,0.38867438716816954,0.501032126103303,0.49896787389669695,0.622710186195772,0.3772898138042281,0.5124502999878568,0.487549700012143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV4UE,0.9187255752660376,0.08127442473396242,0.4806404582032536,0.5193595417967464,0.7029284994439353,0.2970715005560646,0.5401396851460746,0.4598603148539254,0.6232923848846369,0.37670761511536327,0.4826673480946533,0.5173326519053467,0.9334537585027142,0.06654624149728587,0.5033949134224626,0.4966050865775375,0.7665537785115677,0.2334462214884323,0.540155140253064,0.4598448597469359,0.635746841624458,0.3642531583755422,0.5176999765845066,0.48230002341549344,0.9058277979987626,0.09417220200123748,0.5089928746065916,0.4910071253934083,0.7236696868978534,0.2763303131021467,0.549693874059639,0.450306125940361,0.6406761680623801,0.35932383193762,0.4767599616579431,0.5232400383420569,0.8952924033195552,0.10470759668044484,0.5265850775598363,0.4734149224401637,0.6730186047153839,0.3269813952846161,0.5273921539521935,0.4726078460478065,0.6014609534279373,0.39853904657206296,0.4936456920708456,0.5063543079291544,0.8942752942840577,0.1057247057159423,0.50880267353206865,0.49119732646793135,0.6701797543662577,0.3298202456337424,0.5750065449086424,0.4249934550913575,0.6241157482407897,0.3758842517592106,0.46215444077005,0.53784555922995,0.9235196620993026,0.07648033790069741,0.4789554801383965,0.5210445198616035,0.7456155571103364,0.25438444288966355,0.5365931197708675,0.4634068802291324,0.6382040051411986,0.3617959948588016,0.5125724692230216,0.4874275307769785,0.9240966050054988,0.07590339499450112,0.5125390464712757,0.4874609535287243,0.7351201919345052,0.26487980806549477,0.5358519978886919,0.46414800211130813,0.6365493994381765,0.36345060056182377,0.5062405432001538,0.49375945679984623,0.9105119123508236,0.0894880876491764,0.4998990022283946,0.5001009977716053,0.7114717568888568,0.28852824311114317,0.5288590876738913,0.47114091232610866,0.6258582294897683,0.3741417705102319,0.5220501634458036,0.47794983655419637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver County,49001BEV4US,0.9477454572986054,0.05225454270139463,0.4808540395481208,0.5191459604518791,0.5968656357447885,0.40313436425521154,0.5095871139652433,0.4904128860347567,0.6129555272206649,0.3870444727793351,0.4686684046375388,0.5313315953624612,0.9710191286205984,0.02898087137940159,0.5036911730568784,0.4963088269431216,0.6494235024867968,0.3505764975132032,0.5091918162582114,0.49080818374178864,0.6339961095681709,0.3660038904318291,0.5164295679094504,0.4835704320905496,0.919908560667546,0.08009143933245394,0.5059558902243915,0.4940441097756086,0.6070379309887587,0.39296206901124137,0.5170605071515754,0.4829394928484246,0.6307017133861759,0.3692982866138241,0.4658044093233655,0.5341955906766346,0.9002310592475473,0.09976894075245268,0.5226470254484443,0.4773529745515557,0.581191582061813,0.418808417938187,0.5124469356510293,0.4875530643489707,0.6006188904565986,0.39938110954340145,0.481896105529022,0.518103894470978,0.952446342383754,0.04755365761624605,0.5081580492331084,0.4918419507668916,0.5634639429413251,0.436536057058675,0.537272113534636,0.46272788646536406,0.6338768196344678,0.3661231803655321,0.4556880359861453,0.5443119640138547,0.9233756107311514,0.07662438926884858,0.48390468638192546,0.5160953136180745,0.6157216799778438,0.3842783200221563,0.5100185640339069,0.4899814359660931,0.6304347781113638,0.3695652218886361,0.4964530926908938,0.5035469073091062,0.9260642551649452,0.07393574483505495,0.519364547951873,0.480635452048127,0.6163027214125171,0.38369727858748287,0.5084180721879741,0.49158192781202587,0.6222001578131361,0.3777998421868639,0.4955795696642168,0.5044204303357832,0.9117978435879452,0.08820215641205471,0.5054990428159043,0.4945009571840957,0.5911877683789046,0.40881223162109537,0.4945296307696932,0.5054703692303067,0.6232827693902333,0.3767172306097667,0.5058424705954394,0.4941575294045606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
