county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.uss_16_rep_gra,vap_white.uss_16_dem_jud,vap_black.uss_16_rep_gra,vap_black.uss_16_dem_jud,vap_hisp.uss_16_rep_gra,vap_hisp.uss_16_dem_jud,vap_asian.uss_16_rep_gra,vap_asian.uss_16_dem_jud,vap_aian.uss_16_rep_gra,vap_aian.uss_16_dem_jud,vap_oth_b.uss_16_rep_gra,vap_oth_b.uss_16_dem_jud,vap_white.gov_18_rep_rey,vap_white.gov_18_dem_hub,vap_black.gov_18_rep_rey,vap_black.gov_18_dem_hub,vap_hisp.gov_18_rep_rey,vap_hisp.gov_18_dem_hub,vap_asian.gov_18_rep_rey,vap_asian.gov_18_dem_hub,vap_aian.gov_18_rep_rey,vap_aian.gov_18_dem_hub,vap_oth_b.gov_18_rep_rey,vap_oth_b.gov_18_dem_hub,vap_white.sos_18_rep_pat,vap_white.sos_18_dem_dej,vap_black.sos_18_rep_pat,vap_black.sos_18_dem_dej,vap_hisp.sos_18_rep_pat,vap_hisp.sos_18_dem_dej,vap_asian.sos_18_rep_pat,vap_asian.sos_18_dem_dej,vap_aian.sos_18_rep_pat,vap_aian.sos_18_dem_dej,vap_oth_b.sos_18_rep_pat,vap_oth_b.sos_18_dem_dej,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_white.uss_20_rep_ern,vap_white.uss_20_dem_gre,vap_black.uss_20_rep_ern,vap_black.uss_20_dem_gre,vap_hisp.uss_20_rep_ern,vap_hisp.uss_20_dem_gre,vap_asian.uss_20_rep_ern,vap_asian.uss_20_dem_gre,vap_aian.uss_20_rep_ern,vap_aian.uss_20_dem_gre,vap_oth_b.uss_20_rep_ern,vap_oth_b.uss_20_dem_gre
Adair County,19001001001,0.7721026363181005,0.2278973636818995,0.509629047329617,0.49037095267038294,0.4987301707704798,0.5012698292295201,0.5046537580040897,0.4953462419959103,0.4978598575757896,0.5021401424242103,0.5213550212083589,0.47864497879164114,0.8112380193443934,0.18876198065560656,0.5000287156320562,0.49997128436794386,0.5080741679433882,0.4919258320566117,0.486347245797594,0.5136527542024061,0.4889364010762335,0.5110635989237665,0.5076765336437195,0.49232346635628055,0.7560273640915902,0.24397263590840979,0.5094345092346076,0.49056549076539235,0.48274460189060664,0.5172553981093934,0.50088716018227,0.4991128398177301,0.4993457889298092,0.5006542110701908,0.5101166939310849,0.489883306068915,0.789155658649466,0.21084434135053393,0.4721314333330191,0.5278685666669809,0.484375296006823,0.515624703993177,0.5115930758449018,0.48840692415509823,0.5030124034443356,0.49698759655566443,0.49606123747278613,0.5039387625272139,0.7597717544227711,0.24022824557722885,0.4966535890425412,0.5033464109574588,0.5007045635774796,0.49929543642252044,0.4917967943595072,0.5082032056404928,0.48169723031205697,0.5183027696879431,0.4944287026680401,0.5055712973319598,0.7583701095371139,0.24162989046288613,0.4832801196394855,0.5167198803605145,0.5005885907067625,0.4994114092932374,0.49761247782502,0.5023875221749801,0.49719842106641754,0.5028015789335825,0.4851791112092187,0.5148208887907814
Adair County,19001001002,0.7593587839504873,0.24064121604951272,0.5100163378196068,0.4899836621803932,0.5076012266534603,0.49239877334653964,0.5091357982770561,0.49086420172294387,0.49335293556308546,0.5066470644369145,0.5170972049389655,0.48290279506103445,0.7960749132935603,0.2039250867064397,0.5000971356156978,0.49990286438430226,0.5092786549131908,0.49072134508680926,0.4886579456953487,0.5113420543046513,0.4871517162155058,0.5128482837844942,0.5067710812166326,0.4932289187833674,0.7434623971628755,0.25653760283712446,0.5082034101539935,0.4917965898460065,0.48788364339256074,0.5121163566074393,0.4901461460628375,0.5098538539371624,0.4975828752575454,0.5024171247424546,0.5061876643929372,0.4938123356070629,0.7743416320746717,0.2256583679253283,0.4768295637834983,0.5231704362165017,0.4861974826600259,0.5138025173399741,0.5112840338381747,0.4887159661618253,0.5090946663466368,0.49090533365336314,0.4937227443000207,0.5062772556999793,0.7471145425195878,0.25288545748041225,0.4982681110303391,0.5017318889696609,0.489410881097669,0.510589118902331,0.4981413965330774,0.5018586034669227,0.4832704797162197,0.5167295202837803,0.4943384538131783,0.5056615461868217,0.744936319706995,0.255063680293005,0.48418553776161216,0.5158144622383879,0.5034580708701012,0.49654192912989875,0.49659930706625893,0.503400692933741,0.5013178193532538,0.49868218064674613,0.4921309506911138,0.5078690493088862
Adair County,19001001003,0.7666483829250234,0.23335161707497667,0.5007321931285147,0.49926780687148536,0.4959580693666045,0.5040419306333955,0.5041934584904277,0.49580654150957226,0.49982603938917114,0.5001739606108289,0.5258501053073161,0.47414989469268387,0.8070524068074572,0.19294759319254287,0.4960871913694652,0.5039128086305348,0.5147883844716624,0.4852116155283376,0.4846819637443233,0.5153180362556767,0.48104373461818617,0.5189562653818138,0.5062172849242583,0.49378271507574173,0.7518168263579217,0.24818317364207837,0.5058968190256654,0.4941031809743346,0.4860620736845157,0.5139379263154843,0.4965481196399102,0.5034518803600898,0.49589400822044416,0.5041059917795558,0.5115138113236319,0.488486188676368,0.7834093357774491,0.2165906642225509,0.4775602178155702,0.5224397821844299,0.48617923001437524,0.5138207699856245,0.5150804748397491,0.484919525160251,0.5102931059709236,0.48970689402907647,0.496965998967924,0.5030340010320761,0.7570409032665533,0.2429590967334468,0.4969142618030418,0.5030857381969582,0.4903457848679179,0.5096542151320821,0.4980910634617103,0.5019089365382897,0.48407490824333715,0.5159250917566629,0.49351482574227923,0.5064851742577208,0.7540526836794113,0.24594731632058878,0.49176384215478314,0.5082361578452168,0.5012898395667611,0.4987101604332389,0.5026697719872787,0.49733022801272125,0.4970918281896864,0.5029081718103136,0.4999092073040766,0.5000907926959234
Adair County,19001001004,0.7508601149790991,0.24913988502090093,0.49747394383983323,0.5025260561601668,0.4978988441495087,0.5021011558504913,0.5176608038910786,0.48233919610892145,0.4939574063641182,0.5060425936358818,0.550948168466617,0.449051831533383,0.801259395961623,0.19874060403837707,0.5096487601482811,0.4903512398517189,0.511265867112185,0.488734132887815,0.501734895821996,0.4982651041780039,0.4859013794270698,0.5140986205729302,0.5373908419690024,0.46260915803099756,0.7317274800832667,0.2682725199167333,0.5133088764973724,0.4866911235026275,0.48554000497154504,0.514459995028455,0.4982653734727974,0.5017346265272026,0.49654496515815033,0.5034550348418497,0.5405910307696226,0.4594089692303774,0.7669093612529461,0.23309063874705388,0.47982193180331356,0.5201780681966864,0.4829694251989306,0.5170305748010694,0.5196391759280496,0.4803608240719503,0.5020136989436462,0.4979863010563538,0.5296420722882568,0.4703579277117433,0.7641035260107726,0.23589647398922747,0.500662879874515,0.4993371201254851,0.4945077382978796,0.5054922617021204,0.5054173093456314,0.49458269065436855,0.48011724462287814,0.5198827553771219,0.5147286153574413,0.48527138464255865,0.757451507895964,0.24254849210403598,0.4828236752620836,0.5171763247379164,0.501336323188947,0.49866367681105295,0.5054166016820822,0.49458339831791776,0.48765260090644885,0.5123473990935512,0.5251231948824772,0.4748768051175229
Adair County,19001001005,0.6751198609677878,0.3248801390322123,0.5014724324748013,0.49852756752519867,0.4904276243010985,0.5095723756989016,0.5066679262343852,0.49333207376561455,0.5007786160830306,0.4992213839169693,0.5213028178516761,0.47869718214832396,0.7434473720173455,0.25655262798265455,0.4998460433400698,0.5001539566599301,0.5082966823791698,0.4917033176208302,0.4815969446433003,0.5184030553566997,0.48876402341718117,0.5112359765828188,0.502777968781293,0.49722203121870706,0.6520177280430511,0.3479822719569489,0.5036246490725765,0.49637535092742346,0.48529550296269836,0.5147044970373017,0.49808167331486664,0.5019183266851334,0.4936086601454005,0.5063913398545995,0.514305358792874,0.4856946412071258,0.6763553066787964,0.3236446933212036,0.48351991563734714,0.5164800843626528,0.4809702432330124,0.5190297567669876,0.5109351278891006,0.4890648721108993,0.5051800133718304,0.4948199866281696,0.49607581102969023,0.5039241889703098,0.7179724554692585,0.2820275445307416,0.49469036870248667,0.5053096312975133,0.4969319645766773,0.5030680354233227,0.49807551917956455,0.5019244808204354,0.48023599245305754,0.5197640075469424,0.49245643566111813,0.5075435643388817,0.7017594794084708,0.29824052059152917,0.48546781643952863,0.5145321835604714,0.5054482203794596,0.4945517796205404,0.4966657865897069,0.5033342134102929,0.4928491413548622,0.5071508586451378,0.49648908914558737,0.5035109108544127
Adair County,19001001006,0.6583619067295363,0.3416380932704639,0.50172878483945,0.49827121516055,0.49530457976135167,0.5046954202386483,0.5091237094840997,0.4908762905159003,0.49549825903289835,0.5045017409671017,0.5106602426547433,0.4893397573452567,0.7380084277083309,0.2619915722916693,0.500616762232555,0.499383237767445,0.5046619795999875,0.4953380204000125,0.4849741969126157,0.5150258030873843,0.48676500913971227,0.5132349908602877,0.5021760579321001,0.49782394206789987,0.6341143817400089,0.36588561825999133,0.5130952750974942,0.4869047249025058,0.4861277616201409,0.5138722383798591,0.49612619122107376,0.5038738087789262,0.49504172483905873,0.5049582751609413,0.5089612068423928,0.49103879315760723,0.656384134889778,0.34361586511022224,0.47638157524840963,0.5236184247515904,0.48293779538168696,0.517062204618313,0.5178695721985104,0.4821304278014896,0.5081381141629434,0.49186188583705653,0.4916424815149742,0.5083575184850259,0.7185511547019673,0.2814488452980329,0.4979725070356367,0.5020274929643633,0.48965725998731713,0.5103427400126829,0.5011859145214493,0.4988140854785506,0.48389307114031155,0.5161069288596885,0.48880302318587887,0.5111969768141211,0.697336958902927,0.3026630410970732,0.4910676443283485,0.5089323556716515,0.4984651034699224,0.5015348965300777,0.4918117253341735,0.5081882746658265,0.49616249317112004,0.50383750682888,0.4879163038342554,0.5120836961657446
Adair County,19001001007,0.6557607411567731,0.3442392588432269,0.49601221490507835,0.5039877850949217,0.48818231346272867,0.5118176865372713,0.5010525374901269,0.49894746250987315,0.48895621826438873,0.5110437817356113,0.5179554095817529,0.4820445904182471,0.7329279169331414,0.26707208306685853,0.4988850279752492,0.5011149720247507,0.5086262839843955,0.4913737160156046,0.4865516045181183,0.5134483954818817,0.48437046293692776,0.5156295370630722,0.500123025535635,0.4998769744643649,0.6320023329519683,0.3679976670480317,0.5130495341830037,0.48695046581699625,0.48538617460936806,0.5146138253906319,0.5008897146103021,0.49911028538969787,0.4967678216132827,0.5032321783867173,0.5073011472135999,0.49269885278640013,0.6529763927111452,0.3470236072888548,0.470449383471186,0.529550616528814,0.4842437643747342,0.5157562356252657,0.5091419991524592,0.49085800084754083,0.4979375724995621,0.5020624275004378,0.49307318215570045,0.5069268178442996,0.7138659880400972,0.2861340119599028,0.4977751906519644,0.5022248093480356,0.49238149811663,0.50761850188337,0.4960171149523726,0.5039828850476273,0.47851380586677233,0.5214861941332277,0.49429623079464746,0.5057037692053525,0.6936267656437575,0.3063732343562425,0.4868157250507906,0.5131842749492094,0.5006161878073755,0.49938381219262445,0.5007022052242137,0.4992977947757863,0.4929043446816495,0.5070956553183504,0.49073374157470795,0.509266258425292
Adair County,19001001008,0.6518141875722672,0.3481858124277328,0.49998263245851376,0.5000173675414863,0.49084108307376373,0.5091589169262363,0.5099472253322807,0.4900527746677194,0.4995189895073066,0.5004810104926933,0.5181265491513579,0.4818734508486418,0.7257723454570146,0.2742276545429854,0.49904331291674514,0.5009566870832548,0.5094936205092301,0.4905063794907699,0.49319734544208726,0.5068026545579127,0.48664238850305974,0.5133576114969403,0.503735820993436,0.4962641790065639,0.6302503983173292,0.36974960168267074,0.5148903855821924,0.4851096144178077,0.483620999605051,0.516379000394949,0.49633630024102643,0.5036636997589735,0.4935854341980604,0.5064145658019397,0.5085181408927563,0.4914818591072435,0.6509978455118974,0.3490021544881026,0.4861293846424312,0.5138706153575687,0.48541307891269947,0.5145869210873005,0.5097188661127687,0.49028113388723127,0.5052759911401006,0.4947240088598995,0.48954366616963785,0.5104563338303619,0.7066893145897837,0.2933106854102164,0.49818999494825594,0.501810005051744,0.49068396054650415,0.5093160394534958,0.5006508668990067,0.49934913310099327,0.4843068151412257,0.5156931848587744,0.4914844804287879,0.5085155195712119,0.6873939077854077,0.3126060922145924,0.4837316688833636,0.5162683311166364,0.4982231010174766,0.5017768989825234,0.49919738380679535,0.5008026161932047,0.48893529544674513,0.5110647045532548,0.4950026646890386,0.5049973353109612
Adair County,19001001009,0.6580906110476827,0.34190938895231726,0.4988640230975512,0.5011359769024488,0.4897424420150883,0.5102575579849117,0.5034150890216187,0.4965849109783813,0.49941273487381715,0.500587265126183,0.5143858266911928,0.48561417330880724,0.7369779809002204,0.2630220190997797,0.50390243845193206,0.49609756154806794,0.5091312600235409,0.4908687399764591,0.4902001508508963,0.5097998491491037,0.4867483551348005,0.5132516448651997,0.5018107074973255,0.49818929250267446,0.6351451202032687,0.36485487979673126,0.5106364299542052,0.4893635700457948,0.4870163159554046,0.5129836840445954,0.49681307795244,0.50318692204756,0.4949469461870433,0.505053053812957,0.5082085121156492,0.4917914878843508,0.6570647505386042,0.34293524946139575,0.48073390254313575,0.5192660974568643,0.4833786470388319,0.5166213529611681,0.5079777743816754,0.49202222561832465,0.5108761250071442,0.48912387499285603,0.491295051005099,0.5087049489949009,0.717973985463123,0.28202601453687703,0.49858215128935407,0.5014178487106459,0.48756032462746246,0.5124396753725375,0.4970547683004035,0.5029452316995965,0.48640623930388655,0.5135937606961136,0.48797520608034683,0.5120247939196532,0.6957831553400096,0.3042168446599905,0.4880505527164709,0.5119494472835291,0.5039385654947169,0.49606143450528306,0.49972807959875704,0.5002719204012429,0.4957635158381801,0.5042364841618201,0.49036770239522925,0.5096322976047708
Adair County,19001001010,0.766609478781489,0.23339052121851106,0.5054400599974076,0.49455994000259246,0.49765151393714807,0.502348486062852,0.504369357569827,0.49563064243017296,0.49594970312824654,0.5040502968717534,0.5302395308637945,0.46976046913620545,0.8052601916522064,0.19473980834779356,0.5046983786293693,0.49530162137063066,0.5132099988156011,0.48679000118439886,0.48090816688230675,0.5190918331176932,0.4893409174241632,0.5106590825758368,0.5078159530897518,0.4921840469102482,0.7506269597775755,0.24937304022242446,0.5050728281339043,0.49492717186609564,0.49127046244193107,0.5087295375580689,0.4965998313426516,0.5034001686573484,0.4975583589757211,0.5024416410242789,0.5067387201027025,0.4932612798972975,0.7822480326476888,0.21775196735231114,0.47678090229804243,0.5232190977019576,0.4905681754035768,0.5094318245964232,0.5157400501774827,0.4842599498225173,0.5047748822229946,0.4952251177770054,0.49653241085972893,0.503467589140271,0.7544925979212433,0.24550740207875663,0.49915157654208264,0.5008484234579174,0.4967876766297668,0.5032123233702332,0.4949455671371692,0.5050544328628308,0.4765482791683568,0.5234517208316432,0.49220924501884544,0.5077907549811546,0.7519020222167695,0.24809797778323053,0.492683367291697,0.507316632708303,0.5074178636294007,0.49258213637059933,0.5042408530717586,0.49575914692824136,0.49423767234781046,0.5057623276521895,0.4952955914217953,0.5047044085782048
