county,race,cand,mean,sd,ci_95_lower,ci_95_upper
Acadia Parish,vap_white,pre_16_rep_tru,0.9481902691536043,0.006291038498643662,0.9352233705427039,0.9589332107121986
Acadia Parish,vap_white,pre_16_dem_cli,0.05180973084639569,0.006291038498643662,0.04106678928780139,0.06477662945729602
Acadia Parish,vap_black,pre_16_rep_tru,0.11209249647143783,0.029702690263546293,0.06499015198120917,0.17843990962215295
Acadia Parish,vap_black,pre_16_dem_cli,0.8879075035285622,0.029702690263546293,0.8215600903778469,0.9350098480187908
Acadia Parish,vap_hisp,pre_16_rep_tru,0.390447519055653,0.12502959713226222,0.17971963373444608,0.6516683707124102
Acadia Parish,vap_hisp,pre_16_dem_cli,0.609552480944347,0.12502959713226222,0.3483316292875898,0.8202803662655539
Acadia Parish,vap_asian,pre_16_rep_tru,0.48186348854745087,0.1694550229096674,0.17344271332000963,0.8074116192571369
Acadia Parish,vap_asian,pre_16_dem_cli,0.5181365114525491,0.1694550229096674,0.19258838074286264,0.8265572866799904
Acadia Parish,vap_aian,pre_16_rep_tru,0.4888635909022543,0.17025979169143146,0.18687321810510688,0.8176859316944705
Acadia Parish,vap_aian,pre_16_dem_cli,0.5111364090977457,0.17025979169143146,0.1823140683055294,0.813126781894893
Acadia Parish,vap_oth_b,pre_16_rep_tru,0.3431048835080392,0.1362313917918637,0.11464472520855487,0.6314274200152017
Acadia Parish,vap_oth_b,pre_16_dem_cli,0.6568951164919608,0.1362313917918637,0.36857257998479825,0.885355274791445
Acadia Parish,vap_white,pre_20_rep_tru,0.9547828658316599,0.00581657643007734,0.9422928219423373,0.9650220387924491
Acadia Parish,vap_white,pre_20_dem_bid,0.045217134168340035,0.005816576430077339,0.03497796120755075,0.05770717805766269
Acadia Parish,vap_black,pre_20_rep_tru,0.11734096509407112,0.02978660840955616,0.06543048275581663,0.18069582053269537
Acadia Parish,vap_black,pre_20_dem_bid,0.8826590349059289,0.02978660840955616,0.8193041794673046,0.9345695172441834
Acadia Parish,vap_hisp,pre_20_rep_tru,0.4577040184671616,0.12991366593049958,0.21584694536326143,0.7122349505777823
Acadia Parish,vap_hisp,pre_20_dem_bid,0.5422959815328384,0.12991366593049958,0.2877650494222178,0.7841530546367387
Acadia Parish,vap_asian,pre_20_rep_tru,0.48417350000692383,0.17178688595961472,0.174838881847531,0.8294661694902264
Acadia Parish,vap_asian,pre_20_dem_bid,0.5158264999930762,0.17178688595961472,0.17053383050977355,0.825161118152469
Acadia Parish,vap_aian,pre_20_rep_tru,0.5022974638072834,0.18749404623318824,0.16940510186677943,0.8723836645156846
Acadia Parish,vap_aian,pre_20_dem_bid,0.49770253619271665,0.18749404623318824,0.12761633548431522,0.8305948981332205
Acadia Parish,vap_oth_b,pre_20_rep_tru,0.35440965240596617,0.14220760367248744,0.11779380606042476,0.6656913839770261
Acadia Parish,vap_oth_b,pre_20_dem_bid,0.6455903475940338,0.14220760367248744,0.3343086160229738,0.8822061939395752
Allen Parish,vap_white,pre_16_rep_tru,0.9135404023356157,0.01180324404849016,0.888918990807483,0.9353307754096664
Allen Parish,vap_white,pre_16_dem_cli,0.08645959766438421,0.01180324404849016,0.06466922459033367,0.11108100919251687
Allen Parish,vap_black,pre_16_rep_tru,0.07508436062795214,0.030559300429793632,0.02745562654635743,0.14543908726688043
Allen Parish,vap_black,pre_16_dem_cli,0.9249156393720479,0.030559300429793632,0.8545609127331195,0.9725443734536426
Allen Parish,vap_hisp,pre_16_rep_tru,0.6329266981476709,0.10515804416812745,0.4218317831396997,0.8344584112055654
Allen Parish,vap_hisp,pre_16_dem_cli,0.3670733018523292,0.10515804416812745,0.1655415887944346,0.5781682168603003
Allen Parish,vap_asian,pre_16_rep_tru,0.48368826650312013,0.17287825524156752,0.16433087507940958,0.8122980605678894
Allen Parish,vap_asian,pre_16_dem_cli,0.5163117334968799,0.17287825524156752,0.18770193943211055,0.8356691249205904
Allen Parish,vap_aian,pre_16_rep_tru,0.6063616481684154,0.12446654397567543,0.3527176289985781,0.8369235185186493
Allen Parish,vap_aian,pre_16_dem_cli,0.39363835183158463,0.12446654397567543,0.16307648148135062,0.6472823710014218
Allen Parish,vap_oth_b,pre_16_rep_tru,0.5951282362324625,0.14675858425948116,0.30998849337689094,0.8715755736354617
Allen Parish,vap_oth_b,pre_16_dem_cli,0.40487176376753753,0.14675858425948116,0.12842442636453819,0.6900115066231091
Allen Parish,vap_white,pre_20_rep_tru,0.9255738813823965,0.012696190938007801,0.897919421317121,0.9481053512725782
Allen Parish,vap_white,pre_20_dem_bid,0.07442611861760344,0.0126961909380078,0.05189464872742189,0.10208057868287905
Allen Parish,vap_black,pre_20_rep_tru,0.08780538868151078,0.03594368230523398,0.03251356501154584,0.17076663185022686
Allen Parish,vap_black,pre_20_dem_bid,0.9121946113184892,0.03594368230523398,0.8292333681497731,0.9674864349884542
Allen Parish,vap_hisp,pre_20_rep_tru,0.6228602093111949,0.10810423408993673,0.4068512630860532,0.8304289499280311
Allen Parish,vap_hisp,pre_20_dem_bid,0.37713979068880515,0.10810423408993673,0.16957105007196896,0.5931487369139468
Allen Parish,vap_asian,pre_20_rep_tru,0.5166767088870758,0.15624474023997495,0.2138874336591805,0.8073046306164438
Allen Parish,vap_asian,pre_20_dem_bid,0.48332329111292416,0.15624474023997495,0.1926953693835563,0.7861125663408196
Allen Parish,vap_aian,pre_20_rep_tru,0.6345699290132749,0.12964397311912235,0.38083342420387867,0.8854800394004617
Allen Parish,vap_aian,pre_20_dem_bid,0.36543007098672514,0.12964397311912235,0.11451996059953826,0.6191665757961213
Allen Parish,vap_oth_b,pre_20_rep_tru,0.6207494439862895,0.12299165976782542,0.3720294329403445,0.8490354126770299
