county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_white.uss_18_dem_men,vap_white.uss_18_rep_hug,vap_black.uss_18_dem_men,vap_black.uss_18_rep_hug,vap_hisp.uss_18_dem_men,vap_hisp.uss_18_rep_hug,vap_oth.uss_18_dem_men,vap_oth.uss_18_rep_hug,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_white.uss_20_dem_boo,vap_white.uss_20_rep_meh,vap_black.uss_20_dem_boo,vap_black.uss_20_rep_meh,vap_hisp.uss_20_dem_boo,vap_hisp.uss_20_rep_meh,vap_oth.uss_20_dem_boo,vap_oth.uss_20_rep_meh
Atlantic County,34001005101,0.3141723930421402,0.6858276069578598,0.9248654486646684,0.07513455133533166,0.9147695447766443,0.08523045522335565,0.8261693996200297,0.17383060037997028,0.2702374655358198,0.7297625344641802,0.9143596168570782,0.08564038314292177,0.8796992195064108,0.12030078049358917,0.7145055719469712,0.2854944280530288,0.40588788128487097,0.594112118715129,0.805752826630275,0.19424717336972494,0.7406684773522458,0.2593315226477541,0.686095896201544,0.31390410379845596,0.4187419852083846,0.5812580147916153,0.8112671765200158,0.1887328234799842,0.7492105123234037,0.2507894876765963,0.7019951145230007,0.2980048854769994
Atlantic County,34001005102,0.30508212234241106,0.694917877657589,0.9363366804930388,0.06366331950696122,0.9209772383547813,0.07902276164521872,0.8322522304750966,0.16774776952490347,0.3343503662337058,0.6656496337662942,0.9201297514935176,0.07987024850648235,0.8847767808534468,0.11522321914655315,0.7321237600680439,0.2678762399319561,0.36514383611006257,0.6348561638899375,0.8005361845484988,0.19946381545150116,0.7087182016333737,0.2912817983666262,0.6868959704610141,0.31310402953898586,0.37289568476758606,0.627104315232414,0.8103747705093775,0.1896252294906226,0.7544266979029511,0.24557330209704892,0.6901344005490145,0.30986559945098546
Atlantic County,34001005103,0.2807722112617184,0.7192277887382816,0.9145485363882608,0.08545146361173918,0.9299131305255026,0.07008686947449734,0.8221925079242529,0.17780749207574706,0.24363588291052918,0.7563641170894708,0.9187887145594341,0.08121128544056593,0.8657133182411155,0.1342866817588845,0.6979427041447,0.30205729585529995,0.403143731034181,0.596856268965819,0.808581455717998,0.19141854428200203,0.728578435711787,0.2714215642882129,0.6931305871703783,0.30686941282962166,0.4140833441904732,0.5859166558095268,0.8213875856546907,0.17861241434530922,0.7371420015991899,0.26285799840081014,0.7045003139302835,0.2954996860697165
Atlantic County,34001005201,0.27886069740819946,0.7211393025918005,0.9160395846732412,0.08396041532675882,0.908247018848424,0.09175298115157603,0.8284650235108428,0.17153497648915722,0.21669662965924963,0.7833033703407504,0.9176713684822809,0.08232863151771912,0.8669877742452831,0.1330122257547169,0.6933206156971766,0.30667938430282343,0.4257065036664398,0.5742934963335602,0.8173487188827995,0.18265128111720047,0.7409317780174103,0.2590682219825898,0.6943607784720282,0.30563922152797185,0.4251668683013121,0.5748331316986879,0.8244551615299998,0.17554483847000027,0.7642282382173968,0.23577176178260315,0.7072929587314246,0.29270704126857533
Atlantic County,34001005202,0.2794620785801974,0.7205379214198027,0.9049792679781287,0.09502073202187138,0.9002010408025723,0.09979895919742769,0.7804253858100753,0.2195746141899247,0.2778179898090818,0.7221820101909182,0.9303072884207377,0.06969271157926228,0.8668817786223734,0.13311822137762658,0.7186741013793105,0.2813258986206894,0.360671095097099,0.639328904902901,0.7086251812937594,0.2913748187062406,0.6049911011692899,0.3950088988307101,0.48359807709145614,0.5164019229085438,0.3469208360061696,0.6530791639938304,0.7018625426700065,0.29813745732999347,0.6433888610565025,0.35661113894349755,0.5035949670758099,0.4964050329241901
Atlantic County,34001005203,0.3597214167424013,0.6402785832575987,0.9292768640754889,0.07072313592451109,0.912203222784688,0.08779677721531204,0.8325583501932575,0.16744164980674245,0.3355706260156787,0.6644293739843213,0.9276959158213359,0.07230408417866403,0.8821848052075129,0.11781519479248716,0.7260205712070061,0.2739794287929938,0.477134821119284,0.522865178880716,0.8095160434171906,0.19048395658280934,0.7431323092582469,0.2568676907417531,0.6959468775904509,0.304053122409549,0.4796974348984458,0.5203025651015543,0.8212087050479729,0.17879129495202703,0.7647806638079702,0.23521933619202984,0.7123799911948596,0.2876200088051404
Atlantic County,34001010101,0.43451252045529537,0.5654874795447047,0.9859667796159953,0.014033220384004631,0.9620203770150242,0.037979622984975814,0.9010497092673138,0.09895029073268621,0.33698652715297,0.6630134728470299,0.9792257342180393,0.02077426578196078,0.9124240638700705,0.08757593612992949,0.7714538532186888,0.22854614678131127,0.4408772878288573,0.5591227121711427,0.9230610279300238,0.07693897206997626,0.7966866051968556,0.20331339480314434,0.738488565505681,0.2615114344943191,0.4520401388637725,0.5479598611362275,0.940039922162704,0.05996007783729598,0.8373186467793017,0.16268135322069832,0.766173860795611,0.233826139204389
Atlantic County,34001010102,0.4169313108281265,0.5830686891718735,0.9865974107306669,0.013402589269333033,0.9748590810749167,0.025140918925083276,0.887365345758632,0.11263465424136798,0.37405256841389856,0.6259474315861014,0.9876357706842317,0.012364229315768192,0.9529943137786271,0.04700568622137287,0.8005782584097018,0.1994217415902982,0.41571756898196305,0.584282431018037,0.8966335347574536,0.10336646524254628,0.7635801757379522,0.23641982426204777,0.685064153582423,0.31493584641757677,0.41535615439939205,0.584643845600608,0.9173324370181216,0.08266756298187829,0.818284787345547,0.18171521265445295,0.7070793036809856,0.29292069631901424
Atlantic County,34001010103,0.47811227189345357,0.5218877281065466,0.9843864624854862,0.015613537514513753,0.9720401118761083,0.027959888123891746,0.9269427411634781,0.07305725883652196,0.5099693712834427,0.49003062871655756,0.9878783683409694,0.01212163165903052,0.9638665213389888,0.03613347866101122,0.8884595140249754,0.11154048597502461,0.4461184051502747,0.5538815948497255,0.9180926165634536,0.08190738343654634,0.83373087144448,0.16626912855551998,0.7808116155058669,0.21918838449413316,0.4644637391892552,0.535536260810745,0.9358681042943177,0.06413189570568235,0.8799848435532884,0.12001515644671151,0.8105146887588314,0.18948531124116863
Atlantic County,34001010104,0.47339352708058297,0.526606472919417,0.9920422799747118,0.007957720025288162,0.9819430551831249,0.018056944816875118,0.9054192120771345,0.09458078792286545,0.31629585587163594,0.6837041441283641,0.9807795907943478,0.01922040920565213,0.9353748451042472,0.06462515489575284,0.7467881061459495,0.2532118938540505,0.4115149434098752,0.5884850565901248,0.8799592250801789,0.1200407749198211,0.7409178273918665,0.2590821726081335,0.6804405368745179,0.3195594631254821,0.41065876035165233,0.5893412396483476,0.9040963178030944,0.09590368219690562,0.7769798757970314,0.22302012420296863,0.695746074617153,0.304253925382847
