county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru
Alameda County,06001451704,0.4771699688909019,0.5228300311090981,0.964260935801779,0.03573906419822099,0.9406904408189136,0.059309559181086324,0.8026542362111933,0.19734576378880675,0.5407859122033917,0.4592140877966084,0.9576148759098116,0.04238512409018827,0.8729635067845172,0.12703649321548288,0.7354507064800568,0.2645492935199432
Alameda County,06001981900,0.9843383076051397,0.015661692394860205,0.9600112245897932,0.03998877541020685,0.9702333302354988,0.029766669764501145,0.8234127191471304,0.1765872808528696,0.9844601640085036,0.015539835991496474,0.961522744364091,0.03847725563590897,0.8919501717630314,0.1080498282369686,0.7469225255050539,0.2530774744949461
Alameda County,06001982000,0.9729339081660426,0.027066091833957327,0.9698052503602339,0.03019474963976605,0.9699986256389251,0.030001374361074827,0.8436156072580838,0.15638439274191618,0.9837766822513057,0.016223317748694357,0.9712226655068635,0.02877733449313648,0.9356172087225599,0.06438279127744002,0.8330259410111974,0.16697405898880252
Alameda County,06001982100,0.9831628745857716,0.01683712541422843,0.9691929192152882,0.030807080784711786,0.9709070316118332,0.029092968388166784,0.9068223128266744,0.09317768717332565,0.9874872130057541,0.012512786994245899,0.9639013697801736,0.036098630219826365,0.9238699878143668,0.07613001218563316,0.8954831796993649,0.10451682030063512
Alameda County,06001983200,0.9882864580703605,0.011713541929639502,0.9742795497726244,0.02572045022737561,0.9585429789479745,0.04145702105202555,0.8951911923757887,0.10480880762421135,0.9932529832806043,0.006747016719395674,0.9782119794050147,0.02178802059498532,0.9183523104320472,0.08164768956795272,0.9076581504752707,0.09234184952472939
Amador County,06005000101,0.3576936143310902,0.6423063856689097,0.47840000851499065,0.5215999914850094,0.454814569394186,0.545185430605814,0.4925152924758702,0.5074847075241298,0.3760809011910399,0.6239190988089601,0.4710283426814847,0.5289716573185153,0.4517367952603667,0.5482632047396333,0.5180502004990988,0.4819497995009012
Amador County,06005000102,0.3584623198892766,0.6415376801107234,0.4778833825884606,0.5221166174115395,0.45966620690415305,0.540333793095847,0.491586545271137,0.508413454728863,0.375577629520744,0.624422370479256,0.4686890804453152,0.5313109195546848,0.46284773980390587,0.5371522601960942,0.5328854872496677,0.46711451275033233
Amador County,06005000201,0.3588041668477302,0.6411958331522698,0.47109452672139485,0.5289054732786052,0.45778803698327164,0.5422119630167284,0.4899020035647431,0.5100979964352569,0.38200172641625774,0.6179982735837423,0.471160137068238,0.528839862931762,0.46953534434149924,0.5304646556585008,0.5298145904701721,0.47018540952982796
Amador County,06005000202,0.40817270625512075,0.5918272937448792,0.4748522788164709,0.5251477211835291,0.4661900360819608,0.5338099639180391,0.49441669615391415,0.5055833038460859,0.40870174582686886,0.5912982541731311,0.46247738870931354,0.5375226112906865,0.467718791423986,0.532281208576014,0.5162194579037771,0.4837805420962229
Amador County,06005000301,0.26569124096408714,0.7343087590359129,0.4157384204563165,0.5842615795436835,0.3683127877605419,0.6316872122394581,0.47458134201997426,0.5254186579800257,0.2628506817850887,0.7371493182149113,0.4072635034905493,0.5927364965094507,0.340405632148422,0.659594367851578,0.4882011989726279,0.5117988010273721
Amador County,06005000303,0.29595166096210557,0.7040483390378944,0.4788346505899107,0.5211653494100893,0.453400241369712,0.546599758630288,0.48813206387765345,0.5118679361223466,0.29314100068143856,0.7068589993185614,0.46931982887435136,0.5306801711256487,0.4490257344964155,0.5509742655035845,0.5142946729382745,0.48570532706172553
Amador County,06005000304,0.28760848007271855,0.7123915199272814,0.47502535446470134,0.5249746455352987,0.4658452996740772,0.5341547003259228,0.48761844435646334,0.5123815556435367,0.2831153106740596,0.7168846893259404,0.4709409899333863,0.5290590100666137,0.4514804641402318,0.5485195358597682,0.5126256181581961,0.48737438184180387
