county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.uss_16_rep_mcc,vap_white.uss_16_dem_kir,vap_black.uss_16_rep_mcc,vap_black.uss_16_dem_kir,vap_hisp.uss_16_rep_mcc,vap_hisp.uss_16_dem_kir,vap_oth.uss_16_rep_mcc,vap_oth.uss_16_dem_kir,vap_white.uss_18_rep_mcs,vap_white.uss_18_dem_sin,vap_black.uss_18_rep_mcs,vap_black.uss_18_dem_sin,vap_hisp.uss_18_rep_mcs,vap_hisp.uss_18_dem_sin,vap_oth.uss_18_rep_mcs,vap_oth.uss_18_dem_sin,vap_white.gov_18_rep_duc,vap_white.gov_18_dem_gar,vap_black.gov_18_rep_duc,vap_black.gov_18_dem_gar,vap_hisp.gov_18_rep_duc,vap_hisp.gov_18_dem_gar,vap_oth.gov_18_rep_duc,vap_oth.gov_18_dem_gar,vap_white.atg_18_rep_brn,vap_white.atg_18_dem_con,vap_black.atg_18_rep_brn,vap_black.atg_18_dem_con,vap_hisp.atg_18_rep_brn,vap_hisp.atg_18_dem_con,vap_oth.atg_18_rep_brn,vap_oth.atg_18_dem_con,vap_white.sos_18_rep_gay,vap_white.sos_18_dem_hob,vap_black.sos_18_rep_gay,vap_black.sos_18_dem_hob,vap_hisp.sos_18_rep_gay,vap_hisp.sos_18_dem_hob,vap_oth.sos_18_rep_gay,vap_oth.sos_18_dem_hob,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_white.uss_20_dem_kel,vap_white.uss_20_rep_mcs,vap_black.uss_20_dem_kel,vap_black.uss_20_rep_mcs,vap_hisp.uss_20_dem_kel,vap_hisp.uss_20_rep_mcs,vap_oth.uss_20_dem_kel,vap_oth.uss_20_rep_mcs
Apache County,04001000005,0.8405414298383918,0.15945857016160828,0.5360696963730391,0.4639303036269608,0.6550080599004475,0.3449919400995525,0.13048173945521957,0.8695182605447804,0.811769676579176,0.18823032342082402,0.5202382191104897,0.4797617808895103,0.5796221280441234,0.4203778719558766,0.15802724364794082,0.8419727563520591,0.7696916690667718,0.23030833093322828,0.5156577013848523,0.4843422986151477,0.5704932096946507,0.42950679030534933,0.1594109433153504,0.8405890566846496,0.8697343880528684,0.13026561194713154,0.5987836510209713,0.4012163489790287,0.6298043147097149,0.37019568529028507,0.198294914174585,0.801705085825415,0.8176240430120205,0.18237595698797943,0.5322194473803901,0.46778055261960994,0.5747341773015454,0.4252658226984546,0.17253789795512994,0.82746210204487,0.7822360764444511,0.21776392355554888,0.49967162219320904,0.500328377806791,0.5571666191740384,0.4428333808259616,0.14855455140104887,0.8514454485989511,0.19200376521046744,0.8079962347895325,0.4925428607656927,0.5074571392343072,0.398879201907553,0.601120798092447,0.8355895037597584,0.16441049624024162,0.1990728518647463,0.8009271481352537,0.4586801145866464,0.5413198854133536,0.41879396936611285,0.5812060306338872,0.8376098225548242,0.1623901774451758
Apache County,04001000010,0.7937400122746758,0.20625998772532417,0.5411017850979664,0.4588982149020337,0.6786278436190604,0.32137215638093963,0.07588408301143067,0.9241159169885693,0.7766193276814324,0.22338067231856765,0.5193745620973204,0.48062543790267964,0.6001683226294806,0.3998316773705194,0.0954276298173506,0.9045723701826494,0.7543325874088783,0.24566741259112168,0.5167944944264661,0.48320550557353387,0.5854408686798919,0.41455913132010813,0.1288589284646169,0.8711410715353831,0.8155678937001916,0.1844321062998084,0.6033275722300322,0.39667242776996786,0.6564912766305582,0.3435087233694418,0.15223515969500676,0.8477648403049932,0.7844608366463527,0.21553916335364728,0.53152090799033,0.46847909200967003,0.5972151650009808,0.4027848349990191,0.13514545356551413,0.8648545464344859,0.7711588077787377,0.22884119222126229,0.5020070159018077,0.4979929840981922,0.575095386360163,0.42490461363983695,0.10113524016458571,0.8988647598354143,0.21900222685949525,0.7809977731405048,0.4907230019065133,0.5092769980934867,0.37011844365122737,0.6298815563487726,0.894896439466476,0.105103560533524,0.2247077172272706,0.7752922827727294,0.45665121390761515,0.5433487860923848,0.4032471656751191,0.5967528343248809,0.8886980045483263,0.11130199545167374
Apache County,04001000015,0.8081010053376586,0.19189899466234142,0.5463815898856401,0.4536184101143599,0.6810179457326969,0.31898205426730314,0.043417682589144094,0.9565823174108559,0.7861005689380435,0.21389943106195655,0.5212510378098069,0.4787489621901931,0.5945224856291731,0.40547751437082685,0.08024348761221704,0.919756512387783,0.755081782448783,0.24491821755121707,0.5156029594728222,0.4843970405271778,0.5913530344670951,0.40864696553290486,0.09121346354795637,0.9087865364520437,0.8087670975051097,0.1912329024948903,0.5970373568370804,0.4029626431629196,0.6547926228864765,0.3452073771135234,0.10012099611338743,0.8998790038866126,0.7991750722837752,0.20082492771622484,0.5313529776481507,0.4686470223518493,0.5953446733590355,0.40465532664096443,0.12110372096526684,0.8788962790347332,0.7757539403971003,0.22424605960289967,0.500377740855178,0.4996222591448219,0.5740763369831842,0.4259236630168158,0.06978961855620551,0.9302103814437945,0.22377158852956258,0.7762284114704374,0.49741805895887525,0.5025819410411247,0.36937998611070416,0.6306200138892959,0.9411055223148004,0.058894477685199655,0.22943276782081906,0.770567232179181,0.4604208881913705,0.5395791118086295,0.3949977726556704,0.6050022273443296,0.9335599403867426,0.06644005961325734
Apache County,04001000020,0.9159497828622541,0.0840502171377459,0.543401634325496,0.45659836567450396,0.6638610791831128,0.33613892081688723,0.1240638554997946,0.8759361445002054,0.8128417776143295,0.18715822238567043,0.5199813703421929,0.4800186296578071,0.581598458781988,0.41840154121801204,0.15193759276216662,0.8480624072378334,0.8477954894497932,0.15220451055020678,0.5190115173591826,0.4809884826408174,0.5635307828721231,0.43646921712787695,0.16141017362783625,0.8385898263721637,0.9226282737532207,0.07737172624677935,0.5980649363038822,0.4019350636961178,0.6164252249507367,0.38357477504926335,0.19610114156314123,0.8038988584368588,0.8621809571585048,0.13781904284149513,0.5250046863557315,0.4749953136442685,0.5816043289448029,0.41839567105519715,0.1670231644748633,0.8329768355251367,0.8505017570958792,0.1494982429041208,0.49540575758585026,0.5045942424141497,0.5610750209560019,0.4389249790439981,0.15002391664998915,0.8499760833500108,0.09991424114345697,0.9000857588565431,0.49019370990347627,0.5098062900965237,0.40635746804744216,0.5936425319525579,0.8366724767145058,0.16332752328549416,0.1319921411242656,0.8680078588757344,0.4670953688420995,0.5329046311579004,0.41867730380172224,0.5813226961982777,0.8415996658341154,0.1584003341658846
Apache County,04001000025,0.7841355737370613,0.2158644262629386,0.5399210171241413,0.46007898287585863,0.6880220333337161,0.31197796666628386,0.07114188867800593,0.928858111321994,0.7720533651356246,0.2279466348643751,0.5221195209886376,0.47788047901136244,0.5960759592846077,0.40392404071539234,0.0772176132144035,0.9227823867855965,0.7560039930791547,0.24399600692084514,0.523080851864105,0.47691914813589503,0.5846931527186869,0.41530684728131306,0.1156397069836972,0.8843602930163028,0.8154303699761156,0.1845696300238841,0.599614493181853,0.40038550681814694,0.656509195878921,0.343490804121079,0.1741861358441161,0.8258138641558839,0.7893392668446516,0.21066073315534842,0.5266545117813521,0.47334548821864786,0.6018967112793232,0.39810328872067674,0.13700325089718254,0.8629967491028174,0.7726012427448491,0.22739875725515069,0.5091222602727665,0.4908777397272335,0.5855733063999199,0.4144266936000801,0.12087507725710443,0.8791249227428956,0.22130392441031196,0.778696075589688,0.495765557186414,0.504234442813586,0.36679059281353316,0.6332094071864669,0.8506078616721275,0.1493921383278725,0.23146573143345317,0.7685342685665468,0.4596079250835594,0.5403920749164406,0.40244034613970675,0.5975596538602933,0.8656225102438344,0.1343774897561656
Apache County,04001000030,0.982792394508026,0.01720760549197397,0.5448250134006635,0.45517498659933653,0.8568791491964398,0.14312085080356016,0.15131822218594357,0.8486817778140564,0.9596752250311397,0.040324774968860375,0.5256388376803912,0.4743611623196088,0.7054502640447617,0.2945497359552382,0.16632359759661206,0.8336764024033879,0.9527163227082777,0.04728367729172237,0.5188787733558131,0.48112122664418683,0.6705510545306573,0.3294489454693426,0.16995047462874824,0.8300495253712518,0.9687765629756901,0.031223437024309863,0.603057464243988,0.39694253575601196,0.7403834519885084,0.2596165480114916,0.21024595572263277,0.7897540442773672,0.9669514648666065,0.03304853513339341,0.5224476875773467,0.47755231242265334,0.7051646949892747,0.2948353050107253,0.1816397216373055,0.8183602783626945,0.9516876891543574,0.04831231084564254,0.5094829757872028,0.4905170242127972,0.6298651717091173,0.37013482829088273,0.15888479151252008,0.8411152084874799,0.039345829299573594,0.9606541707004264,0.48793322226252506,0.512066777737475,0.3079923971183802,0.6920076028816198,0.8242304170840196,0.17576958291598047,0.049416686786309755,0.9505833132136903,0.460430125602678,0.5395698743973221,0.34992916111238725,0.6500708388876127,0.8345448321152267,0.16545516788477327
Apache County,04001000035,0.7867581973816479,0.21324180261835216,0.5518274198500331,0.44817258014996686,0.6793250234275597,0.3206749765724403,0.07223968947869455,0.9277603105213055,0.7739323120845515,0.22606768791544854,0.5142047003057543,0.48579529969424573,0.5955748006040605,0.4044251993959394,0.11587472219630647,0.8841252778036935,0.7457242157446214,0.25427578425537856,0.5208017647835339,0.4791982352164661,0.5865560141852072,0.4134439858147928,0.11862956966094179,0.8813704303390582,0.8082256267902509,0.19177437320974916,0.6032633242173889,0.3967366757826111,0.6587322544886142,0.3412677455113858,0.20784657896396916,0.7921534210360308,0.7843990383499373,0.21560096165006265,0.5279152625418464,0.4720847374581536,0.5929039411304456,0.40709605886955436,0.13828234464602832,0.8617176553539717,0.7740790543029419,0.22592094569705815,0.5031748920398416,0.4968251079601584,0.5707998444094073,0.42920015559059266,0.10275468516457258,0.8972453148354275,0.22609933639306706,0.7739006636069329,0.4941205826627093,0.5058794173372907,0.36879129058309607,0.6312087094169039,0.8969448458336321,0.10305515416636785,0.23184980697247948,0.7681501930275205,0.46579473433428314,0.5342052656657168,0.3963205255005281,0.6036794744994719,0.9008715476952702,0.09912845230472979
Apache County,04001000040,0.779764801588479,0.2202351984115209,0.5404044062139047,0.45959559378609527,0.6865133582456815,0.31348664175431856,0.07589032568162375,0.9241096743183762,0.7774883483237629,0.22251165167623715,0.5123338737716316,0.48766612622836814,0.5972186713779385,0.4027813286220615,0.10825895971864469,0.8917410402813553,0.7590321944461461,0.24096780555385386,0.5227428802867875,0.47725711971321233,0.58479470323744,0.41520529676256,0.14674751910277647,0.8532524808972233,0.8046452772651912,0.19535472273480883,0.5961105616974585,0.40388943830254154,0.6565517695691022,0.3434482304308978,0.22261583083662723,0.7773841691633727,0.7947585282860387,0.20524147171396137,0.5274107595651256,0.47258924043487416,0.6011657219987928,0.3988342780012072,0.17907748073314975,0.82092251926685,0.7679025540098018,0.2320974459901982,0.5027945126597388,0.49720548734026093,0.577727510661603,0.42227248933839695,0.16437863528378382,0.835621364716216,0.21377417228777063,0.7862258277122294,0.4906229111400709,0.5093770888599292,0.36305359407442345,0.6369464059255765,0.8697029857191172,0.1302970142808827,0.23156226321076118,0.7684377367892388,0.4643858840278054,0.5356141159721945,0.4004720996426878,0.5995279003573122,0.876071077121471,0.12392892287852884
Apache County,04001000045,0.9219646835128704,0.07803531648712976,0.5441457375969222,0.4558542624030778,0.6540053489151788,0.3459946510848212,0.13107173430950794,0.8689282656904921,0.9209802058615956,0.07901979413840464,0.5122810397178807,0.48771896028211925,0.578246410822007,0.42175358917799305,0.15911564009357476,0.8408843599064252,0.9125118624882186,0.08748813751178164,0.5208192249566329,0.47918077504336704,0.5688242509576337,0.4311757490423664,0.15998352251124856,0.8400164774887514,0.9460248588338168,0.05397514116618338,0.6031046705155606,0.39689532948443934,0.6283594834114036,0.3716405165885965,0.20060075854571227,0.7993992414542878,0.9339353272468289,0.06606467275317125,0.5315886919356686,0.46841130806433134,0.5517060749918397,0.44829392500816034,0.16882621948464538,0.8311737805153546,0.9129927028183421,0.08700729718165809,0.5023782865574218,0.49762171344257816,0.542902659037005,0.457097340962995,0.14875139780676852,0.8512486021932315,0.07170460290369397,0.9282953970963063,0.48862033314048103,0.511379666859519,0.4004055372716897,0.5995944627283103,0.8291153320869912,0.17088466791300885,0.07791883471862653,0.9220811652813737,0.4633206547762608,0.5366793452237393,0.4370494320011985,0.5629505679988015,0.8416310349017496,0.15836896509825035
Apache County,04001000050,0.9512724641815866,0.04872753581841335,0.5453553221789931,0.454644677821007,0.7744391749670377,0.22556082503296224,0.13717511600557916,0.8628248839944208,0.9158761730248585,0.08412382697514159,0.5168918255909055,0.4831081744090945,0.6513270128659203,0.3486729871340797,0.16056765103349044,0.8394323489665095,0.9151695234600367,0.0848304765399633,0.521231465640355,0.47876853435964495,0.6444765122137789,0.3555234877862211,0.1599543041596096,0.8400456958403905,0.9661537068695182,0.033846293130481854,0.6001738510753734,0.39982614892462665,0.8170803640849019,0.18291963591509805,0.2118472437790877,0.7881527562209123,0.9487997901570502,0.05120020984294985,0.5310365880040215,0.46896341199597846,0.7010604201712832,0.2989395798287168,0.17876776298779334,0.8212322370122067,0.9391418588227544,0.06085814117724569,0.5048033676749157,0.49519663232508426,0.6837953843082508,0.3162046156917492,0.15859727808483673,0.8414027219151633,0.04878132022336527,0.9512186797766348,0.4873799203130405,0.5126200796869596,0.2549971604476957,0.7450028395523043,0.8177685821620697,0.18223141783793034,0.06940470481464923,0.9305952951853508,0.46398559381866267,0.5360144061813373,0.3422766540982971,0.6577233459017029,0.8360847529833035,0.16391524701669644
