county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_white.uss_18_dem_whi,vap_white.uss_18_rep_fla,vap_black.uss_18_dem_whi,vap_black.uss_18_rep_fla,vap_hisp.uss_18_dem_whi,vap_hisp.uss_18_rep_fla,vap_asian.uss_18_dem_whi,vap_asian.uss_18_rep_fla,vap_aian.uss_18_dem_whi,vap_aian.uss_18_rep_fla,vap_oth_b.uss_18_dem_whi,vap_oth_b.uss_18_rep_fla,vap_white.gov_18_dem_rai,vap_white.gov_18_rep_fun,vap_black.gov_18_dem_rai,vap_black.gov_18_rep_fun,vap_hisp.gov_18_dem_rai,vap_hisp.gov_18_rep_fun,vap_asian.gov_18_dem_rai,vap_asian.gov_18_rep_fun,vap_aian.gov_18_dem_rai,vap_aian.gov_18_rep_fun,vap_oth_b.gov_18_dem_rai,vap_oth_b.gov_18_rep_fun,vap_white.sos_18_dem_gor,vap_white.sos_18_rep_cor,vap_black.sos_18_dem_gor,vap_black.sos_18_rep_cor,vap_hisp.sos_18_dem_gor,vap_hisp.sos_18_rep_cor,vap_asian.sos_18_dem_gor,vap_asian.sos_18_rep_cor,vap_aian.sos_18_dem_gor,vap_aian.sos_18_rep_cor,vap_oth_b.sos_18_dem_gor,vap_oth_b.sos_18_rep_cor,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_white.uss_20_dem_ree,vap_white.uss_20_rep_wat,vap_black.uss_20_dem_ree,vap_black.uss_20_rep_wat,vap_hisp.uss_20_dem_ree,vap_hisp.uss_20_rep_wat,vap_asian.uss_20_dem_ree,vap_asian.uss_20_rep_wat,vap_aian.uss_20_dem_ree,vap_aian.uss_20_rep_wat,vap_oth_b.uss_20_dem_ree,vap_oth_b.uss_20_rep_wat
Bristol County,44001440101,0.6897685748223691,0.3102314251776309,0.5206965388088933,0.4793034611911066,0.48888899690820314,0.5111110030917969,0.4806325353098285,0.5193674646901715,0.5183086697101597,0.48169133028984035,0.5055744899995227,0.4944255100004773,0.677257274024293,0.322742725975707,0.5070581295097134,0.4929418704902866,0.48871252005942867,0.5112874799405713,0.5079057958475754,0.4920942041524245,0.5122765635512633,0.4877234364487367,0.4799663759410695,0.5200336240589305,0.6931891102458619,0.30681088975413806,0.4979772294589652,0.5020227705410347,0.475171742901497,0.524828257098503,0.5175530832284588,0.48244691677154117,0.5007425806296152,0.49925741937038487,0.4976367352301862,0.5023632647698137,0.7443020746679517,0.25569792533204827,0.5061897786419659,0.4938102213580341,0.4767011155033834,0.5232988844966165,0.5007719926445636,0.4992280073554364,0.5136774893556989,0.48632251064430104,0.5012291949711651,0.49877080502883486,0.7224182822246111,0.2775817177753888,0.5025762120570167,0.4974237879429833,0.5243649848048979,0.47563501519510204,0.5139278355172542,0.48607216448274587,0.4925643137859061,0.507435686214094,0.5019131112065266,0.49808688879347335,0.7680045577521422,0.23199544224785787,0.5094610152301109,0.49053898476988916,0.4921731059194643,0.5078268940805357,0.4835996047276328,0.5164003952723671,0.4932444823675858,0.5067555176324142,0.4854251179459872,0.5145748820540128
Bristol County,44001440102,0.6819607335749855,0.31803926642501446,0.521405617444567,0.4785943825554329,0.487109386131661,0.512890613868339,0.47560715634962936,0.5243928436503706,0.5168757976073171,0.48312420239268294,0.5028858961093822,0.4971141038906179,0.7104701528458579,0.28952984715414215,0.5085437875639399,0.49145621243606,0.4932515617461073,0.5067484382538927,0.5169808281459006,0.48301917185409937,0.5094494778389583,0.49055052216104167,0.4829559720713967,0.5170440279286034,0.7218320482326249,0.27816795176737513,0.5000189223217755,0.4999810776782245,0.49019367430702215,0.5098063256929779,0.5229324963001976,0.4770675036998024,0.5053931656255238,0.49460683437447617,0.5055902618343525,0.4944097381656475,0.7636909992842693,0.23630900071573074,0.5027808325327123,0.4972191674672876,0.47415450823023497,0.525845491769765,0.494329649098108,0.5056703509018919,0.5101781559376933,0.48982184406230667,0.5062110685572163,0.49378893144278363,0.7603362699841887,0.2396637300158113,0.4941342736847362,0.5058657263152638,0.523170399202422,0.476829600797578,0.5138313158509051,0.4861686841490948,0.49604689559060616,0.5039531044093938,0.5000739878721217,0.49992601212787835,0.7786759266539651,0.22132407334603493,0.5014722032797778,0.4985277967202221,0.49508343632751745,0.5049165636724826,0.48431457620227686,0.5156854237977232,0.4893638865199613,0.5106361134800387,0.4871824079809713,0.5128175920190288
Bristol County,44001440103,0.7345586282073625,0.2654413717926375,0.5169881339296708,0.4830118660703292,0.48305278583101,0.5169472141689898,0.4773703581114124,0.5226296418885876,0.5122236700966594,0.48777632990334063,0.5046511809535146,0.4953488190464855,0.6978136401853182,0.3021863598146817,0.5129626733689088,0.48703732663109117,0.48725084312789796,0.5127491568721019,0.5114271361231053,0.48857286387689464,0.5049959122800539,0.49500408771994603,0.4765206859273595,0.5234793140726405,0.7721173761915785,0.22788262380842148,0.4986503516392003,0.5013496483607996,0.48177655018634047,0.5182234498136593,0.526770857484414,0.47322914251558595,0.5001905336502129,0.49980946634978707,0.502440123274282,0.497559876725718,0.7597703385964275,0.24022966140357246,0.5018489185620255,0.4981510814379745,0.4778140054502537,0.522185994549746,0.49530844139991964,0.5046915586000803,0.5158894221488816,0.4841105778511185,0.5090648673781887,0.4909351326218113,0.7833609701478211,0.21663902985217892,0.5033847978292564,0.4966152021707436,0.5269562734553143,0.4730437265446857,0.5100399797685475,0.48996002023145246,0.4958158735504212,0.5041841264495788,0.4992918435677103,0.5007081564322897,0.7747052217436836,0.22529477825631644,0.5034274187170272,0.4965725812829727,0.4963860636135754,0.5036139363864244,0.4865010143121701,0.5134989856878299,0.4866522340481657,0.5133477659518343,0.4788941573826633,0.5211058426173367
Bristol County,44001440104,0.7109802533570142,0.28901974664298585,0.5187431297154338,0.48125687028456626,0.4852725226169986,0.5147274773830014,0.47546749055658694,0.524532509443413,0.5192985281964622,0.48070147180353784,0.5016003242617919,0.49839967573820815,0.7014332153632317,0.29856678463676833,0.514093736439779,0.48590626356022104,0.4967698503771446,0.5032301496228554,0.5191837692427288,0.48081623075727115,0.5119499148989406,0.4880500851010594,0.47424119384691027,0.5257588061530897,0.7164892041313221,0.2835107958686779,0.49681844756452126,0.5031815524354788,0.4779986311692807,0.5220013688307193,0.510484386320794,0.48951561367920604,0.5051396390031146,0.4948603609968854,0.49692871040824804,0.503071289591752,0.7577920422784926,0.24220795772150744,0.5027246487739705,0.49727535122602956,0.4780964440917316,0.5219035559082684,0.49470481276865863,0.5052951872313414,0.5072797805776965,0.49272021942230343,0.5104744663516754,0.48952553364832463,0.7416734815947235,0.25832651840527654,0.5072963691805811,0.49270363081941887,0.5171372894118875,0.48286271058811253,0.5141065435160124,0.4858934564839877,0.497007858804383,0.502992141195617,0.5010885081699848,0.4989114918300151,0.7679160138453177,0.23208398615468226,0.5064678261503961,0.49353217384960396,0.4973067869506886,0.5026932130493115,0.48902526530415485,0.5109747346958451,0.49200624504714635,0.5079937549528537,0.4859344625625759,0.5140655374374241
Bristol County,44001440105,0.7137120603681978,0.2862879396318022,0.5192170952996288,0.48078290470037116,0.4852291482630019,0.5147708517369981,0.4850848835486033,0.5149151164513966,0.5171815863626624,0.4828184136373376,0.5014744196097587,0.4985255803902411,0.6929120802291631,0.307087919770837,0.5048222927138458,0.4951777072861541,0.4875860656747085,0.5124139343252915,0.5132471244116028,0.486752875588397,0.5075113125017259,0.4924886874982742,0.4833970058830577,0.5166029941169421,0.740582438060901,0.2594175619390991,0.5054703643508783,0.4945296356491216,0.4796261417251376,0.5203738582748624,0.5186503907756013,0.4813496092243985,0.4981287581087416,0.5018712418912584,0.5030308380057639,0.49696916199423613,0.7518574869923119,0.24814251300768808,0.5034117466147722,0.4965882533852278,0.4783313415344241,0.5216686584655759,0.500234882303923,0.49976511769607707,0.5111330833875508,0.4888669166124492,0.5044566216495723,0.49554337835042767,0.7729214284130498,0.2270785715869502,0.5067238876910418,0.4932761123089582,0.529294443547227,0.47070555645277296,0.5105319752000204,0.4894680247999797,0.4926824960522103,0.5073175039477896,0.5072610281036659,0.4927389718963338,0.7766660366496941,0.22333396335030584,0.5079866741872007,0.49201332581279933,0.49812916453594386,0.5018708354640561,0.49711707422809204,0.5028829257719077,0.4834251637115315,0.5165748362884686,0.49187679666951634,0.5081232033304834
Bristol County,44001440201,0.5173873329306066,0.48261266706939365,0.5178426556607073,0.48215734433929264,0.4773980973920429,0.522601902607957,0.4815329764325687,0.5184670235674314,0.5132076684802633,0.48679233151973667,0.5005703103855755,0.49942968961442447,0.5456732826518637,0.4543267173481365,0.5062638372789223,0.4937361627210777,0.4875677550205318,0.5124322449794683,0.5147061357478805,0.48529386425211946,0.5042781551359482,0.4957218448640518,0.4712518642351364,0.5287481357648637,0.547227415855473,0.45277258414452726,0.4954302028576446,0.5045697971423554,0.4762654710644669,0.5237345289355331,0.5148097345394756,0.48519026546052435,0.5041290962733738,0.4958709037266263,0.4966759794229463,0.5033240205770537,0.6218842535093015,0.3781157464906987,0.5034985453750699,0.49650145462493006,0.4730272393011487,0.5269727606988514,0.5025803868458958,0.49741961315410427,0.5125495743722099,0.48745042562779006,0.5027996376697169,0.4972003623302831,0.5333290236291949,0.4666709763708053,0.500093225261316,0.499906774738684,0.5174246208198781,0.482575379180122,0.4959263466489037,0.5040736533510962,0.4869082135732518,0.5130917864267481,0.48741065549581486,0.5125893445041851,0.616606984173284,0.3833930158267163,0.503285089760187,0.496714910239813,0.4906249284143221,0.5093750715856779,0.489632719391359,0.510367280608641,0.4921729876750604,0.5078270123249395,0.4792882641911719,0.5207117358088281
Bristol County,44001440202,0.6879822813553662,0.3120177186446338,0.5185007144575585,0.4814992855424415,0.4927703819170351,0.507229618082965,0.4796854247314067,0.5203145752685934,0.5161675860910155,0.48383241390898446,0.49955933773392547,0.5004406622660745,0.7045030902488807,0.2954969097511193,0.512903989038583,0.48709601096141697,0.4911279379702331,0.5088720620297669,0.5115897015045765,0.48841029849542356,0.5122116545288975,0.4877883454711025,0.48160028377273323,0.5183997162272668,0.7309377753218013,0.2690622246781988,0.4976429496151567,0.5023570503848434,0.4850203363241118,0.5149796636758882,0.5164297643736889,0.483570235626311,0.4969718306129355,0.5030281693870645,0.49691365255956904,0.5030863474404309,0.7662745318720966,0.23372546812790343,0.5087165583537616,0.4912834416462384,0.4803726098798051,0.5196273901201949,0.5040228354513095,0.4959771645486904,0.508733820466433,0.491266179533567,0.5087092827460872,0.4912907172539128,0.7108185437275107,0.28918145627248926,0.5061590347994877,0.4938409652005124,0.5165728183584584,0.4834271816415416,0.5088523188670714,0.4911476811329286,0.4972972578425976,0.5027027421574024,0.4949582057701567,0.5050417942298433,0.770812111973213,0.22918788802678702,0.5009352637637884,0.4990647362362116,0.49785783965605446,0.5021421603439455,0.4869368281696855,0.5130631718303145,0.48999340350967946,0.5100065964903205,0.48343818049332205,0.516561819506678
Bristol County,44001440203,0.5967027721225239,0.40329722787747613,0.5245167291073376,0.4754832708926624,0.47767950467038894,0.5223204953296111,0.47136984923053465,0.5286301507694654,0.5097354202589963,0.4902645797410037,0.49337368578398294,0.5066263142160171,0.6019115155037688,0.39808848449623124,0.5112882133945282,0.48871178660547177,0.49261922887912296,0.507380771120877,0.5058254184763847,0.4941745815236152,0.5079716029877929,0.4920283970122072,0.4739440208048989,0.5260559791951009,0.6195485033810033,0.38045149661899663,0.49590970656218675,0.5040902934378133,0.48176404952996943,0.5182359504700306,0.5114431365945028,0.4885568634054972,0.49880935918228353,0.5011906408177165,0.49984676122297017,0.5001532387770297,0.6980902041949655,0.3019097958050345,0.5021520531961441,0.49784794680385586,0.47765926622325316,0.5223407337767468,0.4953566219931654,0.5046433780068347,0.5148426774747571,0.4851573225252429,0.5104866117950155,0.48951338820498447,0.6391840500920583,0.3608159499079417,0.49885851760354455,0.5011414823964554,0.5191564378201239,0.48084356217987617,0.5029648995634962,0.4970351004365038,0.48973289748623966,0.5102671025137603,0.4916818821581058,0.508318117841894,0.7003414398372819,0.29965856016271814,0.49907598645670637,0.5009240135432936,0.484314531830096,0.515685468169904,0.4879085283421491,0.5120914716578508,0.48756123726657496,0.512438762733425,0.47852131118480296,0.5214786888151969
Bristol County,44001440204,0.6161671942435486,0.3838328057564514,0.5214389920066272,0.47856100799337276,0.48311706629976536,0.5168829337002346,0.4794630272292975,0.5205369727707024,0.5179860128992172,0.482013987100783,0.5017441208171406,0.49825587918285935,0.6419594214967219,0.35804057850327803,0.5076251443700004,0.49237485562999966,0.48060323649048026,0.5193967635095198,0.5168201569022749,0.48317984309772505,0.5061566239276548,0.49384337607234535,0.4761365385468298,0.5238634614531702,0.6423836874420675,0.35761631255793247,0.4972320799300397,0.5027679200699603,0.47916410599730846,0.5208358940026915,0.5155011814089628,0.48449881859103716,0.503315439986101,0.4966845600138993,0.4968359919275037,0.5031640080724963,0.7093323271424306,0.2906676728575694,0.5039635028412162,0.49603649715878384,0.47509133747799026,0.5249086625220097,0.5004862930193502,0.4995137069806498,0.5129741629548029,0.4870258370451973,0.5044278597049716,0.49557214029502844,0.6168725956457618,0.38312740435423825,0.49578685973805825,0.5042131402619418,0.5180515577895115,0.48194844221048844,0.506456229320291,0.493543770679709,0.4962488390983938,0.5037511609016064,0.49260415471986596,0.507395845280134,0.7001677470430979,0.29983225295690213,0.5007515309386484,0.49924846906135156,0.48957610222724335,0.5104238977727567,0.48729179533498446,0.5127082046650155,0.4854807769348038,0.5145192230651965,0.4838390052588085,0.5161609947411915
Bristol County,44001440205,0.5283364760245653,0.47166352397543465,0.5202725930502865,0.47972740694971344,0.4766280291254347,0.5233719708745653,0.4770112466376058,0.5229887533623941,0.5216370064528713,0.4783629935471287,0.49571608388560967,0.5042839161143904,0.5517924753754624,0.44820752462453767,0.5083358338734377,0.4916641661265623,0.4813835785525623,0.5186164214474377,0.5087915177587011,0.49120848224129887,0.5107980953527109,0.4892019046472891,0.47108200190352806,0.528917998096472,0.5365038023482862,0.4634961976517138,0.49627399555030577,0.5037260044496943,0.4729286007779849,0.5270713992220152,0.5157376989081256,0.4842623010918744,0.5033651652844578,0.49663483471554215,0.4947576907473955,0.5052423092526045,0.658376762431826,0.341623237568174,0.5027921316630749,0.49720786833692504,0.4678574116494916,0.5321425883505084,0.49032393977181743,0.5096760602281826,0.5061810043191088,0.4938189956808911,0.4954283311755058,0.5045716688244942,0.5295201051938521,0.470479894806148,0.4998645773031097,0.5001354226968903,0.5098358286044011,0.49016417139559887,0.5043019506794026,0.4956980493205974,0.49093523868803435,0.5090647613119657,0.4908774873970871,0.509122512602913,0.6311677096493273,0.36883229035067266,0.5012789112949658,0.4987210887050342,0.48900331154223364,0.5109966884577664,0.47825539382404586,0.5217446061759541,0.49363781272512375,0.5063621872748763,0.48380253665730116,0.5161974633426989
