county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.uss_16_rep_cra,vap_white.uss_16_dem_stu,vap_black.uss_16_rep_cra,vap_black.uss_16_dem_stu,vap_hisp.uss_16_rep_cra,vap_hisp.uss_16_dem_stu,vap_asian.uss_16_rep_cra,vap_asian.uss_16_dem_stu,vap_aian.uss_16_rep_cra,vap_aian.uss_16_dem_stu,vap_oth_b.uss_16_rep_cra,vap_oth_b.uss_16_dem_stu,vap_white.gov_18_rep_lit,vap_white.gov_18_dem_jor,vap_black.gov_18_rep_lit,vap_black.gov_18_dem_jor,vap_hisp.gov_18_rep_lit,vap_hisp.gov_18_dem_jor,vap_asian.gov_18_rep_lit,vap_asian.gov_18_dem_jor,vap_aian.gov_18_rep_lit,vap_aian.gov_18_dem_jor,vap_oth_b.gov_18_rep_lit,vap_oth_b.gov_18_dem_jor,vap_white.atg_18_rep_was,vap_white.atg_18_dem_bis,vap_black.atg_18_rep_was,vap_black.atg_18_dem_bis,vap_hisp.atg_18_rep_was,vap_hisp.atg_18_dem_bis,vap_asian.atg_18_rep_was,vap_asian.atg_18_dem_bis,vap_aian.atg_18_rep_was,vap_aian.atg_18_dem_bis,vap_oth_b.atg_18_rep_was,vap_oth_b.atg_18_dem_bis,vap_white.sos_18_rep_den,vap_white.sos_18_dem_hum,vap_black.sos_18_rep_den,vap_black.sos_18_dem_hum,vap_hisp.sos_18_rep_den,vap_hisp.sos_18_dem_hum,vap_asian.sos_18_rep_den,vap_asian.sos_18_dem_hum,vap_aian.sos_18_rep_den,vap_aian.sos_18_dem_hum,vap_oth_b.sos_18_rep_den,vap_oth_b.sos_18_dem_hum,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_white.uss_20_rep_ris,vap_white.uss_20_dem_jor,vap_black.uss_20_rep_ris,vap_black.uss_20_dem_jor,vap_hisp.uss_20_rep_ris,vap_hisp.uss_20_dem_jor,vap_asian.uss_20_rep_ris,vap_asian.uss_20_dem_jor,vap_aian.uss_20_rep_ris,vap_aian.uss_20_dem_jor,vap_oth_b.uss_20_rep_ris,vap_oth_b.uss_20_dem_jor
Ada County,16001011401,0.8489798482401116,0.15102015175988842,0.4731478281266569,0.5268521718733431,0.5687189138492379,0.43128108615076205,0.3968128604968422,0.6031871395031577,0.49883988408364843,0.5011601159163516,0.4275328464284131,0.5724671535715868,0.8400777341998346,0.1599222658001654,0.44156574625037087,0.5584342537496291,0.5761365773386447,0.42386342266135535,0.4362294935705842,0.5637705064294158,0.5183150123659782,0.4816849876340218,0.38921098278154964,0.6107890172184504,0.7738583819756317,0.22614161802436825,0.2837475879419017,0.7162524120580983,0.5197461229587078,0.4802538770412922,0.4748185286685952,0.5251814713314048,0.46761688792618095,0.532383112073819,0.3703101389495966,0.6296898610504035,0.8345633544546904,0.16543664554530957,0.4430962160005623,0.5569037839994377,0.49164654222342313,0.5083534577765769,0.39830075210572274,0.6016992478942772,0.4896862364802514,0.5103137635197486,0.4582564767095184,0.5417435232904816,0.7832367291448603,0.21676327085513966,0.3908033881936353,0.6091966118063648,0.5488113688714458,0.4511886311285542,0.4210487605034419,0.5789512394965581,0.5104097174185579,0.4895902825814421,0.4367021009598951,0.563297899040105,0.7892732956606175,0.21072670433938248,0.17029466738935234,0.8297053326106477,0.6088937087225978,0.39110629127740215,0.40269476492131256,0.5973052350786875,0.5034167399964002,0.4965832600035998,0.42339388395629196,0.576606116043708,0.8039551351749193,0.19604486482508068,0.4349031987838469,0.5650968012161531,0.4907791748467869,0.5092208251532131,0.42543567004080773,0.5745643299591923,0.48500445793087027,0.5149955420691297,0.41459519427923774,0.5854048057207623
Ada County,16001011402,0.7525479758452902,0.24745202415470974,0.47019873412771007,0.5298012658722899,0.5512486654862333,0.44875133451376664,0.40229857039317723,0.5977014296068227,0.4990331161912893,0.5009668838087107,0.41088277030528314,0.5891172296947168,0.7927992907822876,0.20720070921771236,0.43364475948380227,0.5663552405161977,0.5608782822378904,0.43912171776210956,0.4452767973598706,0.5547232026401294,0.5197850953156173,0.4802149046843827,0.3780739067188691,0.6219260932811309,0.7206957087219552,0.2793042912780448,0.24224584163556773,0.7577541583644324,0.50388649701791,0.49611350298209006,0.47249982095926557,0.5275001790407344,0.46294970892998366,0.5370502910700163,0.35406215211066766,0.6459378478893324,0.7764908809129737,0.2235091190870263,0.4388230277142652,0.5611769722857348,0.47491869064496334,0.5250813093550367,0.3970738844349161,0.6029261155650839,0.4943950326893075,0.5056049673106925,0.44057075012451513,0.5594292498754849,0.7284454015335232,0.2715545984664767,0.39408917286371425,0.6059108271362857,0.523812559132411,0.47618744086758896,0.4204035645437185,0.5795964354562815,0.5132257877293899,0.48677421227061013,0.4230255110408739,0.5769744889591261,0.7308921442622691,0.26910785573773083,0.16746162240406923,0.8325383775959307,0.5910355770679142,0.40896442293208574,0.4027229605395943,0.5972770394604058,0.4962497814721717,0.5037502185278283,0.39919783035664025,0.6008021696433598,0.7464199110715606,0.2535800889284394,0.43798386213420804,0.562016137865792,0.4765721874786846,0.5234278125213154,0.42295127267145566,0.5770487273285444,0.4933127918155377,0.5066872081844623,0.40952183179661683,0.5904781682033832
Ada County,16001011403,0.7323650058842879,0.2676349941157122,0.4757801744689802,0.5242198255310199,0.5511885349901491,0.448811465009851,0.40479317970472634,0.5952068202952736,0.4962561723202627,0.5037438276797372,0.4101895577642044,0.5898104422357956,0.7880992333147393,0.2119007666852607,0.43845214471147603,0.561547855288524,0.56076251548241,0.43923748451758976,0.44184275501467724,0.5581572449853227,0.5172476628543581,0.48275233714564186,0.3806783425584324,0.6193216574415675,0.7276782519711947,0.27232174802880527,0.2785883940742261,0.7214116059257739,0.49739065705122293,0.502609342948777,0.47609827978532276,0.5239017202146772,0.4607143422965941,0.5392856577034059,0.3582526815693614,0.6417473184306386,0.7842209666555534,0.2157790333444466,0.44464864655666536,0.5553513534433346,0.47380764924755064,0.5261923507524494,0.39008114978271746,0.6099188502172825,0.4891061861040726,0.5108938138959275,0.44341564357404895,0.556584356425951,0.7346592789473353,0.2653407210526647,0.3901634235379475,0.6098365764620525,0.5152147613797763,0.48478523862022344,0.42146534482261166,0.5785346551773883,0.5081471612797102,0.4918528387202899,0.42615458869012185,0.5738454113098782,0.735068977360077,0.26493102263992296,0.17701035501449028,0.8229896449855097,0.5980790153009226,0.4019209846990775,0.40290830950685425,0.5970916904931458,0.49346889787614556,0.5065311021238544,0.40474208316697385,0.5952579168330261,0.753411626437515,0.24658837356248492,0.4376283002899913,0.5623716997100088,0.47893711762507485,0.5210628823749252,0.42112461885783653,0.5788753811421635,0.49896181441902976,0.5010381855809702,0.41675039239814127,0.5832496076018587
Ada County,16001011404,0.8462806710651772,0.15371932893482274,0.4707133547765571,0.5292866452234429,0.56361601248063,0.43638398751937,0.4067512436434579,0.5932487563565421,0.4957697690283173,0.5042302309716827,0.40936125658448697,0.590638743415513,0.8470664951598551,0.15293350484014492,0.4367366968548818,0.5632633031451182,0.5773692387656348,0.4226307612343651,0.4452613241612718,0.5547386758387282,0.5204249975948856,0.47957500240511436,0.38656760151812947,0.6134323984818705,0.7761205607699472,0.22387943923005282,0.2733217229202367,0.7266782770797633,0.5119437821145904,0.48805621788540965,0.4701489256652645,0.52985107433473555,0.45897376372363546,0.5410262362763646,0.36245650142956376,0.6375434985704362,0.8038743182982345,0.1961256817017655,0.43888078557122717,0.5611192144287729,0.48455162026359905,0.5154483797364009,0.3935570006282841,0.6064429993717159,0.4946421285130182,0.5053578714869819,0.4536574640775739,0.5463425359224261,0.7949065471971094,0.20509345280289057,0.39475039741274176,0.6052496025872582,0.5323368253670933,0.46766317463290674,0.42605522230721626,0.5739447776927837,0.5194813428766817,0.48051865712331837,0.43603709566955384,0.5639629043304462,0.8285428170679554,0.17145718293204465,0.1662533936922215,0.8337466063077785,0.6123284798719425,0.3876715201280575,0.4065368751332153,0.5934631248667847,0.4958526429628563,0.5041473570371438,0.41607748308001785,0.5839225169199821,0.8304941887445694,0.1695058112554306,0.43767146499283094,0.5623285350071691,0.49217760577133424,0.5078223942286658,0.42640637905038364,0.5735936209496163,0.5009477551334723,0.49905224486652766,0.431378596081114,0.568621403918886
Ada County,16001011405,0.7875902606031968,0.21240973939680316,0.47906614315223534,0.5209338568477647,0.56186471324402,0.43813528675598007,0.40043762041710557,0.5995623795828943,0.4995171836114228,0.5004828163885772,0.4246101989533681,0.575389801046632,0.7955994659674341,0.20440053403256583,0.43294972349342503,0.567050276506575,0.5726288308375329,0.4273711691624671,0.44095901471293647,0.5590409852870633,0.5200071378926301,0.4799928621073699,0.37811889355564093,0.6218811064443588,0.7412016276786034,0.25879837232139663,0.27917650750445766,0.7208234924955423,0.5091388830166811,0.4908611169833189,0.47267108807412533,0.5273289119258744,0.4627220438433274,0.5372779561566726,0.35840835085984146,0.6415916491401583,0.7930039639800027,0.20699603601999728,0.44113050256947706,0.5588694974305229,0.47903880679554073,0.5209611932044592,0.3984117436338827,0.6015882563661173,0.4931288694252879,0.5068711305747121,0.4563406308477238,0.543659369152276,0.7597341658728343,0.24026583412716573,0.3947052942872211,0.6052947057127789,0.5331565494697892,0.4668434505302108,0.4184966828906621,0.5815033171093377,0.5198200478594663,0.48017995214053366,0.43524107618980273,0.5647589238101971,0.7743852909276612,0.22561470907233885,0.16517609360890734,0.8348239063910927,0.6017020608808603,0.39829793911913974,0.39658915553304186,0.6034108444669579,0.49202083089179727,0.5079791691082027,0.4011389216892595,0.5988610783107403,0.7831772158382136,0.21682278416178635,0.4373289419694634,0.5626710580305366,0.47089087354586046,0.5291091264541395,0.422288305924398,0.5777116940756017,0.49252620736132313,0.5074737926386769,0.414570023248279,0.585429976751721
Ada County,16001011406,0.7938724224965632,0.20612757750343708,0.47706718312472235,0.5229328168752777,0.5558708720123624,0.44412912798763754,0.4006118017436221,0.5993881982563779,0.49835335538632586,0.5016466446136741,0.4158512029171845,0.5841487970828155,0.8335113395436942,0.16648866045630606,0.4405647079182746,0.5594352920817254,0.5927047015610964,0.4072952984389036,0.44427269495473476,0.5557273050452652,0.5179477119754528,0.4820522880245472,0.3969357489666075,0.6030642510333925,0.7967513993056091,0.20324860069439105,0.279029243629013,0.7209707563709871,0.5096831805231374,0.49031681947686256,0.4779833344999126,0.5220166655000874,0.46848216601575043,0.5315178339842496,0.3642869049993506,0.6357130950006493,0.8302339685868696,0.16976603141313057,0.4458006741329462,0.5541993258670538,0.4969569063604946,0.5030430936395054,0.40305516383329043,0.5969448361667096,0.4912149959487784,0.5087850040512216,0.4638439155799815,0.5361560844200185,0.7932497252860763,0.20675027471392396,0.3948282419017203,0.6051717580982797,0.5480765300513236,0.45192346994867644,0.42383464677757154,0.5761653532224285,0.5148641489165693,0.4851358510834307,0.44643320173371054,0.5535667982662895,0.7889698407393125,0.21103015926068763,0.17810758801680576,0.8218924119831942,0.6049647389240542,0.3950352610759458,0.40359420817771186,0.5964057918222881,0.4915778954466662,0.5084221045533338,0.40389652229856615,0.5961034777014338,0.8211490980876941,0.17885090191230607,0.4337707963456273,0.5662292036543727,0.49165262630766304,0.508347373692337,0.4274234397072489,0.5725765602927511,0.4904743315307896,0.5095256684692104,0.4132079300595862,0.5867920699404138
Ada County,16001011407,0.6995588559741224,0.3004411440258777,0.4710311130035325,0.5289688869964675,0.5545949433000779,0.4454050566999222,0.4044380085934137,0.5955619914065863,0.491608232731461,0.508391767268539,0.41629406016212533,0.5837059398378747,0.7221145981873998,0.27788540181260024,0.4331500665281583,0.5668499334718418,0.5604944904350775,0.43950550956492246,0.43706861482518206,0.562931385174818,0.5196921721471018,0.4803078278528982,0.3694050631078642,0.6305949368921359,0.6441542723476864,0.3558457276523136,0.27794430254478747,0.7220556974552126,0.5003151582293859,0.4996848417706141,0.47555741431583876,0.5244425856841612,0.4580008348195871,0.5419991651804129,0.35042696125377104,0.649573038746229,0.7072433368081383,0.29275666319186167,0.4385656938678605,0.5614343061321395,0.4657789210210455,0.5342210789789544,0.40026426741370846,0.5997357325862915,0.48980660638952644,0.5101933936104736,0.43813629224446266,0.5618637077555373,0.6527870690918017,0.34721293090819827,0.39836182662393727,0.6016381733760627,0.5177823387191641,0.48221766128083593,0.4149836846504793,0.5850163153495207,0.5169297378055736,0.4830702621944264,0.4231355517837253,0.5768644482162747,0.6394670347119557,0.3605329652880444,0.17414683090921748,0.8258531690907825,0.6007766515630473,0.39922334843695273,0.40418186336378775,0.5958181366362122,0.48718523111389667,0.5128147688861033,0.39273782924890466,0.6072621707510953,0.6510264639145252,0.34897353608547477,0.4323547695326249,0.5676452304673751,0.4773152691441519,0.5226847308558481,0.4236121485189264,0.5763878514810736,0.49740696333378254,0.5025930366662175,0.40893683374047235,0.5910631662595276
Ada County,16001011408,0.6209611714229959,0.3790388285770041,0.4723006339694144,0.5276993660305855,0.5468650389323136,0.45313496106768636,0.39912610662889425,0.6008738933711057,0.49526868862684104,0.504731311373159,0.4056969647346347,0.5943030352653653,0.680289441981532,0.3197105580184681,0.42959316423710486,0.5704068357628952,0.5525770166567789,0.4474229833432211,0.43242938958718613,0.5675706104128139,0.522426769851892,0.47757323014810804,0.3734169732110906,0.6265830267889092,0.5962670391746584,0.40373296082534155,0.28092100539025955,0.7190789946097405,0.4944181707285372,0.5055818292714628,0.4683987455355265,0.5316012544644735,0.4647203822912712,0.5352796177087288,0.3593844782931485,0.6406155217068514,0.6681885907074926,0.3318114092925074,0.44300869088775086,0.5569913091122491,0.4703564159528185,0.5296435840471815,0.40048378622320147,0.5995162137767985,0.4925799703419233,0.5074200296580768,0.44608830306112845,0.5539116969388715,0.5982598728384444,0.4017401271615556,0.39015979516240984,0.6098402048375902,0.5111471477353874,0.4888528522646126,0.4209194033774614,0.5790805966225385,0.5126820581000168,0.48731794189998323,0.42343447087079655,0.5765655291292032,0.5660599402244693,0.43394005977553074,0.17705819368370693,0.8229418063162931,0.587865087062499,0.41213491293750104,0.3984683938660827,0.6015316061339173,0.4865357243120544,0.5134642756879456,0.4005942346823273,0.5994057653176726,0.6067283303878032,0.39327166961219684,0.4382169635609205,0.5617830364390796,0.47248357731039115,0.5275164226896089,0.4185948468754646,0.5814051531245353,0.49862583707163916,0.5013741629283609,0.3971037489057359,0.602896251094264
Ada County,16001011409,0.6608467429150717,0.3391532570849283,0.4738421660468312,0.5261578339531687,0.5492145505386115,0.4507854494613886,0.40210686315203314,0.5978931368479669,0.5029909295363586,0.49700907046364157,0.4044435858845048,0.5955564141154952,0.7094337933201889,0.2905662066798112,0.4408627994498199,0.5591372005501801,0.55535970510114685,0.4446402948988532,0.4442208169897858,0.5557791830102141,0.5278574017749493,0.47214259822505084,0.3751775845579344,0.6248224154420656,0.641413231731861,0.35858676826813896,0.27711234504528753,0.7228876549547125,0.48732102061613425,0.5126789793838658,0.4683168465978999,0.5316831534021,0.4623915456581392,0.537608454341861,0.3542898039021283,0.6457101960978717,0.6869363824266239,0.31306361757337614,0.4382121820823168,0.5617878179176832,0.4641666178872627,0.5358333821127373,0.3907257844397316,0.6092742155602684,0.49745205868756975,0.5025479413124305,0.4440073212903695,0.5559926787096305,0.6525563493512435,0.3474436506487565,0.38664955056496103,0.613350449435039,0.5171308090517724,0.48286919094822756,0.42144433521139224,0.5785556647886078,0.5143719765038444,0.48562802349615586,0.4175587062655592,0.5824412937344409,0.6086145722577198,0.3913854277422803,0.17282685848839735,0.8271731415116026,0.585271271792105,0.41472872820789497,0.40168780539159626,0.5983121946084038,0.4911932671926443,0.5088067328073559,0.39653946648595917,0.6034605335140408,0.6364703766709555,0.3635296233290445,0.43061654788772297,0.569383452112277,0.4764748273625827,0.5235251726374173,0.4227788736385736,0.5772211263614264,0.48682118856998785,0.5131788114300124,0.4028477882093156,0.5971522117906843
Ada County,16001011410,0.5985550700687149,0.4014449299312851,0.46387245094561835,0.5361275490543816,0.5439148536349875,0.45608514636501246,0.4008495501650322,0.5991504498349678,0.49428676493285734,0.5057132350671426,0.40166870036164826,0.5983312996383517,0.6225132933086723,0.37748670669132767,0.44010096775810753,0.5598990322418924,0.5504136669319335,0.4495863330680665,0.43469719745368857,0.5653028025463114,0.5214151031313853,0.4785848968686148,0.36571382314914813,0.6342861768508519,0.5093091259815564,0.4906908740184436,0.29120416921110764,0.7087958307888924,0.49324875282778785,0.5067512471722122,0.46700331020500374,0.5329966897949963,0.46338546091226185,0.5366145390877382,0.35175759435743614,0.6482424056425639,0.561509876390192,0.43849012360980794,0.4394289177204376,0.5605710822795624,0.4580444832051671,0.5419555167948329,0.3875099697073243,0.6124900302926757,0.4893747533186691,0.5106252466813309,0.4284901847328959,0.5715098152671041,0.514780822176337,0.48521917782366303,0.38897122416083707,0.6110287758391629,0.5206171300697712,0.4793828699302289,0.42079404355653627,0.5792059564434637,0.5130933807590973,0.4869066192409027,0.4209028769875167,0.5790971230124833,0.5623555608985639,0.43764443910143613,0.16945137580645675,0.8305486241935433,0.5947182702296812,0.40528172977031884,0.3977779995750614,0.6022220004249386,0.4928972385307172,0.5071027614692828,0.3987287263546019,0.6012712736453981,0.5801622000965924,0.4198377999034077,0.4358999759264349,0.5641000240735651,0.47230029477926355,0.5276997052207364,0.41673151899556393,0.5832684810044361,0.4914573915644835,0.5085426084355165,0.4039966185332747,0.5960033814667254
Ada County,16001011411,0.6645498165392714,0.3354501834607287,0.4771246018185917,0.5228753981814084,0.5528668652386133,0.4471331347613867,0.40268783827706756,0.5973121617229324,0.4946895366040545,0.5053104633959454,0.40795642475928057,0.5920435752407194,0.6940826148442257,0.3059173851557743,0.43781530284238745,0.5621846971576125,0.5620490011384016,0.43795099886159844,0.4357134911053442,0.5642865088946558,0.5155690472552014,0.48443095274479836,0.37648706245985725,0.6235129375401428,0.6208846430112556,0.3791153569887445,0.2878685465350795,0.7121314534649206,0.4934007982369575,0.5065992017630425,0.46670538908632936,0.5332946109136707,0.46195095802306,0.5380490419769399,0.3592901423264943,0.6407098576735056,0.6740227390305186,0.3259772609694814,0.4373107694699035,0.5626892305300965,0.46915369141997854,0.5308463085800215,0.3922414553077379,0.6077585446922621,0.49396028738610415,0.5060397126138959,0.4444104644564823,0.5555895355435178,0.6354987715543343,0.36450122844566574,0.3859017703403331,0.614098229659667,0.5172542626526602,0.4827457373473399,0.4182329892955421,0.5817670107044579,0.5225087948532646,0.4774912051467351,0.42296470747358283,0.5770352925264172,0.636593257647622,0.3634067423523781,0.1767562000563145,0.8232437999436855,0.5952545923350905,0.40474540766490946,0.3959433507528081,0.6040566492471919,0.48809472899242323,0.5119052710075768,0.40104035696592416,0.5989596430340759,0.650736969294506,0.349263030705494,0.43095250560834003,0.5690474943916599,0.47700148427582195,0.522998515724178,0.4250729401346334,0.5749270598653666,0.4927836893434139,0.5072163106565861,0.4070742803814926,0.5929257196185074
Ada County,16001011412,0.7726214738052818,0.22737852619471818,0.47105009865953734,0.5289499013404626,0.5562955957832795,0.4437044042167205,0.3995840630520201,0.6004159369479799,0.49635494331696856,0.5036450566830315,0.40911272032894247,0.5908872796710575,0.8045722734891105,0.19542772651088944,0.4320415531170051,0.5679584468829949,0.572633390875804,0.427366609124196,0.43911233985734094,0.560887660142659,0.5261075459810279,0.473892454018972,0.3751728444032638,0.6248271555967362,0.7424120328376147,0.25758796716238536,0.28291183935935743,0.7170881606406425,0.5054494031228495,0.4945505968771506,0.4712586506598687,0.5287413493401313,0.46375079337110564,0.5362492066288943,0.3605566627722876,0.6394433372277124,0.7800007780319956,0.21999922196800437,0.4419406629509464,0.5580593370490535,0.48270488916492865,0.5172951108350713,0.3884205271667672,0.6115794728332326,0.4961894359635212,0.5038105640364787,0.4441489280882732,0.5558510719117268,0.7528816659228592,0.2471183340771408,0.387754470370516,0.612245529629484,0.533279721811367,0.46672027818863304,0.4175509023505068,0.5824490976494933,0.5235602434973798,0.4764397565026201,0.428526815115807,0.571473184884193,0.7793683195670534,0.22063168043294656,0.14041304057200638,0.8595869594279937,0.6013122260158025,0.3986877739841975,0.4062721184371716,0.5937278815628282,0.4933635152091026,0.5066364847908974,0.39622777594810493,0.6037722240518951,0.7864637973102819,0.2135362026897181,0.43614086111471356,0.5638591388852865,0.4867383609373508,0.5132616390626492,0.4270414518517609,0.5729585481482391,0.49887948923732695,0.501120510762673,0.41620034098396574,0.5837996590160343
Ada County,16001011413,0.7297991614924644,0.2702008385075357,0.472400482543784,0.527599517456216,0.5532957369858282,0.4467042630141718,0.4024820562676275,0.5975179437323725,0.49763648078809586,0.5023635192119041,0.4092863713003758,0.5907136286996242,0.7883611742532151,0.21163882574678497,0.4439008539007219,0.556099146099278,0.561514952292245,0.4384850477077549,0.44615279605335995,0.5538472039466401,0.523882391938598,0.4761176080614021,0.3803870008337302,0.6196129991662698,0.6976663622055462,0.30233363779445377,0.25124808642877555,0.7487519135712245,0.4876066610757278,0.5123933389242722,0.47934043160905254,0.5206595683909474,0.4611680295348042,0.5388319704651958,0.354360231441727,0.645639768558273,0.7492895730319161,0.25071042696808393,0.43583290268835473,0.5641670973116453,0.4650537965578314,0.5349462034421686,0.39726695328021655,0.6027330467197834,0.4885114213763208,0.5114885786236792,0.434752916034148,0.565247083965852,0.7034587195605686,0.2965412804394314,0.3876237396904206,0.6123762603095794,0.5175189236685317,0.4824810763314683,0.4172542014681815,0.5827457985318185,0.5163070805778078,0.4836929194221921,0.4227244798920898,0.5772755201079102,0.6930111391713234,0.30698886082867655,0.16425979886631795,0.8357402011336821,0.5942669830963407,0.4057330169036593,0.4078550921219782,0.5921449078780218,0.4891058812034715,0.5108941187965286,0.3991657942701985,0.6008342057298015,0.7211547110710816,0.27884528892891836,0.4333193070269189,0.5666806929730811,0.4846724461431324,0.5153275538568677,0.4209978446554015,0.5790021553445984,0.4924359816589419,0.507564018341058,0.4019032025332487,0.5980967974667513
