county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.uss_18_rep_wic,vap_white.uss_18_dem_bar,vap_black.uss_18_rep_wic,vap_black.uss_18_dem_bar,vap_hisp.uss_18_rep_wic,vap_hisp.uss_18_dem_bar,vap_oth.uss_18_rep_wic,vap_oth.uss_18_dem_bar,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_white.uss_20_rep_hyd,vap_white.uss_20_dem_esp,vap_black.uss_20_rep_hyd,vap_black.uss_20_dem_esp,vap_hisp.uss_20_rep_hyd,vap_hisp.uss_20_dem_esp,vap_oth.uss_20_rep_hyd,vap_oth.uss_20_dem_esp
Adams County,28001000304,0.8990887084286026,0.1009112915713974,0.046919333142693274,0.9530806668573067,0.6235016227407416,0.37649837725925844,0.40579199554019724,0.5942080044598028,0.8518888245975144,0.1481111754024856,0.039052514092181995,0.960947485907818,0.5883042040984738,0.4116957959015262,0.4372041395275434,0.5627958604724566,0.8964647330666624,0.10353526693333756,0.02214925596325018,0.9778507440367498,0.6359273824883067,0.36407261751169334,0.48353387819254906,0.516466121807451,0.8408639251750741,0.1591360748249259,0.030117930485275033,0.969882069514725,0.5574963127200651,0.442503687279935,0.35459705534292535,0.6454029446570747
Adams County,28001000401,0.5179730607285875,0.48202693927141255,0.004474921391950654,0.9955250786080494,0.6090023265761402,0.39099767342385977,0.3217326473737882,0.6782673526262117,0.6577369501799473,0.34226304982005273,0.003080738949456031,0.996919261050544,0.5644632895147288,0.4355367104852712,0.3385287534610259,0.6614712465389742,0.7752748576514975,0.22472514234850252,0.0025254624372630075,0.997474537562737,0.6050353315105281,0.39496466848947187,0.3822953045458976,0.6177046954541024,0.7395989082223119,0.26040109177768817,0.00298912090879118,0.9970108790912088,0.5386754389246858,0.46132456107531417,0.2829734919562492,0.7170265080437508
Adams County,28001000403,0.8879869815940802,0.11201301840591986,0.04113577793763533,0.9588642220623644,0.63692915912413,0.36307084087587005,0.4388593231652364,0.5611406768347635,0.8890099703285174,0.11099002967148264,0.016419235756705525,0.9835807642432942,0.5854994118908804,0.4145005881091196,0.4444920621058095,0.5555079378941905,0.9365574921007396,0.06344250789926045,0.015491403856185967,0.9845085961438138,0.6492092763060993,0.35079072369390074,0.5174453712176285,0.4825546287823716,0.8956886697766564,0.10431133022334362,0.018960339712012168,0.9810396602879876,0.56448921812686,0.43551078187313996,0.37353080786198256,0.6264691921380174
Adams County,28001000404,0.6795479792577112,0.32045202074228885,0.048128354242461154,0.9518716457575388,0.6107157119581526,0.3892842880418476,0.406554157039472,0.593445842960528,0.8586995860623893,0.1413004139376107,0.014151697178997561,0.9858483028210024,0.5682031145091142,0.43179688549088596,0.4146897411827092,0.5853102588172908,0.8008327898184445,0.1991672101815555,0.020340891076118153,0.9796591089238819,0.6078093891722443,0.3921906108277559,0.47166492720953135,0.5283350727904687,0.7605609994476605,0.2394390005523394,0.027217098584815042,0.972782901415185,0.5440650135892475,0.45593498641075264,0.3319201312939789,0.6680798687060211
Adams County,28001000405,0.9036249082244248,0.09637509177557527,0.04990646450709246,0.9500935354929075,0.6512475839239623,0.3487524160760377,0.4330444735812316,0.5669555264187685,0.9085475195234177,0.09145248047658226,0.021111116581490903,0.9788888834185091,0.594349307935316,0.40565069206468396,0.44403122866901124,0.5559687713309888,0.9223199806781167,0.07768001932188326,0.010952147252027054,0.9890478527479729,0.6236788925029508,0.37632110749704917,0.4919196020875191,0.5080803979124809,0.8628063840205203,0.13719361597947963,0.01446739008966289,0.9855326099103371,0.5403572356443429,0.4596427643556571,0.34724464143701594,0.6527553585629841
Adams County,28001000501,0.7770698652173134,0.22293013478268667,0.005720523352994466,0.9942794766470056,0.6085562151995417,0.39144378480045827,0.37318201978774457,0.6268179802122554,0.8712614374561602,0.12873856254383975,0.004552580659715735,0.9954474193402842,0.5866799617746322,0.4133200382253678,0.4238383910422236,0.57616160895777635,0.8847522777912925,0.11524772220870744,0.0031996567608940196,0.9968003432391059,0.6270121086446689,0.372987891355331,0.46546414990344115,0.5345358500965589,0.733494224140619,0.266505775859381,0.0024116517336374055,0.9975883482663627,0.5387778634009127,0.46122213659908723,0.3023012352110242,0.6976987647889757
Adams County,28001000502,0.8909625062559977,0.10903749374400225,0.04370463477639488,0.9562953652236051,0.6309478848520763,0.36905211514792363,0.4220099802956138,0.5779900197043861,0.9093819536971894,0.09061804630281053,0.01801615620541604,0.9819838437945839,0.5890000971457499,0.4109999028542501,0.42486307981207494,0.5751369201879251,0.9574738101499071,0.042526189850092905,0.023120341804069522,0.9768796581959305,0.6437101501001565,0.35628984989984347,0.536553846757965,0.46344615324203503,0.9261889314072476,0.07381106859275244,0.03117660551314231,0.9688233944868577,0.5600524931343527,0.4399475068656474,0.3706506414295023,0.6293493585704977
Adams County,28001000503,0.9122118679019827,0.0877881320980173,0.22175367721618217,0.7782463227838179,0.6363967140102526,0.36360328598974745,0.4373329744663437,0.5626670255336562,0.9549448051392354,0.04505519486076459,0.09685679489083436,0.9031432051091657,0.6201897747783895,0.37981022522161045,0.48077519893035364,0.5192248010696461,0.9703167226849583,0.029683277315041764,0.03107994398591098,0.968920056014089,0.6532118687926171,0.3467881312073829,0.5374374749802733,0.4625625250197265,0.9304455089525526,0.0695544910474474,0.03226929821677079,0.9677307017832292,0.5633640073314716,0.43663599266852837,0.3559903450866037,0.6440096549133961
Adams County,28001000504,0.9283015593407555,0.07169844065924445,0.23776589587276675,0.7622341041272332,0.8243053371447897,0.17569466285521035,0.4629606724152382,0.5370393275847618,0.9197349186116603,0.08026508138833961,0.1306473769715602,0.8693526230284397,0.7561679268202678,0.2438320731797322,0.4552656172919564,0.5447343827080436,0.9522255870171216,0.04777441298287844,0.10280427354939126,0.8971957264506087,0.8411687891990237,0.15883121080097623,0.5352140577052532,0.46478594229474673,0.9240736489012734,0.07592635109872659,0.12861785773954018,0.8713821422604598,0.7937416408110212,0.2062583591889788,0.38017713209048676,0.6198228679095132
Alcorn County,28003000016,0.9334382698181295,0.06656173018187046,0.30114374931848,0.69885625068152,0.47219406002681125,0.5278059399731888,0.4695182032019895,0.5304817967980106,0.9704846670748839,0.029515332925116128,0.281292521377219,0.7187074786227811,0.4331064775802332,0.5668935224197669,0.4119353386946427,0.5880646613053573,0.942097928058688,0.05790207194131204,0.3019232635654578,0.6980767364345422,0.4563378483009362,0.5436621516990638,0.4650554571273409,0.5349445428726591,0.8636081583923896,0.13639184160761045,0.3092854039241526,0.6907145960758474,0.4627839294820974,0.5372160705179027,0.46587283666267004,0.53412716333733
Alcorn County,28003000101,0.9321087697972881,0.06789123020271191,0.3309910879668578,0.6690089120331422,0.4808803029482987,0.5191196970517014,0.4705541135729535,0.5294458864270465,0.9159508025836282,0.08404919741637179,0.2754316635468705,0.7245683364531296,0.42061539435108636,0.5793846056489136,0.39727385117133246,0.6027261488286676,0.9336819456942046,0.06631805430579545,0.31706869423202444,0.6829313057679756,0.46366612657160267,0.5363338734283973,0.46102023238844536,0.5389797676115546,0.8668683499007072,0.13313165009929287,0.29915533699053104,0.7008446630094689,0.4735521763009719,0.5264478236990281,0.4653405307378342,0.5346594692621658
Alcorn County,28003000102,0.9399688877418944,0.06003111225810569,0.28253236587840896,0.7174676341215911,0.4757680671770963,0.5242319328229037,0.46417644701316835,0.5358235529868317,0.9449563904387386,0.05504360956126147,0.2596656120573203,0.7403343879426797,0.41995409949415974,0.5800459005058403,0.39398545793828976,0.6060145420617102,0.9064450122802825,0.09355498771971751,0.2847231056754252,0.7152768943245749,0.4649185448701384,0.5350814551298616,0.46715652874837854,0.5328434712516215,0.865536730024385,0.13446326997561495,0.3011546192163585,0.6988453807836414,0.4646537216475865,0.5353462783524136,0.45849693555229315,0.5415030644477068
