county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_white.uss_16_dem_mur,vap_white.uss_16_rep_van,vap_black.uss_16_dem_mur,vap_black.uss_16_rep_van,vap_hisp.uss_16_dem_mur,vap_hisp.uss_16_rep_van,vap_asian.uss_16_dem_mur,vap_asian.uss_16_rep_van,vap_aian.uss_16_dem_mur,vap_aian.uss_16_rep_van,vap_oth_b.uss_16_dem_mur,vap_oth_b.uss_16_rep_van,vap_white.gov_16_dem_ins,vap_white.gov_16_rep_bry,vap_black.gov_16_dem_ins,vap_black.gov_16_rep_bry,vap_hisp.gov_16_dem_ins,vap_hisp.gov_16_rep_bry,vap_asian.gov_16_dem_ins,vap_asian.gov_16_rep_bry,vap_aian.gov_16_dem_ins,vap_aian.gov_16_rep_bry,vap_oth_b.gov_16_dem_ins,vap_oth_b.gov_16_rep_bry,vap_white.atg_16_dem_fer,vap_white.atg_16_rep_tru,vap_black.atg_16_dem_fer,vap_black.atg_16_rep_tru,vap_hisp.atg_16_dem_fer,vap_hisp.atg_16_rep_tru,vap_asian.atg_16_dem_fer,vap_asian.atg_16_rep_tru,vap_aian.atg_16_dem_fer,vap_aian.atg_16_rep_tru,vap_oth_b.atg_16_dem_fer,vap_oth_b.atg_16_rep_tru,vap_white.sos_16_dem_pod,vap_white.sos_16_rep_wym,vap_black.sos_16_dem_pod,vap_black.sos_16_rep_wym,vap_hisp.sos_16_dem_pod,vap_hisp.sos_16_rep_wym,vap_asian.sos_16_dem_pod,vap_asian.sos_16_rep_wym,vap_aian.sos_16_dem_pod,vap_aian.sos_16_rep_wym,vap_oth_b.sos_16_dem_pod,vap_oth_b.sos_16_rep_wym,vap_white.uss_18_dem_can,vap_white.uss_18_rep_hut,vap_black.uss_18_dem_can,vap_black.uss_18_rep_hut,vap_hisp.uss_18_dem_can,vap_hisp.uss_18_rep_hut,vap_asian.uss_18_dem_can,vap_asian.uss_18_rep_hut,vap_aian.uss_18_dem_can,vap_aian.uss_18_rep_hut,vap_oth_b.uss_18_dem_can,vap_oth_b.uss_18_rep_hut,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_white.gov_20_dem_ins,vap_white.gov_20_rep_cul,vap_black.gov_20_dem_ins,vap_black.gov_20_rep_cul,vap_hisp.gov_20_dem_ins,vap_hisp.gov_20_rep_cul,vap_asian.gov_20_dem_ins,vap_asian.gov_20_rep_cul,vap_aian.gov_20_dem_ins,vap_aian.gov_20_rep_cul,vap_oth_b.gov_20_dem_ins,vap_oth_b.gov_20_rep_cul,vap_white.atg_20_dem_fer,vap_white.atg_20_rep_lar,vap_black.atg_20_dem_fer,vap_black.atg_20_rep_lar,vap_hisp.atg_20_dem_fer,vap_hisp.atg_20_rep_lar,vap_asian.atg_20_dem_fer,vap_asian.atg_20_rep_lar,vap_aian.atg_20_dem_fer,vap_aian.atg_20_rep_lar,vap_oth_b.atg_20_dem_fer,vap_oth_b.atg_20_rep_lar,vap_white.sos_20_dem_tar,vap_white.sos_20_rep_wym,vap_black.sos_20_dem_tar,vap_black.sos_20_rep_wym,vap_hisp.sos_20_dem_tar,vap_hisp.sos_20_rep_wym,vap_asian.sos_20_dem_tar,vap_asian.sos_20_rep_wym,vap_aian.sos_20_dem_tar,vap_aian.sos_20_rep_wym,vap_oth_b.sos_20_dem_tar,vap_oth_b.sos_20_rep_wym
Adams County,53001000111,0.10098279590778948,0.8990172040922105,0.5135500857301666,0.48644991426983336,0.44863127945356696,0.551368720546433,0.4991608773165331,0.5008391226834669,0.49346230972794,0.5065376902720601,0.5234620202198917,0.4765379797801083,0.34003192564623297,0.659968074353767,0.5338041162226645,0.4661958837773355,0.5049651489131315,0.4950348510868685,0.5093976692662144,0.4906023307337855,0.513593034175042,0.48640696582495796,0.5304573950879179,0.46954260491208216,0.24383762372143755,0.7561623762785624,0.4995604987562258,0.5004395012437741,0.48160506286074006,0.51839493713926,0.48359018569517037,0.5164098143048297,0.526779493415431,0.47322050658456905,0.509600532075241,0.49039946792475897,0.4362020981506361,0.5637979018493638,0.49856626737275794,0.5014337326272421,0.6122462911336036,0.3877537088663964,0.5007795710605356,0.4992204289394644,0.5133774168042372,0.48662258319576274,0.4900376277345956,0.5099623722654044,0.12896682419138258,0.8710331758086174,0.5042636538510303,0.49573634614896966,0.42697450845220797,0.573025491547792,0.5132926392235546,0.4867073607764454,0.5114884432665531,0.48851155673344693,0.5310343791608866,0.4689656208391134,0.24642078438014597,0.7535792156198541,0.4893612028087023,0.5106387971912977,0.4420902307691895,0.5579097692308105,0.4918852791943915,0.5081147208056085,0.5105510749564959,0.4894489250435042,0.5142980841125585,0.48570191588744155,0.23427307662872673,0.7657269233712732,0.4869993376683693,0.5130006623316308,0.43761707076373935,0.5623829292362607,0.5253631612638979,0.474636838736102,0.5039591296727741,0.4960408703272259,0.5237748547471386,0.47622514525286136,0.1821970705212982,0.8178029294787018,0.4872034907131737,0.5127965092868263,0.4200635734904046,0.5799364265095954,0.4758392191512906,0.5241607808487093,0.5134472418172858,0.4865527581827142,0.5290326852581276,0.4709673147418723,0.22765440134919102,0.772345598650809,0.4728689881783779,0.527131011821622,0.45207268997683797,0.5479273100231621,0.5263423651349373,0.4736576348650627,0.5170783613490335,0.4829216386509665,0.49496252058445495,0.5050374794155451,0.17498367577585905,0.825016324224141,0.48941320613160527,0.5105867938683948,0.3929150218444702,0.6070849781555298,0.5045749895834871,0.4954250104165129,0.5033569420258078,0.4966430579741921,0.5100069952031783,0.4899930047968218
Adams County,53001000112,0.17393250576832692,0.8260674942316731,0.5109531956911882,0.48904680430881176,0.4388059722603144,0.5611940277396856,0.5011264880953535,0.4988735119046464,0.4889416067425008,0.5110583932574992,0.5253539124365412,0.47464608756345883,0.3235781811708042,0.6764218188291958,0.5344120108405147,0.4655879891594853,0.496531957241966,0.503468042758034,0.5056927118678802,0.49430728813211977,0.5030319897472012,0.49696801025279874,0.539126916797046,0.46087308320295395,0.20931857696005252,0.7906814230399475,0.4978893344328774,0.5021106655671226,0.4618973123659344,0.5381026876340657,0.4830791216824808,0.5169208783175192,0.5172609444345575,0.48273905556544244,0.49872078242636064,0.5012792175736394,0.5569679189329664,0.4430320810670336,0.49881202253349755,0.5011879774665025,0.6147900587026224,0.3852099412973776,0.4972413098683715,0.5027586901316284,0.5113488799467131,0.488651120053287,0.4987251676984876,0.5012748323015124,0.23006666879188287,0.7699333312081171,0.48973358835389896,0.5102664116461011,0.4015737590568731,0.5984262409431269,0.5125340778531121,0.48746592214688794,0.500075380694847,0.49992461930515303,0.5179248513362917,0.48207514866370826,0.3045179607585524,0.6954820392414476,0.49322531892641286,0.5067746810735871,0.42389587164596676,0.5761041283540332,0.4864142876189243,0.5135857123810756,0.5038791278250407,0.49612087217495926,0.5110891229208823,0.48891087707911773,0.2207696361787763,0.7792303638212237,0.48491891076765553,0.5150810892323445,0.42388107927893004,0.57611892072107,0.523131321642462,0.476868678357538,0.5024847241583765,0.4975152758416234,0.5220293159802702,0.47797068401972975,0.19813341736098605,0.8018665826390139,0.49268359231032627,0.5073164076896737,0.40260952221623975,0.5973904777837602,0.47733365357290225,0.52266634642709775,0.4977541388268664,0.5022458611731335,0.5186165639974474,0.4813834360025526,0.20014199823516576,0.7998580017648342,0.4738612801587121,0.5261387198412879,0.4349721879029255,0.5650278120970745,0.5209894684364862,0.4790105315635138,0.5073734012422506,0.49262659875774933,0.4948290764031232,0.5051709235968769,0.08382641663880505,0.9161735833611949,0.4852245813555808,0.5147754186444192,0.3750871844302382,0.6249128155697617,0.4945338546142408,0.5054661453857592,0.49548493123522247,0.5045150687647776,0.5181179438523619,0.4818820561476382
Adams County,53001000113,0.29624877203823663,0.7037512279617634,0.5092438390001466,0.4907561609998534,0.4337289790578377,0.5662710209421623,0.5002040849144371,0.49979591508556287,0.4884541808283208,0.5115458191716792,0.5208801457647152,0.4791198542352848,0.42925172870985207,0.5707482712901479,0.532846301102753,0.467153698897247,0.49083669404139296,0.5091633059586068,0.5134084683480287,0.48659153165197133,0.5035923492296158,0.4964076507703842,0.5319829435385441,0.46801705646145586,0.3032790344066995,0.6967209655933005,0.5010380525291513,0.49896194747084865,0.46520074672080836,0.5347992532791916,0.49025692495730105,0.5097430750426989,0.5147523432604671,0.48524765673953285,0.5063754413131069,0.4936245586868931,0.5179163079083057,0.4820836920916944,0.5033511712647549,0.4966488287352451,0.60970672322352,0.3902932767764798,0.5003617000063553,0.49963829999364473,0.5098742488699278,0.4901257511300721,0.4920411836926255,0.5079588163073745,0.14757260209160364,0.8524273979083964,0.49874468382288145,0.5012553161771185,0.39956193315645505,0.6004380668435447,0.5127612540178782,0.48723874598212175,0.4997633708352719,0.5002366291647281,0.5164592558898058,0.4835407441101942,0.2998081028412752,0.7001918971587249,0.49443581138825116,0.5055641886117488,0.4196173478593333,0.5803826521406665,0.5015817036156823,0.49841829638431767,0.5030978461329695,0.4969021538670305,0.5083773696745115,0.4916226303254885,0.28356009486026185,0.7164399051397382,0.49057306652207694,0.5094269334779231,0.4264865172509613,0.5735134827490385,0.53348941001360894,0.46651058998639106,0.5026135377986456,0.49738646220135446,0.5175878278674596,0.48241217213254034,0.21144318816243893,0.7885568118375611,0.4902546338635095,0.5097453661364906,0.3987341082983326,0.6012658917016671,0.4786679414998691,0.5213320585001309,0.4972999795269703,0.5027000204730296,0.5212285204493632,0.4787714795506368,0.24813557674243455,0.7518644232575654,0.47329922361204346,0.5267007763879565,0.42767138447739794,0.5723286155226018,0.5169622194629474,0.48303778053705265,0.5117827238784706,0.4882172761215294,0.4973850158246592,0.5026149841753408,0.1767175284026445,0.8232824715973555,0.4917878428211335,0.5082121571788665,0.36918427291145645,0.6308157270885435,0.5017253760711576,0.49827462392884236,0.4920636497488918,0.5079363502511082,0.5100789279224581,0.4899210720775419
Adams County,53001000114,0.2811602715600266,0.7188397284399733,0.5021969970671847,0.49780300293281526,0.4472783000039907,0.5527216999960093,0.49641413531389833,0.5035858646861017,0.4908436232632666,0.5091563767367334,0.5328758045918552,0.46712419540814476,0.33752657746641535,0.6624734225335847,0.5393142005962989,0.4606857994037012,0.49601280515631313,0.5039871948436869,0.504630807923272,0.495369192076728,0.5102878191626413,0.4897121808373586,0.5346402336536904,0.46535976634630966,0.3271835143804693,0.6728164856195307,0.49893329567870864,0.5010667043212914,0.4722067785663316,0.5277932214336684,0.4821609519881881,0.5178390480118119,0.5216223836923751,0.47837761630762493,0.5141614006258864,0.48583859937411356,0.4946573100572749,0.5053426899427251,0.5035951328682216,0.49640486713177845,0.6130401924808064,0.3869598075191935,0.49698861573918013,0.5030113842608199,0.5138094765236711,0.4861905234763288,0.4953312288453865,0.5046687711546135,0.16713256800816123,0.8328674319918388,0.4999229102969427,0.5000770897030573,0.41566952736179125,0.5843304726382087,0.5065889162947611,0.49341108370523884,0.5027360117439115,0.49726398825608853,0.5313249276556189,0.46867507234438116,0.30959018635414054,0.6904098136458594,0.49345131190933295,0.5065486880906671,0.4323886822026356,0.5676113177973644,0.4963212981767394,0.5036787018232606,0.5068122433377334,0.49318775666226655,0.5155497993265856,0.4844502006734143,0.21456480084642207,0.785435199153578,0.49066069987713234,0.5093393001228677,0.42842376862473375,0.5715762313752663,0.5233975137807028,0.4766024862192973,0.5023382601538102,0.4976617398461898,0.5131178688986032,0.48688213110139683,0.17286427687671221,0.8271357231232878,0.4897469224311488,0.5102530775688512,0.41193005118497966,0.5880699488150203,0.4789625028788745,0.5210374971211255,0.5053661615867412,0.4946338384132588,0.5288754916536248,0.4711245083463752,0.21741901246323958,0.7825809875367604,0.47878766633224024,0.5212123336677598,0.4388674271748372,0.5611325728251628,0.5211758382911128,0.4788241617088872,0.5165538878845573,0.4834461121154427,0.49797218105753616,0.5020278189424638,0.14443355305262623,0.8555664469473737,0.4886226806138088,0.5113773193861912,0.38735509246235234,0.6126449075376477,0.4979298457903262,0.5020701542096738,0.4937724876548338,0.5062275123451662,0.5180453823766117,0.48195461762338837
Adams County,53001000115,0.26364543590046113,0.7363545640995389,0.5088586797736251,0.49114132022637497,0.43318642830668863,0.5668135716933114,0.5008209526087283,0.49917904739127145,0.48558014455694026,0.5144198554430597,0.5189756518927531,0.4810243481072469,0.3477996114129059,0.6522003885870942,0.5352637463382779,0.46473625366172205,0.49147461420028826,0.5085253857997117,0.5081927747522433,0.4918072252477566,0.5050590455774518,0.49494095442254815,0.5278551113895062,0.47214488861049375,0.2541018924636315,0.7458981075363685,0.49973322555105826,0.5002667744489417,0.4617141504004625,0.5382858495995375,0.47950686084797317,0.5204931391520266,0.5177518887749469,0.48224811122505307,0.5014944574373473,0.4985055425626526,0.5393675875892372,0.4606324124107628,0.4965220298346366,0.5034779701653634,0.6106583428744413,0.3893416571255587,0.5021790327943164,0.49782096720568353,0.5154080198377187,0.48459198016228133,0.4900746078488241,0.5099253921511757,0.16241569243332105,0.8375843075666789,0.5050415116225975,0.49495848837740253,0.39254138703802177,0.6074586129619782,0.5067786506091394,0.4932213493908606,0.5058855157085538,0.4941144842914463,0.5159030820547663,0.48409691794523363,0.2935785689107896,0.7064214310892104,0.49351000383877286,0.5064899961612271,0.41648898273737733,0.5835110172626227,0.4909170493561411,0.5090829506438589,0.50569987442623765,0.4943001255737623,0.5067059715329935,0.49329402846700654,0.2217704579201135,0.7782295420798865,0.48363808516370854,0.5163619148362915,0.4187540356184797,0.5812459643815203,0.5274095919156053,0.47259040808439473,0.5030295083009354,0.4969704916990646,0.5154362848061416,0.48456371519385827,0.1805809001388517,0.8194190998611484,0.4833714452220672,0.5166285547779328,0.39155177084023085,0.6084482291597691,0.4791670425818947,0.5208329574181051,0.5024740288808175,0.4975259711191825,0.5176494444291497,0.48235055557085005,0.2657869231734748,0.7342130768265251,0.4703291928883665,0.5296708071116335,0.42467972981186936,0.5753202701881307,0.5178731228466695,0.48212687715333025,0.5131089331822044,0.4868910668177956,0.48781979868194075,0.5121802013180593,0.14223891713098574,0.8577610828690143,0.48674244518494386,0.5132575548150562,0.3606226627208338,0.6393773372791661,0.4949576060749586,0.5050423939250414,0.49158071874928405,0.508419281250716,0.5049212727496034,0.4950787272503966
Adams County,53001000121,0.09960400467497095,0.9003959953250292,0.5057631860372831,0.49423681396271685,0.43313533067571963,0.5668646693242804,0.5018358519023497,0.49816414809765036,0.496414244359267,0.503585755640733,0.5164388293943066,0.4835611706056934,0.2476867775083918,0.7523132224916085,0.5352290774316529,0.4647709225683471,0.48546678731035187,0.5145332126896481,0.5084912120553136,0.4915087879446864,0.49966128779575436,0.5003387122042456,0.5245048563829031,0.4754951436170969,0.14132670158818014,0.85867329841182,0.4983705399637924,0.5016294600362077,0.45745187282016986,0.5425481271798301,0.4828162967391741,0.5171837032608259,0.521967682068885,0.47803231793111495,0.4974955436490213,0.5025044563509786,0.4428080940783013,0.5571919059216989,0.5026839711110719,0.4973160288889281,0.6113397515192275,0.3886602484807726,0.49930658774096776,0.5006934122590322,0.516850132337773,0.48314986766222695,0.4927757126572769,0.5072242873427231,0.0863401043102715,0.9136598956897287,0.49903087378027233,0.5009691262197277,0.3932507408109818,0.6067492591890182,0.5101058415399143,0.48989415846008566,0.518443362361673,0.481556637638327,0.5085878530924143,0.4914121469075858,0.1606865824155079,0.8393134175844923,0.489170548598178,0.510829451401822,0.4236385741083274,0.5763614258916726,0.4906294304315314,0.5093705695684686,0.5088200113043915,0.4911799886956085,0.49969150566379955,0.5003084943362005,0.15285341644539938,0.8471465835546008,0.4970793096570105,0.5029206903429895,0.42127848425613335,0.5787215157438667,0.5247719855194526,0.4752280144805474,0.5020799722024273,0.4979200277975727,0.506362518480047,0.49363748151995307,0.11152038147130607,0.8884796185286942,0.48901083837725273,0.5109891616227472,0.3950519707851308,0.6049480292148691,0.47363059567813337,0.5263694043218666,0.5055660202849247,0.4944339797150753,0.5162797743888351,0.4837202256111649,0.15182919467398787,0.8481708053260124,0.4709223621462576,0.5290776378537424,0.42211442513348574,0.5778855748665143,0.519070288632855,0.480929711367145,0.5181647945959448,0.4818352054040552,0.49263853445514855,0.5073614655448515,0.1097710164361983,0.890228983563802,0.48651574239491246,0.5134842576050875,0.36360137507009427,0.6363986249299057,0.49889969863106126,0.5011003013689387,0.499017506853478,0.500982493146522,0.5064797034113266,0.4935202965886733
Adams County,53001000122,0.08728368030586892,0.9127163196941311,0.5144894693425812,0.4855105306574188,0.4303082902107372,0.5696917097892628,0.49825041978157647,0.5017495802184235,0.4858172598021392,0.5141827401978608,0.522322038155232,0.4776779618447679,0.2184893102536552,0.7815106897463449,0.5400970438017995,0.4599029561982005,0.4849797231243028,0.5150202768756972,0.5055162550343354,0.4944837449656646,0.4999935394386909,0.500006460561309,0.5261895272614008,0.47381047273859916,0.12716664854039975,0.8728333514596003,0.5032974715443749,0.4967025284556251,0.45845089590821897,0.541549104091781,0.4829192635752645,0.5170807364247355,0.516791880700846,0.48320811929915397,0.5033572494245985,0.4966427505754015,0.33593496668049455,0.6640650333195054,0.5040572681341493,0.49594273186585075,0.6092746640888367,0.3907253359111634,0.49912113212429826,0.5008788678757018,0.5163548122032839,0.483645187796716,0.4803405078206124,0.5196594921793877,0.04713119941731714,0.9528688005826829,0.5012739457576979,0.49872605424230204,0.39084851622262445,0.6091514837773755,0.5122962436920042,0.4877037563079958,0.4998769870089438,0.5001230129910562,0.5252112332664504,0.47478876673354964,0.11818022161584861,0.8818197783841514,0.4927098883215908,0.5072901116784092,0.4187717092758941,0.5812282907241059,0.49778591623019464,0.5022140837698054,0.501533585214853,0.49846641478514697,0.5062766452984541,0.493723354701546,0.13363713015095688,0.8663628698490431,0.48853208528791825,0.5114679147120818,0.4149438880010945,0.5850561119989055,0.5258233333936566,0.4741766666063434,0.5057802226109436,0.49421977738905637,0.5045024114742243,0.49549758852577575,0.08324280770117805,0.9167571922988219,0.48939309436385386,0.5106069056361462,0.3950591831562662,0.6049408168437338,0.4834101312589242,0.5165898687410758,0.495772000107218,0.504227999892782,0.5171780130866254,0.4828219869133746,0.11912490763248526,0.8808750923675147,0.47893487850410804,0.5210651214958919,0.421561090431909,0.578438909568091,0.5227770857004568,0.4772229142995432,0.5114438135308306,0.48855618646916943,0.4883713379311444,0.5116286620688556,0.05811851362959427,0.9418814863704057,0.4835190316327489,0.5164809683672511,0.3625609724087912,0.6374390275912089,0.4961330851910408,0.5038669148089592,0.4971037902548138,0.5028962097451861,0.5080521193678684,0.4919478806321315
Adams County,53001000123,0.07311885038574202,0.9268811496142579,0.5094420567803202,0.4905579432196799,0.4339558709022643,0.5660441290977357,0.4980342070655821,0.5019657929344179,0.4913735420022556,0.5086264579977444,0.5153815926128232,0.4846184073871768,0.21110022649942226,0.7888997735005777,0.5347559927445723,0.4652440072554277,0.4894162310539089,0.5105837689460911,0.5087079369137375,0.49129206308626244,0.49737879494200643,0.5026212050579936,0.5272014511651215,0.4727985488348783,0.09750424982968829,0.9024957501703117,0.49768679158321566,0.5023132084167843,0.46400542018095386,0.5359945798190462,0.4784945607295702,0.5215054392704298,0.5216040704124212,0.4783959295875788,0.49369012808336177,0.5063098719166382,0.32263440586713393,0.6773655941328661,0.4995885046566619,0.5004114953433382,0.6073176420309316,0.39268235796906836,0.5011863868823391,0.4988136131176609,0.5187606629831243,0.4812393370168757,0.4859689913005407,0.5140310086994593,0.016045669508912036,0.9839543304910879,0.493278926955805,0.506721073044195,0.34871664819030385,0.6512833518096962,0.505261407938501,0.4947385920614989,0.5030921292017208,0.4969078707982792,0.4787132755928449,0.5212867244071548,0.11957653109349714,0.8804234689065029,0.49012815408119076,0.5098718459188092,0.41622699182755196,0.583773008172448,0.4949767525303385,0.5050232474696614,0.5039656865755898,0.4960343134244102,0.5038151937153726,0.49618480628462713,0.1323251896726678,0.8676748103273322,0.4834453225073125,0.5165546774926875,0.42260491121886734,0.5773950887811327,0.5238183027939132,0.47618169720608683,0.5013040430135635,0.49869595698643654,0.5082119893804611,0.4917880106195387,0.0975788468919328,0.9024211531080671,0.49126596234917075,0.5087340376508293,0.39815296840488,0.60184703159512,0.4735986774196073,0.5264013225803926,0.49743359754490696,0.5025664024550931,0.5087649670115019,0.4912350329884979,0.10649413919786999,0.89350586080213,0.47303036671533105,0.526969633284669,0.4231024364356421,0.576897563564358,0.5207083086433554,0.4792916913566446,0.5100848898420625,0.4899151101579375,0.48737062602979175,0.5126293739702082,0.023409025370763795,0.9765909746292362,0.4840593702941963,0.5159406297058037,0.3524165536682148,0.6475834463317852,0.4951522195960128,0.5048477804039873,0.4942260999271479,0.5057739000728522,0.48370431741170583,0.5162956825882942
Adams County,53001000211,0.0780101654076104,0.9219898345923896,0.5132035952213972,0.4867964047786027,0.4014105259754119,0.5985894740245882,0.49770466825089826,0.5022953317491017,0.4856224477889049,0.5143775522110953,0.505678555450788,0.49432144454921206,0.23491889267702148,0.7650811073229785,0.5355250505648892,0.4644749494351108,0.48140951433661905,0.518590485663381,0.5053372194874249,0.4946627805125751,0.5087927708776677,0.4912072291223325,0.5293566759873709,0.47064332401262904,0.18208674988739537,0.8179132501126046,0.5042948561475085,0.4957051438524915,0.4762176023261898,0.5237823976738102,0.4832737571417246,0.5167262428582754,0.5149472473869081,0.48505275261309205,0.49388340261615943,0.5061165973838405,0.33223851212451083,0.6677614878754892,0.4990210821361635,0.5009789178638365,0.5996430932851364,0.40035690671486357,0.5010834182830295,0.49891658171697056,0.510344516408034,0.48965548359196615,0.4802453517913291,0.5197546482086709,0.12114877494158902,0.878851225058411,0.4974619821095407,0.5025380178904593,0.42535533873860537,0.5746446612613946,0.5116071051715452,0.4883928948284548,0.5065918629977793,0.4934081370022209,0.5201538350591136,0.4798461649408864,0.17104250160421028,0.8289574983957897,0.48829222006699985,0.5117077799330002,0.4370025004914586,0.5629974995085414,0.49613419706304684,0.5038658029369532,0.5000930083125176,0.49990699168748265,0.5003484643538216,0.49965153564617837,0.1456448939068067,0.8543551060931933,0.48839524235345977,0.5116047576465402,0.42127289711824784,0.5787271028817522,0.5256108478145235,0.47438915218547645,0.5007386650989927,0.49926133490100755,0.5093301151127702,0.49066988488722985,0.1329364232587953,0.8670635767412047,0.49212009007952684,0.5078799099204732,0.414733648468547,0.585266351531453,0.4739658756345954,0.5260341243654046,0.502196086454538,0.4978039135454623,0.518813479627182,0.4811865203728179,0.1314037921469451,0.8685962078530549,0.4782295605880412,0.5217704394119588,0.4215232168731424,0.5784767831268576,0.5210449784276249,0.47895502157237513,0.5131938977091707,0.4868061022908296,0.48450705694051754,0.5154929430594825,0.06958585686083063,0.9304141431391694,0.4848442751978648,0.5151557248021351,0.3536919453825893,0.6463080546174107,0.5062481553892613,0.4937518446107387,0.49000261928697414,0.509997380713026,0.4913823910341403,0.5086176089658597
Adams County,53001000212,0.12327426189570424,0.8767257381042958,0.512102916088437,0.487897083911563,0.4359500731094357,0.5640499268905643,0.4965273530516447,0.5034726469483553,0.493652433706859,0.5063475662931409,0.5154480495260064,0.48455195047399363,0.3127684986875608,0.6872315013124392,0.5366933736058564,0.4633066263941436,0.4915666931783188,0.5084333068216812,0.5166469363939893,0.4833530636060107,0.5018821026006951,0.4981178973993049,0.528818118958202,0.471181881041798,0.20170068692775336,0.7982993130722467,0.49996792818500707,0.500032071814993,0.4619763694705227,0.5380236305294773,0.4834245189135864,0.5165754810864136,0.5217550996244166,0.4782449003755834,0.5004985457058367,0.4995014542941632,0.4448208512847657,0.5551791487152343,0.4985019816491813,0.5014980183508186,0.6052250926010161,0.3947749073989839,0.5002343930349487,0.4997656069650514,0.5124028767169578,0.4875971232830421,0.49293975453682115,0.5070602454631788,0.15638813422224226,0.8436118657777577,0.5026362532756578,0.4973637467243423,0.3979389049939294,0.6020610950060705,0.5164580449586351,0.48354195504136493,0.5065997271094133,0.49340027289058674,0.5206660908379184,0.47933390916208163,0.1718055571588833,0.8281944428411167,0.4981648592905868,0.5018351407094133,0.4162682749597845,0.5837317250402154,0.49151241030485204,0.508487589695148,0.5002821734282862,0.49971782657171376,0.5040721518722858,0.4959278481277142,0.22096526232390945,0.7790347376760905,0.49257797808884896,0.507422021911151,0.4249340761972578,0.5750659238027421,0.5278179054283129,0.4721820945716872,0.5031142913630439,0.49688570863695614,0.5128276564805306,0.4871723435194694,0.17216931925100537,0.8278306807489947,0.4942175924466677,0.5057824075533323,0.3981868543483961,0.6018131456516038,0.481954429853829,0.5180455701461709,0.5095778203812263,0.49042217961877366,0.5113219561117593,0.4886780438882406,0.1916440615124897,0.8083559384875103,0.4799462586005735,0.5200537413994265,0.4307591998140346,0.5692408001859655,0.523839380184172,0.476160619815828,0.5124156805003502,0.4875843194996498,0.4922003828036164,0.5077996171963836,0.12459568046987364,0.8754043195301263,0.4910098425769004,0.5089901574230996,0.3676444708672811,0.632355529132719,0.4895474643507626,0.5104525356492374,0.4922518891721874,0.5077481108278127,0.49854290230050896,0.501457097699491
