county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_white.uss_16_rep_thu,vap_white.uss_16_dem_wil,vap_black.uss_16_rep_thu,vap_black.uss_16_dem_wil,vap_hisp.uss_16_rep_thu,vap_hisp.uss_16_dem_wil,vap_oth.uss_16_rep_thu,vap_oth.uss_16_dem_wil,vap_white.gov_18_rep_noe,vap_white.gov_18_dem_sut,vap_black.gov_18_rep_noe,vap_black.gov_18_dem_sut,vap_hisp.gov_18_rep_noe,vap_hisp.gov_18_dem_sut,vap_oth.gov_18_rep_noe,vap_oth.gov_18_dem_sut,vap_white.atg_18_rep_rav,vap_white.atg_18_dem_sei,vap_black.atg_18_rep_rav,vap_black.atg_18_dem_sei,vap_hisp.atg_18_rep_rav,vap_hisp.atg_18_dem_sei,vap_oth.atg_18_rep_rav,vap_oth.atg_18_dem_sei,vap_white.sos_18_rep_bar,vap_white.sos_18_dem_fre,vap_black.sos_18_rep_bar,vap_black.sos_18_dem_fre,vap_hisp.sos_18_rep_bar,vap_hisp.sos_18_dem_fre,vap_oth.sos_18_rep_bar,vap_oth.sos_18_dem_fre,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_white.uss_20_rep_rou,vap_white.uss_20_dem_ahl,vap_black.uss_20_rep_rou,vap_black.uss_20_dem_ahl,vap_hisp.uss_20_rep_rou,vap_hisp.uss_20_dem_ahl,vap_oth.uss_20_rep_rou,vap_oth.uss_20_dem_ahl
Oglala Lakota County,46102VTD-MA,0.4863809666674907,0.5136190333325092,0.4860776488490904,0.5139223511509097,0.5558165038846801,0.4441834961153199,0.022816838078054683,0.9771831619219453,0.5272652474743855,0.47273475252561453,0.48488781267767117,0.5151121873223288,0.5055171434006208,0.4944828565993792,0.3385576153258579,0.6614423846741421,0.4663899813219305,0.5336100186780695,0.5009463510970632,0.4990536489029368,0.5486600477629775,0.45133995223702256,0.04415167904052892,0.955848320959471,0.503135027691864,0.496864972308136,0.5024404587653114,0.49755954123468865,0.5487779954290032,0.45122200457099676,0.054329681772067345,0.9456703182279327,0.4902368070279174,0.5097631929720826,0.49619934848303143,0.5038006515169686,0.51937676552339,0.4806232344766101,0.05551684836103222,0.9444831516389678,0.5307025867534275,0.46929741324657254,0.4888733409521005,0.5111266590478996,0.5350556914126582,0.46494430858734176,0.01695880836500094,0.983041191634999,0.5307911787046287,0.46920882129537134,0.4942441919055812,0.5057558080944188,0.49958214321498357,0.5004178567850164,0.10910848835851068,0.8908915116414893
Oglala Lakota County,46102VTD-OG,0.4885133898812885,0.5114866101187115,0.48390597957042203,0.516094020429578,0.5550994579139485,0.44490054208605145,0.05562922055822125,0.9443707794417787,0.5244436083756479,0.4755563916243519,0.47906985575448946,0.5209301442455105,0.5087562362837911,0.49124376371620887,0.21141203043764067,0.7885879695623593,0.48661333634735615,0.5133866636526438,0.4915923106533587,0.5084076893466413,0.5371355179718169,0.46286448202818303,0.05427946324052221,0.9457205367594778,0.5113522142102219,0.4886477857897781,0.49864077549834446,0.5013592245016555,0.5356620076833717,0.4643379923166283,0.05983184423202628,0.9401681557679737,0.5048004784339442,0.4951995215660559,0.4916234163614524,0.5083765836385477,0.5142844211446302,0.48571557885536976,0.05231335687185561,0.9476866431281444,0.56160422668166,0.43839577331834,0.4878375726923575,0.5121624273076425,0.5455818647448738,0.45441813525512625,0.0482388230660017,0.9517611769339983,0.5318106786365466,0.4681893213634531,0.499674528518966,0.500325471481034,0.5057797917674319,0.4942202082325681,0.13016852137677262,0.8698314786232274
Oglala Lakota County,46102VTD-P1,0.29440378389585353,0.7055962161041465,0.46379773154730036,0.5362022684526997,0.5014207561650981,0.49857924383490193,0.012330071634963736,0.9876699283650363,0.5205578847758999,0.4794421152241001,0.4859424214472052,0.5140575785527949,0.5048213165915187,0.4951786834084812,0.13939046266353086,0.8606095373364692,0.1997894388868076,0.8002105611131923,0.4712449750420065,0.5287550249579935,0.44774228647281017,0.5522577135271899,0.007379377981130014,0.99262062201887,0.2859463371588777,0.7140536628411223,0.4832796155573002,0.5167203844426999,0.47865337967469923,0.5213466203253008,0.011456047436233041,0.9885439525637669,0.3253919122642486,0.6746080877357514,0.4818235917459548,0.5181764082540452,0.46492809203011354,0.5350719079698865,0.015286868538974136,0.9847131314610259,0.4419835717283922,0.5580164282716078,0.4821646831681609,0.517835316831839,0.5028445765935553,0.4971554234064447,0.017800273891673164,0.9821997261083268,0.5319601192845279,0.4680398807154721,0.4983247139404099,0.5016752860595901,0.5066133074612917,0.49338669253870826,0.07544661294881276,0.9245533870511873
Oglala Lakota County,46102VTD-P3,0.4941967808769409,0.505803219123059,0.4742089508762258,0.5257910491237743,0.5656418760913661,0.434358123908634,0.04217895936456712,0.9578210406354328,0.524633219930975,0.47536678006902505,0.4861188130709074,0.5138811869290927,0.508373884509811,0.49162611549018903,0.1735554645143307,0.8264445354856693,0.479887806825036,0.5201121931749639,0.5011518895485467,0.4988481104514532,0.5467403201505854,0.4532596798494146,0.04038630071862027,0.9596136992813797,0.5214132986731088,0.47858670132689113,0.4987398545654328,0.5012601454345672,0.5491045586087584,0.45089544139124166,0.03471913692148747,0.9652808630785126,0.5021040321978949,0.49789596780210504,0.4950676694628964,0.5049323305371036,0.508981955817995,0.491018044182005,0.061954510517369506,0.9380454894826304,0.5665560629329547,0.43344393706704526,0.4936389986822429,0.5063610013177571,0.5595362595933517,0.4404637404066483,0.03296657839588461,0.9670334216041154,0.5322343923898825,0.46776560761011754,0.4942914527637468,0.5057085472362532,0.5052724498352884,0.49472755016471165,0.1181473831747098,0.8818526168252903
Oglala Lakota County,46102VTD-PO,0.4927779688631175,0.5072220311368826,0.481256051986587,0.5187439480134127,0.5590181480886578,0.4409818519113422,0.04001514283505415,0.9599848571649456,0.5252318502698765,0.4747681497301235,0.4880793375455609,0.5119206624544389,0.5141862939642013,0.4858137060357986,0.18417156197709822,0.8158284380229017,0.4604035292181893,0.5395964707818107,0.4939963648362735,0.5060036351637263,0.5326886814169862,0.4673113185830137,0.013649474216769122,0.9863505257832307,0.5206126564507888,0.4793873435492112,0.49448061332794363,0.5055193866720562,0.553387771141496,0.446612228858504,0.024061428572579615,0.9759385714274201,0.49487565027461333,0.5051243497253867,0.49216028705026177,0.507839712949738,0.5202011625382613,0.4797988374617386,0.04769493940992293,0.9523050605900768,0.5531359324758496,0.4468640675241504,0.4894965168060971,0.5105034831939027,0.5510873265117858,0.4489126734882142,0.04343659274740241,0.9565634072525976,0.5339051785720739,0.4660948214279262,0.5048452479491998,0.4951547520508,0.49470603024542986,0.5052939697545702,0.12955925781846636,0.8704407421815334
Oglala Lakota County,46102VTD-RF,0.4936435226195783,0.506356477380422,0.4762445674936181,0.5237554325063819,0.5551759770117851,0.44482402298821494,0.12401731704476944,0.8759826829552305,0.5257031024259065,0.47429689757409377,0.4911626566255074,0.5088373433744926,0.5094332610018978,0.49056673899810227,0.21497712346601117,0.7850228765339888,0.4886515355538321,0.5113484644461681,0.4958359414048007,0.5041640585951993,0.5498777405793043,0.45012225942069567,0.063143187294218,0.936856812705782,0.5122784789188695,0.4877215210811307,0.49702735807696713,0.5029726419230329,0.5352676045205031,0.46473239547949685,0.09705729409138575,0.9029427059086143,0.4980490874481022,0.5019509125518979,0.49506076568543755,0.5049392343145624,0.5250371152771057,0.47496288472289433,0.1669425820987437,0.8330574179012563,0.5535597991061717,0.4464402008938285,0.4899657687343294,0.5100342312656706,0.5426158015394782,0.4573841984605218,0.12127393464177771,0.8787260653582223,0.5361988576440969,0.4638011423559033,0.5060207215058791,0.49397927849412093,0.508407892954841,0.49159210704515904,0.1799415719172717,0.8200584280827283
Pennington County,461030VTD-6,0.6975153897626681,0.30248461023733186,0.48189704649549703,0.518102953504503,0.44758516365109813,0.5524148363489019,0.3391892676865334,0.6608107323134665,0.7676944415450341,0.23230555845496598,0.5031055714640286,0.49689442853597143,0.45278653144204084,0.5472134685579592,0.3118899245218265,0.6881100754781735,0.5964961437342016,0.4035038562657984,0.4894103739269282,0.5105896260730718,0.415779186585422,0.584220813414578,0.24593050094801408,0.754069499051986,0.6146665896856434,0.38533341031435664,0.37631974187356537,0.6236802581264346,0.41983919723521784,0.5801608027647822,0.29833002890841004,0.70166997109159,0.712350493303387,0.287649506696613,0.4668547495208832,0.5331452504791169,0.39755030799791286,0.6024496920020872,0.2688408588143826,0.7311591411856174,0.6421383417704809,0.3578616582295191,0.4653122578769732,0.5346877421230268,0.43598844852418506,0.5640115514758149,0.3755904041140101,0.6244095958859899,0.6896983102048863,0.3103016897951138,0.4863910125969362,0.5136089874030638,0.39852874530453547,0.6014712546954646,0.3058653806731519,0.6941346193268481
Pennington County,461030VTD-9,0.8133281685296523,0.18667183147034777,0.4806296399553141,0.5193703600446858,0.4490739681704935,0.5509260318295065,0.35401781721555575,0.6459821827844443,0.8561736587784876,0.1438263412215124,0.49527917577711844,0.5047208242228816,0.4615862559255185,0.5384137440744815,0.3299332238066349,0.6700667761933651,0.7270399591336532,0.27296004086634684,0.4994611483056799,0.5005388516943201,0.4258520474447493,0.5741479525552508,0.25931428557357106,0.7406857144264289,0.7445583676820724,0.25544163231792766,0.3859073438950843,0.6140926561049157,0.4221440177459735,0.5778559822540265,0.3029248482733069,0.6970751517266931,0.8113352480335729,0.188664751966427,0.4676784763824453,0.5323215236175547,0.3961868012868601,0.6038131987131399,0.27914001339919436,0.7208599866008056,0.8116650546188103,0.1883349453811897,0.4703821878961594,0.5296178121038406,0.43478340983919134,0.5652165901608086,0.39278550050125655,0.6072144994987434,0.8402432863991909,0.15975671360080915,0.49086836986343535,0.5091316301365647,0.4065988414983954,0.5934011585016046,0.32478558851044426,0.6752144114895557
Pennington County,46103VTD-10,0.8530589681486273,0.14694103185137272,0.48529311729190927,0.5147068827080907,0.4486891536265701,0.55131084637343,0.36000506693569084,0.6399949330643091,0.8299736966096496,0.17002630339035035,0.4932051207392922,0.5067948792607078,0.46187596725506536,0.5381240327449346,0.321415823209451,0.6785841767905489,0.7547205984953758,0.24527940150462424,0.4891659242482808,0.5108340757517192,0.4273060547136792,0.5726939452863208,0.268341812763655,0.731658187236345,0.7756516078862822,0.22434839211371777,0.3819902611451518,0.6180097388548482,0.4216869979190742,0.5783130020809257,0.3099694326111893,0.6900305673888106,0.8353700918037537,0.16462990819624634,0.4707579080764485,0.5292420919235514,0.39720892025365745,0.6027910797463426,0.28263685248316167,0.7173631475168383,0.8764673137647438,0.12353268623525614,0.46857463239427566,0.5314253676057243,0.4484998428404532,0.5515001571595468,0.4086235273466636,0.5913764726533364,0.8810277319761314,0.1189722680238686,0.48770980834129085,0.5122901916587091,0.40375130972751927,0.5962486902724807,0.32088151505026086,0.6791184849497391
Pennington County,46103VTD-11,0.9296917039435467,0.07030829605645333,0.4849634262464272,0.5150365737535728,0.4571011786258647,0.5428988213741353,0.399454778588914,0.600545221411086,0.8974911522219083,0.10250884777809162,0.4998176824875804,0.5001823175124196,0.4638111666425027,0.5361888333574972,0.3348584978507762,0.6651415021492237,0.7808424197772853,0.21915758022271467,0.49767111184551227,0.5023288881544877,0.42720107379990974,0.5727989262000902,0.277151161240326,0.722848838759674,0.8213310651680783,0.17866893483192173,0.380464528190089,0.619535471809911,0.418835935974357,0.581164064025643,0.324311720949246,0.675688279050754,0.8840625891133248,0.11593741088667518,0.46508597638730986,0.5349140236126901,0.39579218789863435,0.6042078121013656,0.3055510632665251,0.6944489367334749,0.949437274449959,0.050562725550041036,0.4890404422882622,0.5109595577117378,0.4339137797506695,0.5660862202493305,0.557110566498141,0.4428894335018591,0.9261544181380235,0.0738455818619765,0.4959045659585939,0.5040954340414061,0.4063086762270894,0.5936913237729107,0.37458700242583465,0.6254129975741654
Pennington County,46103VTD-12,0.9585701996375354,0.04142980036246438,0.4824921672059734,0.5175078327940266,0.4963267960224097,0.5036732039775903,0.543869241876113,0.45613075812388704,0.9611795253982086,0.03882047460179114,0.4997793450609622,0.5002206549390378,0.5124525603150842,0.4875474396849157,0.5106572208809735,0.4893427791190265,0.7700184615708248,0.22998153842917504,0.4866430369866123,0.5133569630133876,0.433140982296389,0.566859017703611,0.271197348566158,0.728802651433842,0.9106570498540987,0.08934295014590131,0.3740362937878658,0.6259637062121343,0.45705698008838536,0.5429430199116146,0.42366590873710297,0.576334091262897,0.9189828562615303,0.08101714373846954,0.4649261705053455,0.5350738294946545,0.423886099090597,0.5761139009094031,0.35503068576386165,0.6449693142361383,0.9673337648392167,0.032666235160783284,0.4704187241163514,0.5295812758836487,0.5079399452772171,0.4920600547227829,0.6778304127860827,0.3221695872139173,0.9243664285565025,0.07563357144349743,0.4873747869853259,0.5126252130146741,0.42494657503195654,0.5750534249680435,0.3723871167652316,0.6276128832347684
Pennington County,46103VTD-14,0.9303159436432272,0.06968405635677281,0.4842735088665372,0.5157264911334628,0.45419236506110666,0.5458076349388934,0.3823033833706886,0.6176966166293114,0.9166770807376806,0.0833229192623194,0.49631472235358387,0.5036852776464161,0.4676660070123556,0.5323339929876444,0.3515060813083578,0.6484939186916422,0.756915765331733,0.24308423466826695,0.4990133791746436,0.5009866208253564,0.42706258242763845,0.5729374175723616,0.25969019662843273,0.7403098033715673,0.8009414745624626,0.1990585254375374,0.3805943479973082,0.6194056520026918,0.4169011431268652,0.5830988568731348,0.30833124393111766,0.6916687560688823,0.8931799014979971,0.10682009850200287,0.4685695774362558,0.5314304225637442,0.3919644406478428,0.6080355593521571,0.29749818263760175,0.7025018173623983,0.9535451551181163,0.04645484488188371,0.4650884404982388,0.5349115595017612,0.44473983817502,0.55526016182498,0.48943125067433163,0.5105687493256683,0.9653088873382901,0.034691112661709836,0.4888206560132498,0.5111793439867501,0.40646365428672826,0.5935363457132717,0.4544833352252577,0.5455166647747424
Pennington County,46103VTD-15,0.9117801969381599,0.08821980306184012,0.48055027441321047,0.5194497255867896,0.45577576537684206,0.5442242346231579,0.37761971249286597,0.622380287507134,0.9397392704320288,0.06026072956797118,0.5043608757512407,0.4956391242487594,0.4758857005768589,0.524114299423141,0.4050587983183085,0.5949412016816915,0.7779078314640945,0.22209216853590555,0.49517614884069683,0.5048238511593032,0.4251313165454617,0.5748686834545383,0.2677965192953154,0.7322034807046847,0.7346669021397589,0.26533309786024106,0.38708456985773415,0.6129154301422658,0.4224661587317254,0.5775338412682746,0.3088920374505789,0.6911079625494211,0.867097933557645,0.13290206644235503,0.47533631093682255,0.5246636890631775,0.3986140689426619,0.6013859310573382,0.2971980181773939,0.7028019818226061,0.9096894386680752,0.09031056133192478,0.4734188166734613,0.5265811833265387,0.4467072317927416,0.5532927682072585,0.4302206495361096,0.5697793504638904,0.9180963501341693,0.08190364986583064,0.4929513819748833,0.5070486180251167,0.41134959099524365,0.5886504090047564,0.3603285298199162,0.6396714701800839
