county,race,cand,mean,sd,ci_95_lower,ci_95_upper
Adams County,vap_white,pre_16_dem_cli,0.2835274851684323,0.010474873253234498,0.26301791493665067,0.3052742885479645
Adams County,vap_white,pre_16_rep_tru,0.7164725148315677,0.010474873253234498,0.6947257114520354,0.7369820850633493
Adams County,vap_black,pre_16_dem_cli,0.5771989629285644,0.15749359526075613,0.23775217871554669,0.8465691375354587
Adams County,vap_black,pre_16_rep_tru,0.4228010370714355,0.15749359526075613,0.1534308624645412,0.7622478212844531
Adams County,vap_hisp,pre_16_dem_cli,0.5909030291409336,0.11478418155788582,0.35061813622224675,0.7898405778076731
Adams County,vap_hisp,pre_16_rep_tru,0.40909697085906643,0.11478418155788582,0.21015942219232683,0.6493818637777529
Adams County,vap_asian,pre_16_dem_cli,0.5658342995044138,0.1670515477802619,0.2123518301261016,0.8556691054622891
Adams County,vap_asian,pre_16_rep_tru,0.4341657004955862,0.1670515477802619,0.14433089453771086,0.7876481698738983
Adams County,vap_aian,pre_16_dem_cli,0.5257545210682658,0.17474265083577575,0.18148611267911008,0.8584889313398336
Adams County,vap_aian,pre_16_rep_tru,0.4742454789317342,0.17474265083577575,0.14151106866016638,0.8185138873208898
Adams County,vap_oth_b,pre_16_dem_cli,0.5625815842198992,0.15903879149663447,0.24830455810731758,0.8418931791996824
Adams County,vap_oth_b,pre_16_rep_tru,0.43741841578010077,0.15903879149663447,0.15810682080031715,0.7516954418926821
Adams County,vap_white,uss_16_dem_mcg,0.29804443921403156,0.010543172942956777,0.27925219936563134,0.3199923615346654
Adams County,vap_white,uss_16_rep_too,0.7019555607859684,0.010543172942956775,0.6800076384653345,0.7207478006343686
Adams County,vap_black,uss_16_dem_mcg,0.5771118268415008,0.15834139443307593,0.2584109806864177,0.8490887759200022
Adams County,vap_black,uss_16_rep_too,0.4228881731584992,0.15834139443307593,0.15091122407999763,0.7415890193135822
Adams County,vap_hisp,uss_16_dem_mcg,0.5887570581056147,0.12174394793716196,0.3283760198555577,0.7972268382803361
Adams County,vap_hisp,uss_16_rep_too,0.4112429418943853,0.12174394793716196,0.20277316171966378,0.6716239801444425
