county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_white.uss_16_dem_blu,vap_white.uss_16_rep_car,vap_black.uss_16_dem_blu,vap_black.uss_16_rep_car,vap_hisp.uss_16_dem_blu,vap_hisp.uss_16_rep_car,vap_asian.uss_16_dem_blu,vap_asian.uss_16_rep_car,vap_aian.uss_16_dem_blu,vap_aian.uss_16_rep_car,vap_oth_b.uss_16_dem_blu,vap_oth_b.uss_16_rep_car,vap_white.uss_18_dem_mur,vap_white.uss_18_rep_cor,vap_black.uss_18_dem_mur,vap_black.uss_18_rep_cor,vap_hisp.uss_18_dem_mur,vap_hisp.uss_18_rep_cor,vap_asian.uss_18_dem_mur,vap_asian.uss_18_rep_cor,vap_aian.uss_18_dem_mur,vap_aian.uss_18_rep_cor,vap_oth_b.uss_18_dem_mur,vap_oth_b.uss_18_rep_cor,vap_white.gov_18_dem_lam,vap_white.gov_18_rep_ste,vap_black.gov_18_dem_lam,vap_black.gov_18_rep_ste,vap_hisp.gov_18_dem_lam,vap_hisp.gov_18_rep_ste,vap_asian.gov_18_dem_lam,vap_asian.gov_18_rep_ste,vap_aian.gov_18_dem_lam,vap_aian.gov_18_rep_ste,vap_oth_b.gov_18_dem_lam,vap_oth_b.gov_18_rep_ste,vap_white.atg_18_dem_ton,vap_white.atg_18_rep_hat,vap_black.atg_18_dem_ton,vap_black.atg_18_rep_hat,vap_hisp.atg_18_dem_ton,vap_hisp.atg_18_rep_hat,vap_asian.atg_18_dem_ton,vap_asian.atg_18_rep_hat,vap_aian.atg_18_dem_ton,vap_aian.atg_18_rep_hat,vap_oth_b.atg_18_dem_ton,vap_oth_b.atg_18_rep_hat,vap_white.sos_18_dem_mer,vap_white.sos_18_rep_cha,vap_black.sos_18_dem_mer,vap_black.sos_18_rep_cha,vap_hisp.sos_18_dem_mer,vap_hisp.sos_18_rep_cha,vap_asian.sos_18_dem_mer,vap_asian.sos_18_rep_cha,vap_aian.sos_18_dem_mer,vap_aian.sos_18_rep_cha,vap_oth_b.sos_18_dem_mer,vap_oth_b.sos_18_rep_cha,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru
Fairfield County,0900101-001,0.5272961972278082,0.4727038027721918,0.9015169183830347,0.09848308161696528,0.9129594689603745,0.0870405310396255,0.7539225744783573,0.2460774255216427,0.5096643025698262,0.49033569743017374,0.27230948156272283,0.7276905184372772,0.5149134507629399,0.48508654923706007,0.9336148141741838,0.06638518582581625,0.9228507984934,0.07714920150659996,0.7038414367619987,0.2961585632380013,0.5267897659982076,0.4732102340017924,0.6348124863003622,0.3651875136996378,0.5496733916691896,0.45032660833081045,0.9146395471189336,0.08536045288106647,0.921776847105385,0.07822315289461501,0.8036165423454208,0.19638345765457926,0.49936092247644914,0.5006390775235509,0.5226806732660251,0.477319326733975,0.4668180072327196,0.5331819927672804,0.9057415902555003,0.09425840974449974,0.9137892276376036,0.08621077236239641,0.7939142900723734,0.20608570992762665,0.45320946422218034,0.5467905357778197,0.3880039873303503,0.6119960126696498,0.49168127571918235,0.5083187242808176,0.9231398439742498,0.07686015602575023,0.9187771365499983,0.08122286345000175,0.7805759508349501,0.21942404916504984,0.5130919658517331,0.48690803414826683,0.353762613647785,0.646237386352215,0.5165264732846366,0.48347352671536337,0.9229268933878506,0.07707310661214933,0.9270355215278205,0.07296447847217949,0.7283300938616661,0.2716699061383338,0.4976810756972418,0.5023189243027583,0.3918454773196288,0.6081545226803712,0.6159950426200655,0.38400495737993445,0.8964510400526268,0.10354895994737319,0.8273816035178637,0.17261839648213623,0.7411803558002348,0.25881964419976516,0.48384775390288537,0.5161522460971146,0.27397462337495876,0.7260253766250412
Fairfield County,0900101-002,0.41660675666554153,0.5833932433344585,0.9073466090478206,0.09265339095217942,0.9028956658503137,0.09710433414968637,0.7367579015907163,0.26324209840928364,0.5141589464366885,0.48584105356331153,0.2575085374091482,0.7424914625908517,0.4466891482405535,0.5533108517594465,0.9232885805164259,0.07671141948357404,0.9107077291394151,0.08929227086058485,0.6960826709976112,0.3039173290023888,0.523315705777912,0.476684294222088,0.6232268620427303,0.37677313795726974,0.46936174091000094,0.5306382590899991,0.9100469940832082,0.0899530059167918,0.9160381095363371,0.08396189046366287,0.7884284657582302,0.2115715342417698,0.489504973125009,0.510495026874991,0.5149267430268994,0.48507325697310055,0.3676363633065302,0.6323636366934697,0.8993792856031685,0.10062071439683151,0.9003284471037856,0.09967155289621446,0.7748014302629159,0.22519856973708408,0.4505339746848773,0.5494660253151227,0.374412511560849,0.625587488439151,0.3801670569016632,0.6198329430983368,0.9233893359847531,0.07661066401524687,0.9056872818868882,0.09431271811311182,0.7532008638113957,0.24679913618860433,0.5157446275637879,0.48425537243621214,0.3297577731162793,0.6702422268837207,0.40569762159364353,0.5943023784063565,0.9188878773806656,0.08111212261933438,0.91775750921639,0.08224249078360996,0.6959895044980535,0.3040104955019465,0.4982601554789563,0.5017398445210437,0.3691259048845969,0.630874095115403,0.4943106630745042,0.5056893369254958,0.8906303256651849,0.10936967433481519,0.8108336155863568,0.18916638441364314,0.6989947526479838,0.3010052473520162,0.48649045904914734,0.5135095409508527,0.25240115132499064,0.7475988486750094
Fairfield County,0900101-003,0.41726123036136925,0.5827387696386308,0.904188461156764,0.09581153884323598,0.9001594319123808,0.09984056808761924,0.7358442525418777,0.2641557474581223,0.5208011958472822,0.47919880415271776,0.2516048615236672,0.7483951384763328,0.4005702284893017,0.5994297715106983,0.9301755129170323,0.06982448708296769,0.9172370173375086,0.08276298266249114,0.688850727902087,0.311149272097913,0.517444543823916,0.4825554561760839,0.5981440068923493,0.4018559931076508,0.4701342443065822,0.5298657556934179,0.9101941647281985,0.08980583527180151,0.9203459482349547,0.07965405176504504,0.7924116546522595,0.2075883453477405,0.5018763843330004,0.4981236156669996,0.5123423685040122,0.48765763149598784,0.37722129069072,0.6227787093092799,0.9206779861489627,0.07932201385103736,0.8997088108787272,0.10029118912127281,0.7747004755411677,0.22529952445883225,0.4511990004015626,0.5488009995984374,0.3824054395670376,0.6175945604329625,0.4080144504466315,0.5919855495533685,0.9216600506597338,0.07833994934026618,0.908644895027494,0.09135510497250597,0.7594372640720347,0.24056273592796532,0.5157012411899721,0.48429875881002793,0.3186001722337768,0.6813998277662232,0.42599945048106747,0.5740005495189325,0.920598831788573,0.0794011682114269,0.9153697154256721,0.08463028457432786,0.6888601624282733,0.3111398375717267,0.5015830975513401,0.4984169024486599,0.360666439700277,0.639333560299723,0.5305858552619541,0.4694141447380459,0.8910651532080025,0.10893484679199755,0.8119656568240485,0.18803434317595152,0.7136934376609776,0.28630656233902235,0.4910040872376838,0.5089959127623161,0.25069960292821175,0.7493003970717882
Fairfield County,0900101-004,0.4927960842156244,0.5072039157843756,0.9034751445216372,0.09652485547836279,0.903582833693444,0.09641716630655599,0.7403011241844026,0.25969887581559736,0.5169307668378862,0.48306923316211386,0.2520453611433708,0.7479546388566293,0.44801266960514025,0.5519873303948598,0.9297511288499243,0.07024887115007568,0.9124259554447114,0.08757404455528858,0.693875484886168,0.30612451511383204,0.5268181895361493,0.4731818104638507,0.604479375080719,0.39552062491928097,0.5225889183091302,0.47741108169086977,0.923640169487612,0.07635983051238805,0.917915297224067,0.08208470277593306,0.8000128078139822,0.19998719218601776,0.49538700143115383,0.5046129985688462,0.5300933738980859,0.46990662610191414,0.4327589746709942,0.5672410253290058,0.9097611441507892,0.09023885584921078,0.908440418210274,0.09155958178972595,0.7807343359600459,0.21926566403995407,0.453883447720446,0.546116552279554,0.38856379216433484,0.6114362078356651,0.4545250402153534,0.5454749597846467,0.9249249259757378,0.07507507402426221,0.917260899745552,0.08273910025444794,0.7663481540083736,0.23365184599162636,0.5106369771369285,0.4893630228630716,0.3407676096823884,0.6592323903176116,0.48880293267222485,0.5111970673277751,0.9315737187540596,0.06842628124594038,0.9257416748665053,0.07425832513349474,0.7039364278397477,0.29606357216025225,0.4973816693173974,0.5026183306826025,0.3825914719936294,0.6174085280063706,0.5821680551388326,0.4178319448611674,0.8971420232704563,0.1028579767295437,0.8141634845303822,0.1858365154696178,0.7176408706961916,0.2823591293038083,0.48458415831691526,0.5154158416830847,0.25876758600105737,0.7412324139989426
Fairfield County,0900101-005,0.40896943848185796,0.591030561518142,0.914897353975452,0.08510264602454798,0.8995453801576111,0.10045461984238893,0.7496553789600171,0.2503446210399829,0.5155521168010936,0.48444788319890647,0.25735911032402353,0.7426408896759765,0.43361426848969037,0.5663857315103096,0.9284731651500244,0.07152683484997557,0.9248715529815931,0.07512844701840689,0.7052638065959576,0.2947361934040425,0.5245574057541971,0.4754425942458029,0.6190457583258394,0.3809542416741603,0.386764980331497,0.613235019668503,0.913745941364346,0.0862540586356541,0.9187206613630817,0.08127933863691827,0.7863487095736778,0.21365129042632222,0.4956934831037103,0.5043065168962897,0.5094513266570021,0.49054867334299773,0.33576988683855846,0.6642301131614415,0.9079331221810496,0.09206687781895036,0.9018051723331154,0.09819482766688459,0.7643487713433387,0.23565122865666133,0.4465239598146984,0.5534760401853016,0.36446729704113956,0.6355327029588604,0.34973855582685026,0.6502614441731497,0.9241433830648269,0.07585661693517308,0.9051109685077146,0.09488903149228546,0.7601293499222256,0.23987065007777425,0.517212565175707,0.482787434824293,0.3277756267036687,0.672224373296331,0.37719608345466255,0.6228039165453374,0.9204953420854382,0.07950465791456184,0.9121921153181635,0.08780788468183652,0.6901877197015458,0.30981228029845426,0.5050905673809988,0.4949094326190013,0.36899662150325446,0.6310033784967456,0.4696322145614466,0.5303677854385533,0.8972912333438756,0.10270876665612438,0.8144877353167003,0.1855122646832997,0.7116122637798655,0.28838773622013425,0.48383237423644676,0.5161676257635532,0.25345338499826353,0.7465466150017365
Fairfield County,0900101-006,0.47672048311383847,0.5232795168861618,0.9048083698820846,0.0951916301179154,0.9029716644868627,0.09702833551313733,0.737560054606456,0.262439945393544,0.5140917028215988,0.4859082971784012,0.26550004214152245,0.7344999578584775,0.500512526735448,0.4994874732645522,0.9323364170799725,0.06766358292002747,0.9185759671674399,0.08142403283256006,0.70928629105717,0.29071370894283,0.5164826894781419,0.4835173105218581,0.6334616788343761,0.3665383211656239,0.4952237096970378,0.5047762903029624,0.9129434474631207,0.08705655253687926,0.9152107748929278,0.08478922510707221,0.787730834813443,0.21226916518655706,0.49352135551199006,0.5064786444880099,0.5226483604470338,0.4773516395529663,0.3949315629013414,0.6050684370986588,0.9086410057947092,0.09135899420529081,0.9032147560188032,0.09678524398119681,0.766882294168305,0.233117705831695,0.452764741508616,0.547235258491384,0.3773841755868251,0.622615824413175,0.42924862956621257,0.5707513704337877,0.9215435893878222,0.0784564106121778,0.9087700975003871,0.09122990249961294,0.7543107301972661,0.2456892698027339,0.5150475998457197,0.48495240015428037,0.33802793281000004,0.66197206719,0.44334289555434275,0.5566571044456575,0.9245366760497512,0.07546332395024878,0.9237856055647582,0.07621439443524185,0.6947201240643105,0.30527987593568956,0.5023719739407461,0.49762802605925394,0.38195364787248703,0.6180463521275129,0.5420072337105534,0.4579927662894469,0.8978922497640544,0.10210775023594561,0.8170945589649439,0.18290544103505615,0.7173926205172654,0.2826073794827346,0.4775096457483884,0.5224903542516116,0.26562917591273066,0.7343708240872693
Fairfield County,0900101-007,0.4957560146957197,0.5042439853042803,0.9219059523161686,0.0780940476838314,0.9197703509741525,0.08022964902584746,0.7283895116209033,0.27161048837909674,0.5157280751249094,0.4842719248750907,0.24651389022380465,0.7534861097761953,0.5101324378470509,0.48986756215294913,0.9462402142047178,0.05375978579528217,0.946440195929991,0.053559804070009064,0.6918254656569633,0.30817453434303665,0.521548521392605,0.47845147860739506,0.6050312416160675,0.39496875838393253,0.5174922824237659,0.4825077175762341,0.9384641366133936,0.061535863386606424,0.9383993547413747,0.06160064525862529,0.7838094649292958,0.21619053507070418,0.5006995950916743,0.4993004049083257,0.5004903429615054,0.4995096570384946,0.40704393497897334,0.5929560650210266,0.904089358254065,0.09591064174593499,0.9048758300393666,0.09512416996063348,0.7592055446506706,0.24079445534932944,0.44799606834323763,0.5520039316567623,0.36215002148644526,0.6378499785135547,0.44829268634699304,0.551707313653007,0.9476446606110077,0.05235533938899228,0.9359343661593401,0.06406563384065989,0.7538524508770114,0.24614754912298864,0.5180879137099348,0.4819120862900652,0.317616529868297,0.682383470131703,0.4547342807439686,0.5452657192560314,0.9419427759741349,0.058057224025865134,0.9347112922708447,0.06528870772915531,0.67623621686771,0.32376378313229,0.4990444670002107,0.5009555329997893,0.3555131354450219,0.6444868645549782,0.5770822501213985,0.4229177498786015,0.9028799695961639,0.09712003040383606,0.80728460909805555,0.19271539090194448,0.7162673574575975,0.2837326425424025,0.4851047594585753,0.5148952405414247,0.2577921522920224,0.7422078477079777
Fairfield County,0900101-008,0.5247364355498202,0.4752635644501798,0.9655113053901918,0.03448869460980817,0.9643823311697106,0.035617668830289405,0.7482449548351618,0.2517550451648382,0.5174167631597911,0.4825832368402089,0.2662027807997264,0.7337972192002734,0.5810794241796411,0.41892057582035896,0.9847970724550165,0.01520292754498355,0.9827479443889847,0.017252055611015296,0.7692128141719486,0.23078718582805133,0.5270661700479647,0.4729338299520353,0.6759013134954223,0.32409868650457774,0.5671869689936913,0.43281303100630875,0.9741304004088231,0.025869599591176885,0.9721849843214677,0.02781501567853225,0.8261114823896099,0.1738885176103901,0.4953965857991996,0.5046034142008005,0.5420045746564227,0.4579954253435773,0.4457576456117068,0.5542423543882932,0.9662586936641434,0.03374130633585659,0.964545016561827,0.035454983438173,0.7929922378318245,0.20700776216817546,0.45204848288833016,0.5479515171116698,0.397067001653577,0.602932998346423,0.48359203716938637,0.5164079628306136,0.9772261579688601,0.022773842031139826,0.967151164345433,0.032848835654566935,0.7846929207690122,0.2153070792309878,0.5053202364816041,0.49467976351839593,0.35030785749008614,0.6496921425099136,0.5112339619719822,0.48876603802801777,0.9780316829190613,0.021968317080938736,0.9741059585794984,0.025894041420501605,0.736442721948099,0.26355727805190093,0.4973538073704882,0.5026461926295118,0.39539561662823547,0.6046043833717645,0.5772283012702007,0.42277169872979925,0.919417536799512,0.08058246320048806,0.856984330221017,0.14301566977898295,0.7182209792290645,0.28177902077093553,0.4902540494322094,0.5097459505677906,0.2658438286639966,0.7341561713360034
Fairfield County,0900101-009,0.5386066849052963,0.4613933150947037,0.9892970676395089,0.010702932360491104,0.9855497870809055,0.014450212919094525,0.754620433450211,0.24537956654978899,0.5209912429669148,0.4790087570330854,0.2855197599577223,0.7144802400422777,0.5535098503677013,0.4464901496322987,0.9932045454856145,0.006795454514385454,0.9919517309233346,0.008048269076665409,0.7337063688484703,0.2662936311515297,0.5320300745005025,0.46796992549949773,0.7434439072844702,0.25655609271552976,0.5399687277880341,0.46003127221196594,0.9858790852552384,0.014120914744761674,0.9817704547559191,0.01822954524408092,0.8000979417394796,0.1999020582605204,0.5017157035598303,0.4982842964401699,0.5421372704243879,0.4578627295756122,0.42479680402634357,0.5752031959736564,0.982042888706854,0.01795711129314598,0.9770049725589786,0.022995027441021425,0.7785679290649844,0.22143207093501557,0.45886448756269005,0.5411355124373102,0.38513926040190166,0.6148607395980984,0.4591591153484882,0.5408408846515118,0.98508583581047,0.014914164189529932,0.9759368603225329,0.02406313967746707,0.7651862341987867,0.23481376580121327,0.5152382983621222,0.4847617016378781,0.32316706500851966,0.6768329349914803,0.4683799636064447,0.5316200363935554,0.9836764975681551,0.016323502431844876,0.9785835826760328,0.021416417323967145,0.7003644257310051,0.2996355742689949,0.49950266370741164,0.5004973362925886,0.3704783831814846,0.6295216168185154,0.5874079650033199,0.41259203499668007,0.9599325151533662,0.040067484846633854,0.8979162319066492,0.1020837680933509,0.7257852027992958,0.27421479720070424,0.47966415196191725,0.520335848038083,0.2686542462142744,0.7313457537857255
Fairfield County,0900101-010,0.49846195290312373,0.5015380470968763,0.9625643396097467,0.0374356603902532,0.953895454051628,0.04610454594837197,0.7447788075818554,0.25522119241814456,0.5087827452490091,0.4912172547509909,0.25563862322510295,0.7443613767748971,0.5145158792679794,0.4854841207320207,0.9731826817997085,0.026817318200291554,0.9731471962447845,0.02685280375521544,0.7057289655286231,0.2942710344713769,0.5178515469801657,0.48214845301983433,0.6195060602515713,0.38049393974842877,0.518412138599209,0.4815878614007911,0.9500734941013641,0.04992650589863588,0.949551772515677,0.05044822748432297,0.7880190982369336,0.21198090176306641,0.49576716480643845,0.5042328351935615,0.5026444818859552,0.49735551811404477,0.4131129236114437,0.5868870763885563,0.9544267258418,0.045573274158200006,0.9446965801367909,0.05530341986320905,0.7806518382625992,0.21934816173740082,0.4469333756651282,0.5530666243348719,0.3700420257514339,0.6299579742485661,0.4481882485053399,0.5518117514946601,0.9598506448124902,0.04014935518750988,0.9407033256935177,0.05929667430648236,0.7569773334411047,0.24302266655889526,0.51918769796509,0.48081230203491,0.3221268287604511,0.6778731712395488,0.45567757848796536,0.5443224215120346,0.954214230208753,0.04578576979124701,0.9439636723355287,0.056036327664471294,0.7013855234006389,0.29861447659936113,0.49866533679796055,0.5013346632020395,0.3625124134808386,0.6374875865191614,0.5793443104552856,0.4206556895447145,0.9290189500722591,0.07098104992774092,0.8389736325611237,0.16102636743887636,0.7205502503927638,0.2794497496072362,0.4825700404575316,0.5174299595424684,0.26190719054165573,0.7380928094583442
